"Article","Year","Stem"
"Dusting Off the Messy Middle: Assessing Students’ Inquiry Skills Through Doing and Writing",2017,"constructed respons"
"Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement",2017,"formal"
"iSTART Therefore I Understand: But Metacognitive Supports Did not Enhance Comprehension Gains",2017,"metacognit"
"Inducing Stealth Assessors from Game Interaction Data",2017,"computational think"
"Supporting Constructive Video-Based Learning: Requirements Elicitation from Exploratory Studies",2017,"experimental studi"
"Evaluating the Effect of Uncertainty Visualisation in Open Learner Models on Students’ Metacognitive Skills",2017,"visualis"
"Behavioral Engagement Detection of Students in the Wild",2017,"learning analyt"
"Identifying Productive Inquiry in Virtual Labs Using Sequence Mining",2017,"virtual lab"
"“Thanks Alisha, Keep in Touch”: Gender Effects and Engagement with Virtual Learning Companions",2017,"engag"
"Hint Generation Under Uncertainty: The Effect of Hint Quality on Help-Seeking Behavior",2017,"program"
"Balancing Learning and Engagement in Game-Based Learning Environments with Multi-objective Reinforcement Learning",2017,"narrative centered learn"
"Can a Teachable Agent Influence How Students Respond to Competition in an Educational Game?",2017,"social influ"
"Collaboration Improves Student Interest in Online Tutoring",2017,"intelligent tutoring system"
"Predicting Learner’s Deductive Reasoning Skills Using a Bayesian Network",2017,"bayesian network"
"Group Optimization to Maximize Peer Assessment Accuracy Using Item Response Theory",2017,"rater select"
"Characterizing Students’ Learning Behaviors Using Unsupervised Learning Methods",2017,"unsupervised learn"
"Student Preferences for Visualising Uncertainty in Open Learner Models",2017,"dashboard"
"Improving Sensor-Free Affect Detection Using Deep Learning",2017,"recurrent neural network"
"Communication Strategies and Affective Backchannels for Conversational Agents to Enhance Learners’ Willingness to Communicate in a Second Language",2017,"affective backchannel"
"A Multi-layered Architecture for Analysis of Non-technical-Skills in Critical Situations",2017,"neural network"
"Conceptual Framework for Collaborative Educational Resources Adaptation in Virtual Learning Environments",2017,"software ag"
"Does Adaptive Provision of Learning Activities Improve Learning in SQL-Tutor?",2017,"problem solv"
"Teaching iSTART to Understand Spanish",2017,"optimizing score predict"
"Data-Driven Generation of Rubric Parameters from an Educational Programming Environment",2017,"educational data min"
"Exploring Learner Model Differences Between Students",2017,"student model"
"ReaderBench Learns Dutch: Building a Comprehensive Automated Essay Scoring System for Dutch Language",2017,"readerbench framework"
"Transforming Foreign Language Narratives into Interactive Reading Applications Designed for Comprehensibility and Interest",2017,"text comprehens"
"Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior",2017,"collabor"
"Assessing Question Quality Using NLP",2017,"educational technology design"
"The Effect of Providing Motivational Support in Parsons Puzzle Tutors",2017,"evalu"
"A Comparisons of BKT, RNN and LSTM for Learning Gain Prediction",2017,"learning gain predict"
"Keeping the Teacher in the Loop: Technologies for Monitoring Group Learning in Real-Time",2017,"virtual math teams (vmt)"
"Proficiency and Preference Using Local Language with a Teachable Agent",2017,"cultur"
"StairStepper: An Adaptive Remedial iSTART Module",2017,"strategy based learn"
"AttentiveLearner2: A Multimodal Approach for Improving MOOC Learning on Mobile Devices",2017,"multimodal interact"
"Effects of a Dashboard for an Intelligent Tutoring System on Teacher Knowledge, Lesson Plans and Class Sessions",2017,"teachers’ use of data"
"Dynamics of Affective States During MOOC Learning",2017,"affective comput"
"Learning from Errors: Identifying Strategies in a Math Tutoring System",2017,"intelligent tutoring system"
"Can Short Answers to Open Response Questions Be Auto-Graded Without a Grading Rubric?",2017,"short-answ"
"Teaching Informal Logical Fallacy Identification with a Cognitive Tutor",2017,"cognitive task analysi"
"Math Reading Comprehension: Comparing Effectiveness of Various Conversation Frameworks in an ITS",2017,"trialogu"
"4C: Continuous Cognitive Career Companions",2017,"project manager's job"
"Effects of Error-Based Simulation as a Counterexample for Correcting MIF Misconception",2017,"counterexampl"
"Using a Model for Learning and Memory to Simulate Learner Response in Spaced Practice",2017,"adaptive flashcard"
"How Should Knowledge Composed of Schemas be Represented in Order to Optimize Student Model Accuracy?",2018,"slip paramet"
"Active Learning for Improving Machine Learning of Student Explanatory Essays",2018,"conceptual cod"
"Student Learning Benefits of a Mixed-Reality Teacher Awareness Tool in AI-Enhanced Classrooms",2018,"human-ai hybrid"
"Opening Up an Intelligent Tutoring System Development Environment for Extensible Student Modeling",2018,"student model"
"Better Late Than Never but Never Late Is Better: Towards Reducing the Answer Response Time to Questions in an Online Learning Community",2018,"peer-help"
"Expert Feature-Engineering vs. Deep Neural Networks: Which Is Better for Sensor-Free Affect Detection?",2018,"deep neural network"
"A Comparison of Tutoring Strategies for Recovering from a Failed Attempt During Faded Support",2018,"model of teach"
"Validating Revised Bloom’s Taxonomy Using Deep Knowledge Tracing",2018,"hierarchical taxonomi"
"Communication at Scale in a MOOC Using Predictive Engagement Analytics",2018,"engag"
"How to Use Simulation in the Design and Evaluation of Learning Environments with Self-directed Longer-Term Learners",2018,"self-directed learn"
"Automatic Item Generation Unleashed: An Evaluation of a Large-Scale Deployment of Item Models",2018,"mathematics assess"
"Automated Pitch Convergence Improves Learning in a Social, Teachable Robot for Middle School Mathematics",2018,"teachable robot"
"The Influence of Gender, Personality, Cognitive and Affective Student Engagement on Academic Engagement in Educational Virtual Worlds",2018,"affective engag"
"Metacognitive Scaffolding Amplifies the Effect of Learning by Teaching a Teachable Agent",2018,"cognitive tutor"
"A Data-Driven Method for Helping Teachers Improve Feedback in Computer Programming Automated Tutors",2018,"tutoring system evalu"
"Role of Socio-cultural Differences in Labeling Students’ Affective States",2018,"inter-rater agr"
"Testing the Validity and Reliability of Intrinsic Motivation Inventory Subscales Within ASSISTments",2018,"factor analysi"
"Bring It on! Challenges Encountered While Building a Comprehensive Tutoring System Using ReaderBench",2018,"support vector machin"
"Learning Curve Analysis in a Large-Scale, Drill-and-Practice Serious Math Game: Where Is Learning Support Needed?",2018,"fraction learn"
"Reciprocal Content Recommendation for Peer Learning Study Sessions",2018,"recsystel"
"The Impact of Data Quantity and Source on the Quality of Data-Driven Hints for Programming",2018,"cold start"
"Sentence Level or Token Level Features for Automatic Short Answer Grading?: Use Both",2018,"supervised learn"
"When Optimal Team Formation Is a Choice - Self-selection Versus Intelligent Team Formation Strategies in a Large Online Project-Based Course",2018,"tb-moop"
"Perseverance Is Crucial for Learning. “OK! but Can I Take a Break?”",2018,"paus"
"Connecting the Dots Towards Collaborative AIED: Linking Group Makeup to Process to Learning",2018,"teamwork"
"Do Preschoolers ‘Game the System’? A Case Study of Children’s Intelligent (Mis)Use of a Teachable Agent Based Play-&-Learn Game in Mathematics",2018,"teachable ag"
"Vygotsky Meets Backpropagation",2018,"conceptual think"
"Reciprocal Kit-Building of Concept Map to Share Each Other’s Understanding as Preparation for Collaboration",2018,"shared understand"
"Balancing Human Efforts and Performance of Student Response Analyzer in Dialog-Based Tutors",2018,"question difficulti"
"An Instructional Factors Analysis of an Online Logical Fallacy Tutoring System",2018,"online tutoring system"
"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",2018,"electrodermal act"
"Towards Combined Network and Text Analytics of Student Discourse in Online Discussions",2018,"instructional intervent"
"Ontology-Based Domain Diversity Profiling of User Comments",2018,"video-based learn"
"Human-Agent Assessment: Interaction and Sub-skills Scoring for Collaborative Problem Solving",2018,"performance assess"
"Sequence Based Course Recommender for Personalized Curriculum Planning",2018,"deep learn"
"Towards Improving Introductory Computer Programming with an ITS for Conceptual Learning",2018,"computer science educ"
"Modeling Math Success Using Cohesion Network Analysis",2018,"nlp"
"Amplifying Teachers Intelligence in the Design of Gamified Intelligent Tutoring Systems",2018,"gamified intelligent tutoring system"
"Where Is the Nurse? Towards Automatically Visualising Meaningful Team Movement in Healthcare Education",2018,"movement"
"Exploring Gritty Students’ Behavior in an Intelligent Tutoring System",2018,"association rule min"
"Adaptive Learning Goes to China",2018,"efficaci"
"Ontology Development for Competence Assessment in Virtual Communities of Practice",2018,"virtual commun"
"How Gamification Impacts on Vocational Training Students",2018,"educational gam"
"Classifying Educational Questions Based on the Expected Characteristics of Answers",2018,"question dataset and taxonomi"
"Mitigating Knowledge Decay from Instruction with Voluntary Use of an Adaptive Learning System",2018,"life-long learn"
"Behavioral Explanation versus Structural Explanation in Learning by Model-Building",2018,"adaptive feedback"
"Temporal Changes in Affiliation and Emotion in MOOC Discussion Forum Discourse",2018,"emot"
"On the Value of Answerers in Early Detection of Response Time to Questions for Peer Recommender Systems",2018,"learner model"
"Conversational Support for Education",2018,"virtual learning assist"
"“Mind” TS: Testing a Brief Mindfulness Intervention with an Intelligent Tutoring System",2018,"learn"
"Data-Driven Job Capability Profiling",2018,"professional cap"
"Assessing Free Student Answers in Tutorial Dialogues Using LSTM Models",2018,"lstm"
"Towards Better Affect Detectors: Detecting Changes Rather Than States",2018,"educational data min"
"Identifying Implicit Links in CSCL Chats Using String Kernels and Neural Networks",2018,"neural network"
"Providing Proactive Scaffolding During Tutorial Dialogue Using Guidance from Student Model Predictions",2018,"zone of proximal develop"
"The Wearable Learning Cloud Platform for the Creation of Embodied Multiplayer Math Games",2018,"authoring tool"
"Efficient Navigation in Learning Materials: An Empirical Study on the Linking Process",2018,"word commun"
"Syntax-Based Analysis of Programming Concepts in Python",2018,"abstract syntax tre"
"Teaching Without Learning: Is It OK With Weak AI?",2018,"prote�ge� effect"
"Sentiment Analysis of Student Evaluations of Teaching",2018,"natural language process"
"A System-General Model for the Detection of Gaming the System Behavior in CTAT and LearnSphere",2018,"learnspher"
"Prediction of Interpersonal Help-Seeking Behavior from Log Files in an In-Service Education Distance Course",2018,"learning strategi"
"Ella Me Ayudó (She Helped Me): Supporting Hispanic and English Language Learners in a Math ITS",2018,"english language learner (ell)"
"Female Robots as Role-Models? - The Influence of Robot Gender and Learning Materials on Learning Success",2018,"program"
"Adolescents’ Self-regulation During Job Interviews Through an AI Coaching Environment",2018,"emotional self-regulation skil"
"Active Learning for Efficient Testing of Student Programs",2018,"symbolic execut"
"Impact of Learner-Centered Affective Dynamics on Metacognitive Judgements and Performance in Advanced Learning Technologies",2018,"affect dynam"
"VERA: Popularizing Science Through AI",2018,"encyclopedia of lif"
"TipsC: Tips and Corrections for programming MOOCs",2018,"cluster"
"Empirically Evaluating the Effectiveness of POMDP vs. MDP Towards the Pedagogical Strategies Induction",2018,"it"
"Understanding Revisions in Student Writing Through Revision Graphs",2018,"write"
"Exploring Online Course Sociograms Using Cohesion Network Analysis",2018,"participants clust"
"Deep Knowledge Tracing for Free-Form Student Code Progression",2018,"recurrent neural networks (rnn)"
"Time Series Model for Predicting Dropout in Massive Open Online Courses",2018,"user behavior"
"Machine Learning and Fuzzy Logic Techniques for Personalized Tutoring of Foreign Languages",2018,"language learn"
"Item Response Theory Without Restriction of Equal Interval Scale for Rater’s Score",2018,"peer assess"
"Modelling Math Learning on an Open Access Intelligent Tutor",2018,"mooc"
"Microscope or Telescope: Whether to Dissect Epistemic Emotions",2018,"intelligent tutor"
"Multimodal Interfaces for Inclusive Learning",2018,"tangibl"
"Automatic Chinese Short Answer Grading with Deep Autoencoder",2018,"text classif"
"Understanding Students’ Problem-Solving Strategies in a Synergistic Learning-by-Modeling Environment",2018,"data-driven analysi"
"Adaptive Visual Dialog for Intelligent Tutoring Systems",2018,"visual dialog"
"AUI Story Maker: Animation Generation from Natural Language",2018,"vendler verb class"
"Smart Learning Partner: An Interactive Robot for Education",2018,"personalized learning servic"
"ITADS: A Real-World Intelligent Tutor to Train Troubleshooting Skills",2018,"it skill train"
"Investigating Feedback Support to Enhance Collaboration Within Groups in Computer Supported Collaborative Learning",2018,"shared-activity environ"
"Metacognitive Experience Modeling Using Eye-Tracking",2018,"eye-track"
"Exploring the Meaning of Effective Exploratory Learner Behavior in Hands-on, Collaborative Projects Using Physical Computing Kits",2018,"open-end"
"Multimodal Tutor for CPR",2018,"retrospective summari"
"Leveraging Educational Technology to Improve the Quality of Civil Discourse",2018,"cognitive task analysi"
"Investigation of Temporal Dynamics in MOOC Learning Trajectories: A Geocultural Perspective",2018,"learning design"
"Embodied Affect in Tutorial Dialogue: Student Gesture and Posture",2013,"tutorial dialogu"
"Identifying Localization in Peer Reviews of Argument Diagrams",2013,"localization pattern algorithm"
"Emotions Detection from Math Exercises by Combining Several Data Sources",2013,"mathemat"
"Illustrations or Graphs: Some Students Benefit from One over the Other",2013,"conceptual phys"
"Prosodic Entrainment and Tutoring Dialogue Success",2013,"tutor dialogu"
"Tracking and Dynamic Scenario Adaptation System in Virtual Environment",2013,"knowledge represent"
"Using HCI Task Modeling Techniques to Measure How Deeply Students Model",2013,"human-computer interact"
"Auto-scoring Discovery and Confirmation Bias in Interpreting Data during Science Inquiry in a Microworld",2013,"discoveri"
"An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop",2013,"tabletop"
"Turn-Taking Behavior in a Human Tutoring Corpus",2013,"human tutor"
"An Automatic Marking System for Interactive Exercises on Blind Search Algorithms",2013,"blind search algorithm"
"Game Penalties Decrease Learning and Interest",2013,"penalti"
"An Evaluation of the Effectiveness of Just-In-Time Hints",2013,"aptitude-treatment interact"
"Repairing Deactivating Negative Emotions with Student Progress Pages",2013,"open learner model"
"Searching for Predictors of Learning Outcomes in Non Abstract Eye Movement Logs",2013,"science learn"
"Erroneous Examples as Desirable Difficulty",2013,"self-explan"
"Repairing Disengagement in Collaborative Dialogue for Game-Based Learning",2013,"game-based learn"
"A Learning Environment That Combines Problem-Posing and Problem-Solving Activities",2013,"production system"
"Impact of Different Pedagogical Agents’ Adaptive Self-regulated Prompting Strategies on Learning with MetaTutor",2013,"user percept"
"Class Distinctions: Leveraging Class-Level Features to Predict Student Retention Performance",2013,"intelligent tutoring system"
"Estimating the Effect of Web-Based Homework",2013,"effect s"
"Didactic Galactic: Types of Knowledge Learned in a Serious Game",2013,"learn"
"A Comparison of Two Different Methods to Individualize Students and Skills",2013,"individu"
"ViewS in User Generated Content for Enriching Learning Environments: A Semantic Sensing Approach",2013,"interpersonal commun"
"Towards Evaluating and Modelling the Impacts of Mobile-Based Augmented Reality Applications on Learning and Engagement",2013,"ubiquitous learning environ"
"An Intelligent Tutoring System to Teach Debugging",2013,"programming defect"
"Utilizing Concept Mapping in Intelligent Tutoring Systems",2013,"note-tak"
"Discrepancy-Detection in Virtual Learning Environments for Young Children with ASC",2013,"autism"
"Towards an Integrative Computational Foundation for Applied Behavior Analysis in Early Autism Interventions",2013,"ontolog"
"Towards Automated Detection and Regulation of Affective States During Academic Writing",2013,"boredom"
"Programming with Your Heart on Your Sleeve: Analyzing the Affective States of Computer Programming Students",2013,"itss"
"A Computational Thinking Approach to Learning Middle School Science",2013,"agent-based modeling and simul"
"AutoTutor 2013: Conversation-Based Online Intelligent Tutoring System with Rich Media (Interactive Event)",2013,"intelligent tutoring system"
"From a Customizable ITS to an Adaptive ITS",2013,"teaching strategi"
"Interactive Event: From a Virtual Village to an Open Learner Model with Next-TELL",2013,"language compet"
"Practical Ultra-Portable Intelligent Tutoring Systems(PUPITS): An Interactive Event",2013,"mammographi"
"Formative Feedback in Interactive Learning Environments",2013,"formative feedback"
"The First Workshop on AI-supported Education for Computer Science (AIEDCS)",2013,"pedagogical tool"
"Class vs. Student in a Bayesian Network Student Model",2013,"student-skill model"
"Workshop on Scaffolding in Open-Ended Learning Environments (OELEs)",2013,"educational gam"
"AIED 2013 Simulated Learners Workshop",2013,"tutor system"
"Workshop on Self-Regulated Learning in Educational Technologies (SRL@ET): Supporting, Modeling, Evaluating, and Fostering Metacognition with Computer-Based Learning Environments",2013,"educational technolog"
"Comparing Student Models in Different Formalisms by Predicting Their Impact on Help Success",2013,"help polici"
"Individualized Bayesian Knowledge Tracing Models",2013,"student-specific model paramet"
"Extending Knowledge Tracing to Allow Partial Credit: Using Continuous versus Binary Nodes",2013,"partial credit"
"What Emotions Do Novices Experience during Their First Computer Programming Learning Session?",2013,"facial action code system"
"Using Learner Modeling to Determine Effective Conditions of Learning for Optimal Transfer",2013,"student strategi"
"Supporting Students’ Self-Regulated Learning with an Open Learner Model in a Linear Equation Tutor",2013,"study choic"
"Skill Diaries: Improve Student Learning in an Intelligent Tutoring System with Periodic Self-Assessment",2013,"intelligent tutoring system"
"Feedback and Revising in an Intelligent Tutoring System for Writing Strategies",2013,"automated feedback"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"corpus linguist"
"Combining Semantic Interpretation and Statistical Classification for Improved Explanation Processing in a Tutorial Dialogue System",2013,"pars"
"Defining the Behavior of an Affective Learning Companion in the Affective Meta-tutor Project",2013,"robust learn"
"Can Preschoolers Profit from a Teachable Agent Based Play-and-Learn Game in Mathematics?",2013,"learning by teach"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"computer science educ"
"Differential Impact of Learning Activities Designed to Support Robust Learning in the Genetics Cognitive Tutor",2013,"cognitive science societi"
"Complementary Effects of Sense-Making and Fluency-Building Support for Connection Making: A Matter of Sequence?",2013,"intelligent tutoring system"
"Examples and Tutored Problems: How Can Self-Explanation Make a Difference to Learning?",2013,"intelligent tutor"
"Improving the Efficiency of Automatic Knowledge Generation through Games and Simulations",2013,"ill-defined domain"
"Expectations of Technology: A Factor to Consider in Game-Based Learning Environments",2013,"motiv"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"latent semantic analysi"
"Exploring the Relationships between Design, Students’ Affective States, and Disengaged Behaviors within an ITS",2013,"affect"
"Cluster-Based Prediction of Mathematical Learning Patterns",2013,"learn"
"Using the Ecological Approach to Create Simulations of Learning Environments",2013,"ecological approach"
"A Matrix Factorization Method for Mapping Items to Skills and for Enhancing Expert-Based Q-Matrices",2013,"latent skil"
"Maximum Clique Algorithm for Uniform Test Forms Assembly",2013,"item response theori"
"The Effect of Interaction Granularity on Learning with a Data Normalization Tutor",2013,"tutorial dialogu"
"Revealing the Learning in Learning Curves",2013,"student model"
"Deliberate System-Side Errors as a Potential Pedagogic Strategy for Exploratory Virtual Learning Environments",2013,"learner error"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"boredom"
"ITS and the Digital Divide: Trends, Challenges, and Opportunities",2013,"mobile learn"
"A Hypergraph Based Framework for Intelligent Tutoring of Algebraic Reasoning",2013,"knowledge represent"
"Learner Differences and Hint Content",2013,"intelligent tutoring system"
"Users at the Center of Designing Informal Learning Experiences",2013,"digital storytel"
"Lessons from Project LISTEN: What Have We Learned from a Reading Tutor That Listens?",2013,"official polici"
"Who Benefits from Confusion Induction during Learning? An Individual Differences Cluster Analysis",2013,"false feedback"
"Development of an Affect-Sensitive Agent for Aplusix",2013,"intelligent tutoring system"
"Educational Potentials in Visually Androgynous Pedagogical Agents",2013,"visual appear"
"Aligning and Comparing Data on Emotions Experienced during Learning with MetaTutor",2013,"pedagogical ag"
"Diagnosing Errors from Off-Path Steps in Model-Tracing Tutors",2013,"negative feedback"
"Understanding the Difficulty Factors for Learning Materials: A Qualitative Study",2013,"difficulty factor"
"Field Observations of Engagement in Reasoning Mind",2013,"frustrat"
"Analyzer of Sentence Card Set for Learning by Problem-Posing",2013,"dummy sentence card"
"Modelling Domain-Specific Self-regulatory Activities in Clinical Reasoning",2013,"domain-specific learning appl"
"Authoring Expert Knowledge Bases for Intelligent Tutors through Crowdsourcing",2013,"collabor"
"What Makes Learning Fun? Exploring the Influence of Choice and Difficulty on Mind Wandering and Engagement during Learning",2013,"serious gam"
"Enhancing In-Museum Informal Learning by Augmenting Artworks with Gesture Interactions and AIED Paradigms",2013,"augmented artwork"
"Measuring Procedural Knowledge in Problem Solving Environments with Item Response Theory",2013,"item response theori"
"Analysis of Emotion and Engagement in a STEM Alternate Reality Game",2013,"increase student engag"
"Higher Automated Learning through Principal Component Analysis and Markov Models",2013,"pca"
"Identification of Effective Learning Behaviors",2013,"goal related act"
"Modeling the Process of Online Q&A Discussions Using a Dialogue State Model",2013,"crf"
"An Authoring Tool for Semi-automatic Generation of Self-assessment Exercises",2013,"automatic diagnost"
"Predicting Low vs. High Disparity between Peer and Expert Ratings in Peer Reviews of Physics Lab Reports",2013,"topic model"
"Automatically Generating Discussion Questions",2013,"computer-supported collaborative learn"
"Linguistic Content Analysis as a Tool for Improving Adaptive Instruction",2013,"it"
"Learner-Created Scenario for Investigative Learning with Web Resources",2013,"web"
"Towards Identifying Students’ Causal Reasoning Using Machine Learning",2013,"machine learn"
"Social Personalized Adaptive E-Learning Environment: Topolor - Implementation and Evaluation",2013,"learning behavior analysi"
"Adaptive Testing Based on Bayesian Decision Theory",2013,"test theori"
"Trust-Based Recommendations for Scientific Papers Based on the Researcher’s Current Interest",2013,"user model"
"Modelling Students’ Knowledge of Ethics",2013,"lsa"
"System Comparisons: Is There Life after Null?",2013,"effectiveness evalu"
"Question Generation and Adaptation Using a Bayesian Network of the Learner’s Achievements",2013,"conceptual knowledg"
"4D Affect Detection: Improving Frustration Detection in Game-Based Learning with Posture-Based Temporal Data Fusion",2019,"deep learn"
"The Case of Self-transitions in Affective Dynamics",2019,"self-transit"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"rapport"
"A Concept Map Based Assessment of Free Student Answers in Tutorial Dialogues",2019,"student knowledge represent"
"Deep (Un)Learning: Using Neural Networks to Model Retention and Forgetting in an Adaptive Learning System",2019,"permutation feature import"
"Checking It Twice: Does Adding Spelling and Grammar Checkers Improve Essay Quality in an Automated Writing Tutor?",2019,"writing strategi"
"Reducing Mind-Wandering During Vicarious Learning from an Intelligent Tutoring System",2019,"task-unrelated thought"
"Investigating the Effect of Adding Nudges to Increase Engagement in Active Video Watching",2019,"soft skill learn"
"Integrating Students’ Behavioral Signals and Academic Profiles in Early Warning System",2019,"mixed effect model"
"Predicting Academic Performance: A Bootstrapping Approach for Learning Dynamic Bayesian Networks",2019,"edm"
"Predicting Multi-document Comprehension: Cohesion Network Analysis",2019,"machine learn"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"affect detect"
"Uniform Adaptive Testing Using Maximum Clique Algorithm",2019,"uniform test form assembl"
"Rater-Effect IRT Model Integrating Supervised LDA for Accurate Measurement of Essay Writing Ability",2019,"automated essay scor"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"machine learn"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"hexaco"
"Developing a Deep Learning-Based Affect Recognition System for Young Children",2019,"learner affect"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"bayesian network"
"Should Students Use Digital Scratchpads? Impact of Using a Digital Assistive Tool on Arithmetic Problem-Solving",2019,"arithmetic addit"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"forgetting curv"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"program"
"Finding Relevant e-Learning Materials",2019,"recommender system"
"Predicting Dialogue Breakdown in Conversational Pedagogical Agents with Multimodal LSTMs",2019,"gaze"
"L2 Learners’ Preferences of Dialogue Agents: A Key to Achieve Adaptive Motivational Support?",2019,"communication strategi"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"annotation studi"
"Towards an Automatic Q&A Generation for Online Courses - A Pipeline Based Approach",2019,"nlp"
"Developing Game-Based Models of Cooperation, Persistence and Problem Solving from Collaborative Gameplay",2019,"collaborative problem solv"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"align"
"Informing the Utility of Learning Interventions: Investigating Factors Related to Students’ Academic Achievement in Classroom and Online Courses",2019,"classroom cours"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"interact"
"Investigating on Discussion for Sharing Understanding by Using Reciprocal Kit-Build Concept Map",2019,"kit-build concept map"
"What Inquiry with Virtual Labs Can Learn from Productive Failure: A Theory-Driven Study of Students’ Reflections",2019,"exploratory learning environ"
"Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes",2019,"camm process"
"A Virtual Counselor for Genetic Risk Communication",2019,"genetic risk commun"
"Leveraging Cognitive Science and Artificial Intelligence to Save Lives",2019,"confid"
"Toward a Scalable Learning Analytics Solution",2019,"personalized learn"
"Towards Helping Teachers Select Optimal Content for Students",2019,"ready-to-learn"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"interactive user experi"
"Using Neural Tensor Networks for Open Ended Short Answer Assessment",2020,"entity vector embed"
"The Sound of Inattention: Predicting Mind Wandering with Automatically Derived Features of Instructor Speech",2020,"opensmil"
"To Tailor or Not to Tailor Gamification? An Analysis of the Impact of Tailored Game Elements on Learners’ Behaviours and Motivation",2020,"user profil"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"cs1"
"A Conceptual Framework for Human–AI Hybrid Adaptivity in Education",2020,"framework"
"Exploring How Gender and Enjoyment Impact Learning in a Digital Learning Game",2020,"gender"
"LIWCs the Same, Not the Same: Gendered Linguistic Signals of Performance and Experience in Online STEM Courses",2020,"online learn"
"DETECT: A Hierarchical Clustering Algorithm for Behavioural Trends in Temporal Educational Data",2020,"time series clust"
"Effect of Non-mandatory Use of an Intelligent Tutoring System on Students’ Learning",2020,"learning effect"
"Evaluating Crowdsourcing and Topic Modeling in Generating Knowledge Components from Explanations",2020,"intelligent tutoring system"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"l-statist"
"Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software",2020,"additive factors model"
"Raising Teachers Empowerment in Gamification Design of Adaptive Learning Systems: A Qualitative Research",2020,"gamification analyt"
"Early Detection of Wheel-Spinning in ASSISTments",2020,"intelligent tutoring system"
"Detecting Off-Task Behavior from Student Dialogue in Game-Based Collaborative Learning",2020,"dialogue analysi"
"Automated Analysis of Middle School Students’ Written Reflections During Game-Based Learning",2020,"natural languag"
"MACER: A Modular Framework for Accelerated Compilation Error Repair",2020,"structured predict"
"BERT and Prerequisite Based Ontology for Predicting Learner’s Confusion in MOOCs Discussion Forums",2020,"bert classification algorithm"
"EdNet: A Large-Scale Hierarchical Dataset in Education",2020,"knowledge trac"
"Exploring Automatic Short Answer Grading as a Tool to Assist in Human Rating",2020,"inter-rater reli"
"Multi-document Cohesion Network Analysis: Visualizing Intratextual and Intertextual Links",2020,"graph visu"
"Mastery Learning Heuristics and Their Hidden Models",2020,"bayesian knowledge trac"
"What Happens When Gamification Ends?",2020,"perceived compet"
"Using Eye-Tracking and Click-Stream Data to Design Adaptive Training of Children’s Inhibitory Control in a Maths and Science Game",2020,"adaptive support"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"cognitive engag"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"metacognit"
"Automated Personalized Feedback Improves Learning Gains in An Intelligent Tutoring System",2020,"personalized learning and feedback"
"Learner-Context Modelling: A Bayesian Approach",2020,"bay"
"Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service",2020,"information retriev"
"Early Prediction of Success in MOOC from Video Interaction Features",2020,"vbl"
"Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game",2020,"confus"
"Scientific Modeling Using Large Scale Knowledge",2020,"science educ"
"Automatic Grading System Using Sentence-BERT Network",2020,"bert"
"Effect of Immediate Feedback on Math Achievement at the High School Level",2020,"urban high school"
"Automated Prediction of Novice Programmer Performance Using Programming Trajectories",2020,"block-based program"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"adaptive collaborative learning support (acls)"
