"Article","Year","Author","Stem"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"Barnes, T.","educational gam"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"Samei, B","classroom environ"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"Lee, K","interactions in online learn"
"Redefining “what” in analyses of who does what in MOOCs",2016,"Epp, C.D.","learning analyt"
"A coupled user clustering algorithm for web-based learning systems",2016,"Wang, C","user behavior analysi"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"Graesser, A.","document clust"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"Johnson, A.C","feedback"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"Ekanadham, C.","deep knowledge trac"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"Wanigasekara, N","course complet"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"Song, Z","interaction dynam"
"Mining behaviours of students in autograding submission system logs",2016,"Yacef, K.","autograding system"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"Johri, A","mooc"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"Yacef, K.","persist"
"On generalizability of MOOC models",2016,"Dillenbourg, P.","generaliz"
"Going deeper with deep knowledge tracing",2016,"Beck, J.E.","deep learn"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"Boyer, K.E","engag"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"Kyllonen, P","random forest"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"Roscoe, R.D","intelligent tutoring system"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"Yuan, M.","hierarchical cluster analysi"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"McNamara, D.S.","natural language process"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"Koh, K.H","algorithm"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"Donnelly, P.J","eye-gaz"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"Houben, G.-J.","mooc"
"Hint availability slows completion times in summer work",2016,"Ostrow, K.S","completion tim"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"Khong, A.W.H.","cognitive model"
"Temporally coherent clustering of student data",2016,"Gross, M.","evolutionary clust"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"Blikstein, P.","eye track"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"McNamara, D.S.","game-based featur"
"A tool for speech act classification using interactive machine learning",2013,"Rus, V.","speech act"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"McNamara, D.S.","learn"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"Niraula, N","conversational tutor"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"Baraniuk, R.G.","factor analysi"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"Szkutak, R.","classroom behavior optim"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"Aleven, V","context-free grammar"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"Heffernan, N.T.","knowledge trac"
"Gathering emotional data from multiple sources",2013,"Cabestrero, R","data min"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"Golab, L.","mental health data min"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"Heffernan, N.","knowledge trac"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"Bidelman, G.M.","forget"
"Modeling affect in student-driven learning scenarios",2013,"Numao, M.","educational data min"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"Wang, J","alek"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"McNamara, D.S.","intelligent tutoring system"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"Dai, J","computational linguist"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"Corbett, A.T.","preparation for future learn"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"Heffernan, N.T.","college enrol"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"Wiebe, E.N","computer-mediated tutor"
"Predicting standardized test scores from cognitive tutor interactions",2013,"Nixon, T.","cognitive tutor"
"Predicting player moves in an educational game: A hybrid approach",2013,"Andersen, E","user model"
"Demonstration of a Moodle student monitoring web application",2013,"Duthen, Y.","machine learn"
"Test-size reduction for concept estimation",2013,"Carin, L","learning analyt"
"Mining social deliberation in online communication: If you were me and I were you",2013,"Smith, D.","collaborative knowledge-build"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"Ho, A","online learn"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"Graesser, A.C","engag"
"Analysis of students clustering results based on Moodle log data",2013,"Duthen, Y.","cluster"
"Sequences of frustration and confusion, and learning",2013,"Ocumpaugh, J.","affect detect"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"Pritchard, D.E.","edx"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"Baker, R.S.J.D.","assistance progress model"
"Predicting group programming project performance using SVN activity traces",2013,"Shaw, E.","data min"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"Rummel, N.","intelligent tutoring system"
"A spectral learning approach to knowledge tracing",2013,"Brusilovsky, P.","spectral learn"
"Visual exploration of interactions and performance with LEMO",2013,"Pursian, A","learning management system"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"Janisiewicz, P.","educational gam"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"D'Mello, S.K.","common app"
"Second LABBEC workshop: Learning analytics, building bridges between the education and the computing communities",2019,"Loignon, G","psychometr"
"Optimizing assignment of students to courses based on learning activity analytics",2019,"Ogata, H","student assignment to cours"
"Skills embeddings: A neural approach to multicomponent representations of students and tasks",2019,"Zaidi, A","skills embed"
"Active learning for student affect detection",2019,"Heffernan, N","student affect detect"
"What you say is relevant to how you make friends: Measuring the effect of content on social connection",2019,"Barnes, T.","social network analysi"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"Bachelet, R.","mooc"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"Lee, S.","game-based learn"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"Lopez, A","assess"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"Gasevic, D.","intelligent tutoring system"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"Schinazi, V.R","classif"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"Capello, S","dialogic instruct"
"Hǎo Fāyīn: Developing automated audio assessment tools for a Chinese language course",2019,"Heffernan, N.","machine learn"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"Ronen, M","personalized learning path"
"A human-machine hybrid peer grading framework for SPOCs",2019,"Zhang, L","human-machine hybrid algorithm"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"Liu, M.","kml cluster analysi"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"Barnes, T","deep q-network"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"Pavlik, P., Jr","data-informed learning theori"
"Implicit and explicit emotions in MOOCs",2019,"Ambrose, G.A","mooc"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"Lim, H.","short-term memori"
"Improving peer assessment accuracy by incorporating relative peer grades",2019,"Jing, X","relative peer grad"
"Characterising students' writing processes using temporal keystroke analysis",2019,"De Barba, P","temporal analysi"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"Cardoso-Leite, P","interactive learning environ"
"Modelling end-of-session actions in educational systems",2019,"Lioma, C.","student behaviour"
"Detecting suggestions in peer assessments",2019,"Gehringer, E","suggestion min"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"Cardoso-Leite, P.","education test"
"Modeling person-specific development of math skills in continuous time: New evidence for mutualism",2019,"Bechger, T","mutualism model"
"Teacher vs. Algorithm: Double-blind experiment of content sequencing in mathematics",2019,"Ezra, O","neural network"
"Detecting wheel-spinning and productive persistence in educational games",2019,"Burnett, V","personalized learn"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"Shang, X.","sparse factor learn"
"Using knowledge component modeling to increase domain understanding in a digital learning game",2019,"McLaren, B.M.","kc model"
"Predicting early and often: Predictive student modeling for block-based programming environments",2019,"Rodríguez, F.J","student performance predict"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"Vie, J.-J.","memori"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"Radu, I","makerspac"
"Filtering non-relevant short answers in peer learning applications",2019,"Desmarais, M.C.","vector space model"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"Rangwala, H.","matrix factor"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"Levin, J","lda"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"Rupp, A.","discours"
"LeCore: A Framework for Modeling Learner’s preference",2018,"Bhat, P","recommend"
"Predictive student modeling for interventions in online classes",2018,"Blink, M.J","feature select"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"Heffernan, N.T.","deep learn"
"Predicting individualized learner models across tutor lessons",2018,"Mclaren, B.","individu"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"Levin, D.T","eye-gaze data analysi"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"Uzun, H","knowledge space theori"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"Mason, B","implicit learn"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"Prabhu, R.","network act"
"Automated speech act categorization of chat utterances in virtual internships",2018,"Rus, V.","neural network"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"Sundaram, H","edge direct"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"Jovanovic, J","entity uri"
"Who they are and what they want: Understanding the reasons for MOOC enrollment",2018,"Perry, M","text min"
"Predicting student enrollment based on student and college characteristics",2018,"Babbitt, T.","logistic regress"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"Bradfield, F","natural language processing (nlp)"
"Predicting student performance based on online study habits: A study of blended courses",2018,"Barnes, T","mooc"
"Finding topics in enrollment data",2018,"Landy, D.","higher educ"
"An open vocabulary approach for estimating teacher use of authentic questions in classroom discourse",2018,"D’Mello, S.K.","open vocabulari"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"Mott, B","stealth assess"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"Cheng, Q","dimension"
"Understanding student procrastination via mixture models",2018,"Baker, R","poisson distribut"
"Intelligent instructional hand offs",2018,"Ritter, S.","developmental mathemat"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"Lester, J.","problem solv"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"Hill, B","english as a second languag"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"Dwivedi, U","mcq gener"
"ELBA: Exceptional learning behavior analysis",2018,"Pechenizkiy, M.","mooc"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"Cheng, Q","csal"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"Mirsafian, M","engin"
"Understanding learners’ opinion about participation certificates in online courses using topic modeling",2018,"Goldwasser, D","text min"
"Constructing cognitive profiles for simulation-based hiring assessments",2018,"Emery, M.A","machine learn"
"Prediction of academic achievement based on digital campus",2018,"Li, X","digital footprint"
"Analyzing the relative learning benefits of completing required activities and optional readings in online courses",2018,"Koedinger, K.R.","“game the system” classifi"
"Can textbook annotations serve as an early predictor of student learning?",2018,"Grimaldi, P","student model"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"Protopapas, P","interpret"
"Does deep knowledge tracing model interactions among skills?",2018,"Milne, B","online educ"
"Identifying student communities in blended courses",2017,"Barnes, T.","graph data min"
"Online learning persistence and academic achievement",2017,"Xu, Y.J","persist"
"An LDA topic model and social network analysis of a school blogging platform",2017,"Natriello, G.","sna"
"Sequence modelling for analysing student interaction with educational systems",2017,"Alstrup, S","sequence model"
"Zone out no more: Mitigating mind wandering during computerized reading",2017,"Bosch, N.","mind wand"
"The reading ability of college freshmen",2017,"Graesser, A.","naep"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"Baraniuk, R.","machine learn"
"Development of a trajectory model for visualizing teacher ICT usage based on event segmentation data",2017,"Gu, X","teaching analyt"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"Beck, J.E","meta-analysi"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"Mudrick, N","hypermedia"
"Text analysis with LIWC and coh-metrix: Portraying MOOCs instructors",2017,"Hu, X.","mooc"
"Behavior-based latent variable model for learner engagement",2017,"Chiang, M.","latent variable model"
"A latent factor model for instructor content preference analysis",2017,"Baraniuk, R.G.","latent factor model"
"Data-mining textual responses to uncover misconception patterns",2017,"Grimaldi, P.J","misconception detect"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"Heffernan, N.T","person"
"Predicting performance in a small private online course",2017,"Qiaoye, Y","spoc"
"Tracking online reading of college students",2017,"D’Mello, S.K.","read"
"Making the grade: How learner engagement changes after passing a course",2017,"Paepcke, A.","mooc"
"Automatic scoring method for descriptive test using recurrent neural network",2017,"Kimura, H","lstm"
"Modeling dormitory occupancy using Markov chains",2017,"Hardee, T.","markov chain"
"Towards automatic classification of learning objects: Reducing the number of used features",2017,"Menéndez, V.H","multi-label classif"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"Piech, C.","machine learn"
"Modeling classifiers for virtual internships without participant data",2017,"Graesser, A.C","neural network"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"Essa, A","help-seek"
"Metacognitive prompt overdose: Positive and negative effects of prompts in iSTART",2017,"Martin, Z","metacognit"
"An effective framework for automatically generating and ranking topics in MOOC videos",2017,"Zhang, M.","pagerank"
"Assessing computer literacy of adults with low literacy skills",2017,"Graesser, A.","gom"
"Addressing student behavior and affect with empathy and growth mindset",2017,"Woolf, B","growth mindset"
"Predicting student retention from behavior in an online orientation course",2017,"Baker, R.S","student retent"
"Using temporal association rule mining to predict dyadic rapport in peer tutoring",2017,"Cassell, J.","rapport"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"D’Mello, S.K.","imbalanced class"
"Inferring frequently asked questions from student question answering forums",2017,"Sengupta, B.","frequently asked quest"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"Khong, A.W.H.","learning outcom"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"Mostafavi, B.","data-driven tutor"
"Gaze-based detection of mind wandering during lecture viewing",2017,"Stewart, A","intelligent tutoring system"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"Beauchamp, M.H.","learner model"
"Linking language to math success in an on-line course",2017,"McNamara, D.S.","on-line learn"
"Adaptive assessment experiment in a harvardx MOOC",2017,"Fredericks, C","assess"
"Studying MOOC completion at scale using the MOOC replication framework",2017,"Spann, C.A","morf"
"Efficient feature embeddings for student classification with variational auto-encoders",2017,"Solenthaler, B","semi-supervised classif"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"Grover, S","learning analyt"
"Epistemic network analysis and topic modeling for chat data from collaborative learning environment",2017,"Pennebaker, J.W","epistemic network analysi"
"Dropout Prediction in MOOCs using Learners’ Study Habits Features",2017,"Pritchard, D.","study habit"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"Heffernan, N.","school level characterist"
"The antecedents of and associations with elective replay in an educational game: Is replay worth it?",2017,"Lynch, C","serious game analyt"
"Modeling the zone of proximal development with a computational approach",2017,"Jordan, P","student model"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"Fang, Y","help seek"
"Investigating gender differences on homework in middle school mathematics",2016,"Bhanot, R.","online homework intervent"
"Meta-learning for predicting the best vote aggregation method: Case study in collaborative searching of LOs",2016,"Prieto, M.E.","meta-learn"
"Validating game-based measures of implicit science learning",2016,"Eagle, M","implicit science learn"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"Wiebe, E","game-based learn"
"Discovering ‘tough love’ interventions despite dropout",2016,"Heffernan, N","noncompli"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"D'Mello, S.K.","machine learn"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"Wiggins, J.B","multimod"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"Inventado, P","learn"
"A scalable learning analytics platform for automated writing feedback",2016,"Boulanger, D","natural language process"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"McQuiggan, S.","problem-based writ"
"Quantifying how students use an online learning system: A focus on transitions and performance",2016,"Feng, M","transitional prob"
"Analysing and refining pilot training",2016,"Guo, R.J.","competency-based train"
"Document segmentation for labeling with academic learning objectives",2016,"Sengupta, B","text segment"
"Assessing student-generated design justifications in engineering virtual internships",2016,"Shaffer, D.W","machine learn"
"Preliminary results on dialogue act classification in chat-based online tutorial dialogues",2016,"Morrison, D","intelligent tutoring system"
"Effect of student ability and question difficulty on duration",2016,"Mojarad, S.","item difficulti"
"Towards integrating human and automated tutoring systems",2016,"Yudelson, M.","intelligent tutoring system"
"Extracting measures of active learning and student self-regulated learning strategies from MOOC data",2016,"Koedinger, K.R.","self-regulated learn"
"Classifying behavior to elucidate elegant problem solving in an educational game",2016,"Kai, S","problem solv"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"Patil, S","engag"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"Barnes, T.","learning analyt"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"Samei, B","natural language process"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"Lee, K","learning management system"
"Redefining “what” in analyses of who does what in MOOCs",2016,"Epp, C.D.","mooc"
"A coupled user clustering algorithm for web-based learning systems",2016,"Wang, C","user clust"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"Graesser, A.","lda"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"Johnson, A.C","intelligent tutoring system"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"Ekanadham, C.","item response theori"
"Student Emotion, Co-occurrence, and Dropout in a MOOC Context",2016,"Wanigasekara, N","mooc"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"Song, Z","math problem solv"
"Mining behaviours of students in autograding submission system logs",2016,"Yacef, K.","clustering student behaviour"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"Johri, A","nmf"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"Yacef, K.","recommender system"
"On generalizability of MOOC models",2016,"Dillenbourg, P.","massive open online cours"
"Going deeper with deep knowledge tracing",2016,"Beck, J.E.","knowledge trac"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"Boyer, K.E","facial express"
"Collaborative Problem Solving Skills versus Collaboration Outcomes: Findings from statistical analysis and data mining",2016,"Kyllonen, P","simulation-based assess"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"Roscoe, R.D","keystrok"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"Yuan, M.","learning management system"
"Automatic assessment of constructed response data in a chemistry tutor",2016,"McNamara, D.S.","on-line tutor"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"Koh, K.H","data structur"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"Donnelly, P.J","intelligent tutoring system"
"Gauging MOOC learners’ adherence to the designed learning path",2016,"Houben, G.-J.","visual"
"Hint availability slows completion times in summer work",2016,"Ostrow, K.S","hint"
"Modelling the way: Using action sequence archetypes to differentiate learning pathways from learning outcomes",2016,"Khong, A.W.H.","sequential pattern min"
"Temporally coherent clustering of student data",2016,"Gross, M.","markov chain"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"Blikstein, P.","game"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"McNamara, D.S.","off-task behavior"
"A tool for speech act classification using interactive machine learning",2013,"Rus, V.","speech act classifi"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"McNamara, D.S.","natural language process"
"Semilar: A semantic similarity toolkit for assessing students’ natural language inputs",2013,"Niraula, N","natural language student input"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"Baraniuk, R.G.","matrix factor"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"Szkutak, R.","implicit social graph"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"Aleven, V","educational gam"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"Heffernan, N.T.","sequence of action model"
"Gathering emotional data from multiple sources",2013,"Cabestrero, R","emotion detect"
"Analyzing the Mental Health of Engineering Students using Classification and Regression",2013,"Golab, L.","rule min"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"Heffernan, N.","learn from perform"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"Bidelman, G.M.","interleav"
"Modeling affect in student-driven learning scenarios",2013,"Numao, M.","student-driven learn"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"Wang, J","effort"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"McNamara, D.S.","random walk analysi"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"Dai, J","corpus linguist"
"Predicting future learning better using quantitative analysis of moment-by-moment learning",2013,"Corbett, A.T.","student model"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"Heffernan, N.T.","educational data min"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"Wiebe, E.N","engag"
"Predicting standardized test scores from cognitive tutor interactions",2013,"Nixon, T.","mathemat"
"Demonstration of a Moodle student monitoring web application",2013,"Duthen, Y.","monitor"
"Test-size reduction for concept estimation",2013,"Carin, L","maximum likelihood estim"
"Mining social deliberation in online communication: If you were me and I were you",2013,"Smith, D.","collaborative learn"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"Ho, A","regress"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"Graesser, A.C","read"
"Analysis of students clustering results based on Moodle log data",2013,"Duthen, Y.","moodl"
"Sequences of frustration and confusion, and learning",2013,"Ocumpaugh, J.","affect sequ"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"Pritchard, D.E.","mooc"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"Baker, R.S.J.D.","educational data min"
"Predicting group programming project performance using SVN activity traces",2013,"Shaw, E.","entropy analysi"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"Rummel, N.","multiple represent"
"Visual exploration of interactions and performance with LEMO",2013,"Pursian, A","perform"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"Janisiewicz, P.","fraction"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"D'Mello, S.K.","fair"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"Bachelet, R.","self-regul"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"Lee, S.","multimodal analyt"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"Lopez, A","chatbot"
"Predictors of student satisfaction: A large-scale study of human-human online tutorial dialogues",2019,"Gasevic, D.","student satisfact"
"Affective state prediction in a mobile setting using wearable biometric sensors and stylus",2019,"Schinazi, V.R","stylus"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"Capello, S","natural language process"
"Staying in the zone: Sequencing content in classrooms based on the zone of proximal development",2019,"Ronen, M","zone of proximal develop"
"A human-machine hybrid peer grading framework for SPOCs",2019,"Zhang, L","peer grad"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"Liu, M.","learning process"
"Identifying critical pedagogical decisions through adversarial deep reinforcement learning",2019,"Barnes, T","reinforcement learn"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"Pavlik, P., Jr","learning metr"
"Implicit and explicit emotions in MOOCs",2019,"Ambrose, G.A","survey"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"Lim, H.","video lectur"
"Characterising students' writing processes using temporal keystroke analysis",2019,"De Barba, P","writing process"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"Cardoso-Leite, P","regress"
"Detecting suggestions in peer assessments",2019,"Gehringer, E","text analyt"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"Cardoso-Leite, P.","item similar"
"Detecting wheel-spinning and productive persistence in educational games",2019,"Burnett, V","predictive model"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"Shang, X.","student group"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"Vie, J.-J.","optimal schedul"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"Radu, I","monitoring tool"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"Rangwala, H.","next-term grade predict"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"Levin, J","mentor's not"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"Rupp, A.","ontolog"
"Predictive student modeling for interventions in online classes",2018,"Blink, M.J","logistic regress"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"Heffernan, N.T.","sensor-free detector"
"Predicting individualized learner models across tutor lessons",2018,"Mclaren, B.","student model"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"Levin, D.T","reading behavior"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"Uzun, H","testing effect"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"Mason, B","machine learn"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"Prabhu, R.","student success predict"
"Automated speech act categorization of chat utterances in virtual internships",2018,"Rus, V.","online tutor"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"Sundaram, H","edge exist"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"Jovanovic, J","mention embed"
"Predicting student enrollment based on student and college characteristics",2018,"Babbitt, T.","student characterist"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"Bradfield, F","on-line learn"
"Predicting student performance based on online study habits: A study of blended courses",2018,"Barnes, T","predictive model"
"Finding topics in enrollment data",2018,"Landy, D.","learning analyt"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"Mott, B","strategy us"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"Cheng, Q","lsa"
"Understanding student procrastination via mixture models",2018,"Baker, R","probabilistic mixture model"
"Intelligent instructional hand offs",2018,"Ritter, S.","higher educ"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"Lester, J.","time seri"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"Hill, B","esl"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"Dwivedi, U","personalized vocabulary learn"
