"Article","Year","Author"
"Cold Start Knowledge Tracing with Attentive Neural Turing Machine",2020,"Thille__Candace"
"Identifying Preparatory Courses That Predict Student Success in Quantitative Subjects",2020,"Lang__David"
"Towards an Appropriate Query, Key, and Value Computation for Knowledge Tracing",2020,"Cho__Junghyun"
"Analyzing K-12 Blended MOOC Learning Behaviors",2020,"O'Reilly__Una-May"
"Have Your Tickets Ready! Impede Free Riding in Large Scale Team Assignments",2020,"Chujfi__Salim"
"A Novel Approach for Knowledge State Representation and Prediction",2020,"Thille__Candace"
"Evaluating Bayesian Knowledge Tracing for Estimating Learner Proficiency and Guiding Learner Behavior",2020,"Thille__Candace"
"Pixasso: A Development Stage-Based Learning Application for Children",2020,"Brubacher__Federico"
"Analysis of Grading Times of Short Answer Questions",2020,"Wang__Eric"
"Towards Scalable Gamified Assessment in Support of Collaborative Problem-Solving Competency Development in Online and Blended Learning",2020,"Yudelson__Michael"
"Developing Digital Clinical Simulations for Large-Scale Settings on Diversity, Equity, and Inclusion: Design Considerations for Effective Implementation at Scale",2020,"Reich__Justin"
"Leveraging Book Indexes for Automatic Extraction of Concepts in MOOCs",2020,"Zhai__ChengXiang"
"Understanding Reading Behaviors of Middle School Students",2020,"Lynch__Collin_F."
"AlgoPlan: Supporting Planning in Algorithmic Problem-Solving with Subgoal Diagrams",2020,"Shin__Hyungyu"
"Learning Analytics Dashboard for Problem-Based Learning",2020,"Liu__Min"
"Content Type Distribution and Readability of MOOCs",2020,"Cross__Jeffrey_S."
"Automated Generation of Learning Paths at Scale",2020,"Do__Chuong_B."
"Challenges of Online Learning in Nigeria",2020,"McManus__Christine"
"Introducing Alexa for E-Learning",2020,"Thille__Candace"
"Multiplatform MOOC Analytics: Comparing Global and Regional Patterns in EdX and Edraak",2019,"Reich__Justin"
"On the Acceptance and Usefulness of Personalized Learning Objectives in MOOCs",2019,"Meinel__Christoph"
"Instructors Desire Student Activity, Literacy, and Video Quality Analytics to Improve Video-Based Blended Courses",2019,"Harandi__Negar_Mohaghegh"
"Scaffolding during Science Inquiry",2019,"Dickler__Rachel"
"Teaching UI Design at Global Scales: A Case Study of the Design of Collaborative Capstone Projects for MOOCs",2019,"Fu__Siwei"
"Inequality: Multi-Modal Equation Entry on the Web",2019,"Beresford__Alastair_R."
"Automatic Assessment of Complex Assignments Using Topic Models",2019,"Ferguson__Duncan"
"Designing Digital Peer Assessment for Second Language Learning in Low Resource Learning Settings",2019,"Akhalwaya__Ismail_Yunus"
"Mining Students Pre-Instruction Beliefs for Improved Learning",2019,"Drury__Byron"
"Scaling Up Writing in the Curriculum: Batch Mode Active Learning for Automated Essay Scoring",2019,"Gorman__Andrew"
"UpGrade: Sourcing Student Open-Ended Solutions to Create Scalable Learning Opportunities",2019,"Rose__Carolyn"
"Apples to Apples: Differences in Viewer Retention When Longer Content is Chopped into Smaller Bites",2019,"Nolan__Tyler_J."
"Key Phrase Extraction for Generating Educational Question-Answer Pairs",2019,"Ruan__Sherry"
"Data-Assistive Course-to-Course Articulation Using Machine Translation",2019,"Zhao__Haocheng"
"Via: Illuminating Academic Pathways at Scale",2019,"Stevens__Mitchell_L."
"Predict and Intervene: Addressing the Dropout Problem in a MOOC-Based Program",2019,"Ponce-Cueto__Eva"
"Informing the Design of Collaborative Activities in MOOCs Using Actionable Predictions",2019,"Bote-Lorenzo__Miguel_L."
"Measuring Difficulty of Introductory Programming Tasks",2019,"Pel\'{a}nek__Radek"
"Inquiry Learning at Scale: Pedagogy-Informed Design of a Platform for Citizen Inquiry",2019,"Herodotou__Christothea"
"BookBuddy: Turning Digital Materials Into Interactive Foreign Language Lessons Through a Voice Chatbot",2019,"Xu__Qianyao"
"Creating a Framework for User-Centered Development and Improvement of Digital Education",2019,"Klingbeil__Mandy"
"Leveraging Skill Hierarchy for Multi-Level Modeling with Elo Rating System",2019,"Polyak__Steve"
"Student Code Trajectories in an Introductory Programming MOOC",2019,"Bell__Ana"
"Predicting the Difficulty of Automatic Item Generators on Exams from Their Difficulty on Homeworks",2019,"Zilles__Craig"
"Pilot Study to Estimate ""Difficult"" Area in e-Learning Material by Physiological Measurements",2019,"Oi__Misato"
"Semantic Matching Evaluation of User Responses to Electronics Questions in AutoTutor",2019,"Morgan__Brent"
"Proposal and Implementation of an Elderly-Oriented User Interface for Learning Support Systems",2019,"Okamoto__Tsuyoshi"
"Implementing Learning Analytics to Foster a STEM Learning Ecosystem at the City-Level: Emerging Research and Design Challenges",2019,"Skorepa__Evan"
"On the Influence of Grades on Learning Behavior of Students in MOOCs",2019,"O'Reilly__Una-May"
"Impact of Free-Certificate Coupons on Learner Behavior in Online Courses: Results from Two Case Studies",2019,"Reich__Justin"
"AutomaTA: Human-Machine Interaction for Answering Context-Specific Questions",2019,"Jin__Hyoungwook"
"Towards Improving Students' Forum Posts Categorization in MOOCs and Impact on Performance Prediction",2019,"Bouchet__Fran\c{c}ois"
"PARQR: Augmenting the Piazza Online Forum to Better Support Degree Seeking Online Masters Students",2019,"Tailor__Chirag"
"Causal Inference in Higher Education: Building Better Curriculums",2019,"Karypis__George"
"Investigating Learning Design Categorization and Learning Behaviour in Computational MOOCS",2019,"Hemberg__Erik"
"Jack Watson: Addressing Contract Cheating at Scale in Online Computer Science Education",2019,"Wahal__Sarthak"
"Web of Slides: Automatic Linking of Lecture Slides to Facilitate Navigation",2019,"Pei__Kevin"
"WOSView Demo: A Tool to Explore the Web of Slides",2019,"Pei__Kevin"
"Teaching C Programming Interactively at Scale Using Taskgrader: An Open-Source Autograder Tool",2019,"Hiron__Mathias"
"Supporting Instruction of Formulaic Sequences Using Videos at Scale",2019,"Kim__Juho"
"Achievements for Building a Learning Community",2019,"Lakshminarasimhan__Aishwarya"
"Replicating MOOC Predictive Models at Scale",2018,"Andres__Juan_Miguel"
"The Potential for Scientific Outreach and Learning in Mechanical Turk Experiments",2018,"Reinecke__Katharina"
"Toward Large-Scale Learning Design: Categorizing Course Designs in Service of Supporting Learning Outcomes",2018,"Hauff__Claudia"
"The Effects of Adaptive Learning in a Massive Open Online Course on Learners' Skill Development",2018,"Rubin__Rob"
"QG-Net: A Data-Driven Question Generation Model for Educational Content",2018,"Nie__Weili"
"Docent: Transforming Personal Intuitions to Scientific Hypotheses through Content Learning and Process Training",2018,"Hyde__Embriette_R."
"Supporting Answerers with Feedback in Social Q&amp;A",2018,"Hsieh__Gary"
"Refocusing the Lens on Engagement in MOOCs",2018,"Perry__Michelle"
"The Relationship between Scientific Explanations and the Proficiencies of Content, Inquiry, and Writing",2018,"Dickler__Rachel"
"Towards Adapting to Learners at Scale: Integrating MOOC and Intelligent Tutoring Frameworks",2018,"Andres__Juan_Miguel"
"Combining Adaptivity with Progression Ordering for Intelligent Tutoring Systems",2018,"Andersen__Erik"
"Toward a Large-Scale Open Learning System for Data Management",2018,"Rollo__Steven"
"From Online Learning to Offline Action: Using MOOCs for Job-Embedded Teacher Professional Development",2018,"Reich__Justin"
"Measuring Item Similarity in Introductory Programming",2018,"Van\v{e}k__Mat\v{e}j"
"Glanceable Code History: Visualizing Student Code for Better Instructor Feedback",2018,"Miller__Robert_C."
"Toward Large-Scale Automated Scoring of Scientific Visual Models",2018,"Ubale__Rutuja"
"An Active Viewing Framework for Video-Based Learning",2018,"Fong__Matthew"
"A Content Engagement Score for Online Learning Platforms",2018,"de_Vreede__Triparna"
"Adaptive Natural-Language Targeting for Student Feedback",2018,"Schwartz__Dan"
"Gamifying Higher Education: Enhancing Learning with Mobile Game App",2018,"Khalil__Mohammad"
"WPSS: Dropout Prediction for MOOCs Using Course Progress Normalization and Subset Selection",2018,"Hu__Xiao"
"Robust Evaluation Matrix: Towards a More Principled Offline Exploration of Instructional Policies",2017,"Brunskill__Emma"
"A Visual Approach towards Knowledge Engineering and Understanding How Students Learn in Complex Environments",2017,"Roll__Ido"
"Enabling Real-Time Adaptivity in MOOCs with a Personalized Next-Step Recommendation Framework",2017,"Davis__Daniel"
"Teaching Students to Recognize and Implement Good Coding Style",2017,"Chen__Antares"
"Detecting Diligence with Online Behaviors on Intelligent Tutoring Systems",2017,"Koedinger__Kenneth_R."
"Gradescope: A Fast, Flexible, and Fair System for Scalable Assessment of Handwritten Work",2017,"Gutowski__Kevin"
"Writing Reusable Code Feedback at Scale with Mixed-Initiative Program Synthesis",2017,"Soares__Gustavo"
"Creative Learning @ Scale",2017,"Cobo__Crist\'{o}bal"
"Preventing Keystroke Based Identification in Open Data Sets",2017,"Hellas__Arto"
"Do Performance Trends Suggest Wide-Spread Collaborative Cheating on Asynchronous Exams?",2017,"Zilles__Craig"
"Towards Equal Opportunities in MOOCs: Affirmation Reduces Gender &amp; Social-Class Achievement Gaps in China",2017,"Cohen__Geoffrey_L."
"Learning about Learning at Scale: Methodological Challenges and Recommendations",2017,"Ginn__Jasper"
"Discourse: MOOC Discussion Forum Analysis at Scale",2017,"Reich__Justin"
"Demo of Orchestration Graph Engine: Enabling Rich Social Pedagogical Scenarios in MOOCs",2017,"Hadzilacos__Thanasis"
"CODECAST: An Innovative Technology to Facilitate Teaching and Learning Computer Programming in a C Language Online Course",2017,"Hiron__Mathias"
"Taking Informed Action on Student Activity in MOOCs",2017,"Renz__Jan"
"In-Video Reuse of Discussion Threads in MOOCs",2017,"Konstan__Joseph_A."
"MOOC Dropout Prediction: How to Measure Accuracy?",2017,"Seaton__Daniel"
"Incorporating Rich Features into Deep Knowledge Tracing",2017,"Zhao__Siyuan"
"Formal Forum Triage: Towards the Strategic Selection of Responses to Student Discussion Forums",2017,"Falkner__Katrina"
"A Novel Self-Paced Model for Teaching Programming",2017,"Dobolyi__Kinga"
"Google BigQuery for Education: Framework for Parsing and Analyzing EdX MOOC Data",2017,"Ang__Andrew"
"Characterizing ELL Students' Behavior During MOOC Videos Using Content Type",2017,"Yarzebinski__Evelyn"
"A Memory-Augmented Neural Model for Automated Grading",2017,"Xiong__Xiaolu"
"Factor Analysis Reveals Student Thinking Using the Mechanics Reasoning Inventory",2017,"Pritchard__David"
"Deep Knowledge Tracing On Programming Exercises",2017,"Liu__Larry"
"Getting to Know English Language Learners in MOOCs: Their Motivations, Behaviors, and Outcomes",2017,"Rosen__Yigal"
"Generating Language Activities in Real-Time for English Learners Using Language Muse",2017,"Sabatini__John"
"Humans and Machines Together: Improving Characterization of Large Scale Online Discussions through Dynamic Interrelated Post and Thread Categorization (DIPTiC)",2017,"Wise__Alyssa_Friend"
"CROWDLEARNING: Towards Collaborative Problem-Posing at Scale",2017,"Miller__Suzanne"
"What Are the Expectations of Disabled Learners When Participating in a MOOC?",2017,"Minocha__Shailey"
"Designing Adaptive Assessments in MOOCs",2017,"Ang__Andrew"
"Authentic Science Inquiry Learning at Scale Enabled by an Interactive Biology Cloud Experimentation Lab",2017,"Blikstein__Paulo"
"Intelligent Math Tutor: Problem-Based Approach to Create Cognizance",2017,"Sindhgatta__Renuka"
"Data-Mining Textual Responses to Uncover Misconception Patterns",2017,"Baraniuk__Richard_G."
"Teamscope: Scalable Team Evaluation via Automated Metric Mining for Communication, Organization, Execution, and Evolution",2017,"Fox__Armando"
"ProjectLens: Supporting Project-Based Collaborative Learning on MOOCs",2017,"Park__Yeong_Hoon"
"Data-Driven Feedback Generator for Online Programing Courses",2017,"Rettig__Bjorn"
"Orchestration Graphs: Enabling Rich Social Pedagogical Scenarios in MOOCs",2017,"Hadzilacos__Thanasis"
"Enhancing the Experience Application Program Interface (XAPI) to Improve Domain Competency Modeling for Adaptive Instruction",2017,"Goldberg__Benjamin_S."
"Suggesting a Log-Based Creativity Measurement for Online Programming Learning Environment",2017,"Mor\'{a}n__Andoni_Egu\'{\i}luz"
"Long-Term Peer Reviewing Effort is Anti-Reciprocal",2017,"Klemmer__Scott"
"The Changing Patterns of MOOC Discourse",2017,"Kovanovi\'{c}__Vitomir"
"MOOClets: A Framework for Dynamic Experimentation and Personalization",2017,"Maldonado__Samuel"
"Criteria for Video Engagement in a Biology MOOC",2017,"Wiltrout__Mary_Ellen"
"Pass the Idea Please: The Relationship between Network Position, Direct Engagement, and Course Performance in MOOCs",2017,"Narasimham__Gayathri"
"Observing Personalizations in Learning: Identifying Heterogeneous Treatment Effects Using Causal Trees",2017,"Botelho__Anthony_F."
"A Probabilistic Approach for Discovering Difficult Course Topics Using Clickstream Data",2017,"Zhai__ChengXiang"
"Mobilizing the Crowd to Create an Open Repository of Research Talks",2017,"Saberi__Amin"
"Improving Assessment on MOOCs Through Peer Identification and Aligned Incentives",2017,"Rajapakshe__Thejan"
"Using Student Annotated Hashtags and Emojis to Collect Nuanced Affective States",2017,"Facciotti__Marc"
"A Heuristic Method for Large-Scale Cognitive-Diagnostic Computerized Adaptive Testing",2017,"Tort__Fran\c{c}oise"
"Comment Ranking Diversification in Forum Discussions",2017,"Chen__Naichun"
"Access to Massive Open Online Labs through a MOOC",2017,"Gillet__Denis"
"Experimenting Choices of Video and Text Feedback in Authentic Foreign Language Assignments at Scale",2017,"Heffernan__Neil_T."
"The Civic Mission of MOOCs: Measuring Engagement across Political Differences in Forums",2016,"Mavon__Kimia"
"Mobile Devices for Early Literacy Intervention and Research with Global Reach",2016,"Gottwald__Stephanie"
"Online Urbanism: Interest-Based Subcultures as Drivers of Informal Learning in an Online Community",2016,"Johri__Aditya"
"Brain Points: A Deeper Look at a Growth Mindset Incentive Structure for an Educational Game",2016,"Dweck__Carol_S."
"Explaining Student Behavior at Scale: The Influence of Video Complexity on Student Dwelling Time",2016,"Van_der_Zee__Tim"
"Using Multiple Accounts for Harvesting Solutions in MOOCs",2016,"Chen__Zhongzhou"
"How Mastery Learning Works at Scale",2016,"Fancsali__Stephen_E."
"Course Builder Skill Maps",2016,"Orr__John"
"Learning Student and Content Embeddings for Personalized Lesson Sequence Recommendation",2016,"Joachims__Thorsten"
"Supporting Scalable Data Sharing in Online Education",2016,"Davies__Ian"
"Recommending Self-Regulated Learning Strategies Does Not Improve Performance in a MOOC",2016,"Maldonado__Jorge_J."
"Investigating the Use of Hints in Online Problem Solving",2016,"Jardine-Wright__Lisa"
"A Scalable Learning Analytics Platform for Automated Writing Feedback",2016,"Zimmerman__Neil"
"The Opportunity Count Model: A Flexible Approach to Modeling Student Performance",2016,"Adjei__Seth"
"The Unexpected Pedagogical Benefits of Making Higher Education Accessible",2016,"Isbell__Charles"
"Metaphors for Learning and MOOC Pedagogies",2016,"Bogle__Leonard"
"Illusion of Progress is Moar Addictive than Cat Pictures",2016,"Vihavainen__Arto"
"Enabling Schema Agnostic Learning Analytics in a Service-Oriented MOOC Platform",2016,"Sathi__Rowshan"
"Designing Videos with Pedagogical Strategies: Online Students' Perceptions of Their Effectiveness",2016,"Joyner__David_A."
"Optimally Discriminative Choice Sets in Discrete Choice Models: Application to Data-Driven Test Design",2016,"Lipson__Hod"
"Identifying Student Misunderstandings Using Constructed Responses",2016,"Schoen__Colin"
"The Distributed Esteemed Endorser Review: A Novel Approach to Participant Assessment in MOOCs",2016,"Grello__Thomas_M."
"Personalized Adaptive Learning Using Neural Networks",2016,"Kim__Jihie"
"Understanding ESL Students' Motivations to Increase MOOC Accessibility",2016,"Yarzebinski__Evelyn"
"LINK-REPORT: Outcome Analysis of Informal Learning at Scale",2016,"Burghardt__M.D."
"Beetle-Grow: An Effective Intelligent Tutoring System for Data Collection",2016,"Moore__Johanna_D."
"ASSISTments Dataset from Multiple Randomized Controlled Experiments",2016,"Heffernan__Neil"
"Predicting Student Learning Using Log Data from Interactive Simulations on Climate Change",2016,"Gogel__Hannah"
"A Constructionist Toolkit for Learning Elementary Web Development at Scale",2016,"Lee__Brian"
"Using Android Wear for Avoiding Procrastination Behaviours in MOOCs",2016,"Espino__Jose_Antonio"
"Beyond Traditional Metrics: Using Automated Log Coding to Understand 21st Century Learning Online",2016,"Schutzenhofer__Michael"
"A Preliminary Look at MOOC-Associated Facebook Groups: Prevalence, Geographic Representation, and Homophily",2016,"Kraut__Robert"
"Structured Knowledge Tracing Models for Student Assessment on Coursera",2016,"Li__Xiang"
"Predicting Students' Performance: Incremental Interaction Classifiers",2016,"Cerezo__Rebeca"
"Elice: An Online CS Education Platform to Understand How Students Learn Programming",2016,"Park__Jungkook"
"Macro Data for Micro Learning: Developing the FUN! Tool for Automated Assessment of Learning",2016,"Jeong__Soojeong"
"Peer Reviewing Short Answers Using Comparative Judgement",2016,"Isbell__Charles_L."
"Assessing Problem-Solving Process At Scale",2016,"Niekrasz__John"
"Designing for Open Learning: Design Principles and Scalability Affordances in Practice",2016,"Kalz__Marco"
"Open-DLAs: An Open Dashboard for Learning Analytics",2016,"Lareo__Angel"
"Profiling MOOC Course Returners: How Does Student Behavior Change Between Two Course Enrollments?",2016,"Ga\v{s}evi\'{c}__Dragan"
"Making the Production of Learning at Scale More Open and Flexible",2016,"Littlejohn__Allison"
"Browser Language Preferences as a Metric for Identifying ESL Speakers in MOOCs",2016,"Koedinger__Kenneth_R."
"An Investigation of the Effects of Online Test Strategy on Students' Learning Behaviors",2016,"Chen__Meng_Chang"
"A Queueing Network Model for Spaced Repetition",2016,"Banerjee__Siddhartha"
"Exploring the Effects of Lightweight Social Incentives on Learner Performance in MOOCs",2016,"Narasimham__Gayathri"
"Supporting Peer Instruction with Evidence-Based Online Instructional Templates",2016,"Klemmer__Scott"
"Learning about Teaching in Low-Resource Indian Contexts",2016,"Kumar__Neha"
"Bringing Non-Programmer Authoring of Intelligent Tutors to MOOCs",2016,"Wang__Yuan"
"Automatically Learning to Teach to the Learning Objectives",2016,"Lee__Min_Hyung"
"Deep Neural Networks and How They Apply to Sequential Education Data",2016,"Pardos__Zachary_A."
"A Demonstration of ANALYSE: A Learning Analytics Tool for Open EdX",2016,"Ruip\'{e}rez-Valiente__Jos\'{e}_A."
"Instructor Dashboards In EdX",2016,"Shnayder__Victor"
"Elivate: A Real-Time Assistant for Students and Lecturers as Part of an Online CS Education Platform",2016,"Park__Jungkook"
"A Data-Driven Approach for Inferring Student Proficiency from Game Activity Logs",2016,"Gordon__Geoffrey_J."
"An Exploration of Automated Grading of Complex Assignments",2016,"Ferguson__Duncan_C."
"Fuzz Testing Projects in Massive Courses",2016,"Lu__Jeffrey"
"Peer Grading in a Course on Algorithms and Data Structures: Machine Learning Algorithms Do Not Improve over Simple Baselines",2016,"von_Luxburg__Ulrike"
"AXIS: Generating Explanations at Scale with Learnersourcing and Machine Learning",2016,"Rafferty__Anna"
"Improving the Peer Assessment Experience on MOOC Platforms",2016,"Bauer__Matthias"
"Graders as Meta-Reviewers: Simultaneously Scaling and Improving Expert Evaluation for Large Online Classrooms",2016,"Irish__Liam"
"Learning Transfer: Does It Take Place in MOOCs? An Investigation into the Uptake of Functional Programming in Practice",2016,"Hauff__Claudia"
"The Role of Social Media in MOOCs: How to Use Social Media to Enhance Student Retention",2016,"Rosson__Mary_Beth"
"Effective Sampling for Large-Scale Automated Writing Evaluation Systems",2015,"Habermehl__Kyle"
"Improving Student Modeling Through Partial Credit and Problem Difficulty",2015,"Adjei__Seth"
"Addressing Common Analytic Challenges to Randomized Experiments in MOOCs: Attrition and Zero-Inflation",2015,"Ho__Andrew"
"Structure and Messaging Techniques for Online Peer Learning Systems That Increase Stickiness",2015,"Bernstein__Michael_S."
"The Prediction of Student First Response Using Prerequisite Skills",2015,"Heffernan__Neil"
"Blended Learning in Indian Colleges with Massively Empowered Classroom",2015,"Bala__Srinath"
"PeerStudio: Rapid Peer Feedback Emphasizes Revision and Improves Performance",2015,"Klemmer__Scott_R."
"A Playful Game Changer: Fostering Student Retention in Online Education with Social Gamification",2015,"Pohl__Henning"
"Learning is Not a Spectator Sport: Doing is Better than Watching for Learning from a MOOC",2015,"Jia__Julianna_Zhuxin"
"Exploring the Effect of Confusion in Discussion Forums of Massive Open Online Courses",2015,"Howley__Iris"
"Uncovering Trajectories of Informal Learning in Large Online Communities of Creators",2015,"Revelle__Matt"
"Probabilistic Use Cases: Discovering Behavioral Patterns for Predicting Certification",2015,"Chuang__Isaac"
"Mathematical Language Processing: Automatic Grading and Feedback for Open Response Mathematical Questions",2015,"Waters__Andrew_E."
"BayesRank: A Bayesian Approach to Ranked Peer Grading",2015,"Baraniuk__Richard_G."
"Autonomously Generating Hints by Inferring Problem Solving Policies",2015,"Huang__Jonathan"
"Problems Before Solutions: Automated Problem Clarification at Scale",2015,"Hou__Brian"
"Towards Capturing Learners Sentiment and Context",2015,"Kinai__Andrew"
"Measuring and Maximizing the Effectiveness of Honor Codes in Online Courses",2015,"Northcutt__Curtis"
"Technology-Enhanced Learning: Evidence-Based Improvement",2015,"McAndrew__Patrick"
"Educational Evaluation in the PKU SPOC Course ""Data Structures and Algorithms""",2015,"Zou__Yanzhen"
"Learn With Friends: The Effects of Student Face-to-Face Collaborations on Massive Open Online Course Activities",2015,"Dillahunt__Tawanna"
"Who You Are or What You Do: Comparing the Predictive Power of Demographics vs. Activity Patterns in Massive Open Online Courses (MOOCs)",2015,"Teasley__Stephanie"
"Connecting Stories and Pedagogy Increases Participant Engagement in Discussions",2015,"Kulkarni__Chinmay"
"Source Effects in Online Education",2015,"Cross__Andrew"
"Assessment of KNOWLA: Knowledge Assembly for Learning and Assessment",2015,"Canfield__Christopher_D."
"An E-Report Scoring Method Based on Student Peer Evaluation Using Groupware",2015,"Miyamoto__Setsuko"
"Game Theory Based Peer Grading Mechanisms for MOOCs",2015,"Kaashoek__Nicolaas"
"TELLab: An Experiential Learning Tool for Psychology",2015,"Nakayama__Ken"
"Understanding Learners' General Perception Towards Learning with MOOC Classmates: An Exploratory Study",2015,"Monserrat__Toni-Jan_Keith"
"M-CAFE: Managing MOOC Student Feedback with Collaborative Filtering",2015,"Huang__Allen"
"Item Ordering Effects with Qualitative Explanations Using Online Adaptive Tutoring Data",2015,"Gogel__Hannah"
"Supporting Face-to-Face Like Communication Modalities for Asynchronous Assignment Feedback in Math Education",2015,"Cheatle__Amy"
"Practical Measures of Learning Behaviors",2015,"Podkul__Timothy_E."
"Demographic Differences in a Growth Mindset Incentive Structure for Educational Games",2015,"Haimovitz__Kyla"
"Behavior Prediction in MOOCs Using Higher Granularity Temporal Information",2015,"Biswas__Gautam"
"Designing MOOCs as Interactive Places for Collaborative Learning",2015,"Shih__Patrick_C."
"Exploring Collaborative Storytelling as a Method for Creating Educational Games",2015,"Eschrich__Joseph"
"Do Numeric Ratings Impact Peer Reviewers?",2015,"Desai__Purvi"
"Learner-Sourcing in an Engineering Class at Scale",2015,"Miller__Robert_C."
"Clustering Student Programming Assignments to Multiply Instructor Leverage",2015,"Fox__Armando"
"Feature Factory: Crowd Sourced Feature Discovery",2015,"O'Reilly__Una-May"
"All It Takes Is One: Evidence for a Strategy for Seeding Large Scale Peer Learning Interactions",2015,"Coetzee__D."
"Evaluating the Relationship Between Course Structure, Learner Activity, and Perceived Value of Online Courses",2015,"Sandilands__Debra"
"Cultural Relevance in MOOCs: Asking About Socioeconomic Context",2015,"Ogan__Amy"
"Does Online Q&amp;A Activity Vary Based on Topic: A Comparison of Technical and Non-Technical Stack Exchange Forums",2015,"Johri__Aditya"
"Clustering-Based Active Learning for CPSGrader",2015,"Donz\'{e}__Alexandre"
"Learning Experiments Using AB Testing at Scale",2015,"Chen__Zhongzhou"
"Using and Designing Platforms for In Vivo Educational Experiments",2015,"Xiong__Xiaolu"
"Supporting Instructors in Collaborating with Researchers Using MOOClets",2015,"Keegan__Brian"
"Learning the Features Used To Decide How to Teach",2015,"Jibril__Warfa"
"Student Skill and Goal Achievement in the Mapping with Google MOOC",2014,"Russell__Daniel_M."
"Correlating Skill and Improvement in 2 MOOCs with a Student's Time on Tasks",2014,"Liu__Alwina"
"Understanding In-Video Dropouts and Interaction Peaks Inonline Lecture Videos",2014,"Seaton__Daniel_T."
"How Video Production Affects Student Engagement: An Empirical Study of MOOC Videos",2014,"Rubin__Rob"
"Hint Systems May Negatively Impact Performance in Educational Games",2014,"Popovi\'{\i}__Zoran"
"Teaching Recommender Systems at Large Scale: Evaluation and Lessons Learned from a Hybrid MOOC",2014,"Brooks__D._Christopher"
"Monitoring MOOCs: Which Information Sources Do Instructors Value?",2014,"Fox__Armando"
"Divide and Correct: Using Clusters to Grade Short Answers at Scale",2014,"Jacobs__Charles"
"Scaling Short-Answer Grading by Combining Peer Assessment with Algorithmic Scoring",2014,"Bernstein__Michael_S."
"Self-Evaluation in Advanced Power Searching and Mapping with Google MOOCs",2014,"Deutsch__Amit"
"Superposter Behavior in MOOC Forums",2014,"Ghosh__Arpita"
"Chatrooms in MOOCs: All Talk and No Action",2014,"Hearst__Marti_A."
"Panel: Online Learning Platforms and Data Science",2014,"Norvig__Peter"
"ForumDash: Analyzing Online Discussion Forums",2014,"Naik__Gaurav"
"OCTAL: Online Course Tool for Adaptive Learning",2014,"Garcia__Daniel_D."
"Model Thinking: Demographics and Performance of Mooc Students Unable to Afford a Formal Education",2014,"Teasley__Stephanie"
"Initial Experiences with Small Group Discussions in MOOCs",2014,"Hartmann__Bjoern"
"Open System for Video Learning Analytics",2014,"Chrisochoides__Nikos"
"Forming Beneficial Teams of Students in Massive Online Classes",2014,"Terzi__Evimaria"
"Uncovering Hidden Engagement Patterns for Predicting Learner Performance in MOOCs",2014,"Huang__Bert"
"Talkabout: Small-Group Discussions in Massive Global Classes",2014,"Bernstein__Michael_S."
"Community TAs Scale High-Touch Learning, Provide Student-Staff Brokering, and Build Esprit de Corps",2014,"Klemmer__Scott_R."
"Distance Learning, OER, and MOOCs: Some UK Experiences",2014,"O'Shea__Tim"
"Feature Engineering for Clustering Student Solutions",2014,"Miller__Robert_C."
"Improving Online Class Forums by Seeding Discussions and Managing Section Size",2014,"Karger__David"
"Educational Programming Systems for Learning at Scale",2014,"Xie__Tao"
"Online Learning versus Blended Learning: An Exploratory Study",2014,"Bala__Srinath"
"Modeling Programming Knowledge for Mentoring at Scale",2014,"Miller__Robert_C."
"Java Tutor: Bootstrapping with Python to Learn Java",2014,"Miller__Robert_C."
"Corporate Learning at Scale: Lessons from a Large Online Course at Google",2014,"Mohri__Mehryar"
"Teacher Usage Behaviors within an Online Open Educational Resource Repository",2014,"McQuiggan__Scott"
"ACCE: Automatic Coding Composition Evaluator",2014,"Canny__John"
"Due Dates in MOOCs: Does Stricter Mean Better?",2014,"Reich__Justin"
"Visual Analytics of MOOCs at Maryland",2014,"Bederson__Benjamin_B."
"Social Factors That Contribute to Attrition in MOOCs",2014,"Yang__Diyi"
"Assigning Videos to Textbooks at Appropriate Granularity",2014,"Kenthapadi__Krishnaram"
"Promoting Active Learning &amp; Leveraging Dashboards for Curriculum Assessment in an OpenEdX Introductory CS Course for Middle School",2014,"Cooper__Stephen"
"Evaluating Educational Interventions at Scale",2014,"Kenthapadi__Krishnaram"
"DeepTutor: Towards Macro- and Micro-Adaptive Conversational Intelligent Tutoring at Scale",2014,"Niraula__Nobal"
"L@S 2014 Demo: Best Practices for MOOC Video",2014,"Parikh__Aatash"
"Code Hunt: Gamifying Teaching and Learning of Computer Science at Scale",2014,"Xie__Tao"
"The Synchronicity Paradox in Online Education",2020,"Jing__Shan"
"Affordable Degrees at Scale: New Phenomenon or New Hype?",2020,"Kwak__Stephanie"
"Using Information Visualization to Promote Students' Reflection on ""Gaming the System"" in Online Learning",2020,"Qu__Huamin"
"Sensing Affect to Empower Students: Learner Perspectives on Affect-Sensitive Technology in Large Educational Contexts",2020,"Wilcox__Lauren"
"The Effect of Informing Agency in Self-Directed Online Learning Environments",2020,"Kwok__William"
"Informal Learning Communities: The Other Massive Open Online 'C'",2020,"Sikka__Harsh"
"Co-Teaching Computer Science Across Borders: Human-Centric Learning at Scale",2020,"Saavedra__Ana"
"PARQR: Automatic Post Suggestion in the Piazza Online Forum to Support Degree Seeking Online Masters Students",2020,"Gujrania__Swar"
