"Article","Year","Author","Stem"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Varun_Gupta","deep learn"
"A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis",2015,"Sidney_D’Mello","asr engine evalu"
"“Thanks Alisha, Keep in Touch”: Gender Effects and Engagement with Virtual Learning Companions",2017,"Wookhee_Min","game-based learn"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Siddharth_Reddy_Kandimalla","adaptive collaborative learning support (acls)"
"Conversational Support for Education",2018,"Marina_Berardi","learning companion"
"Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service",2020,"Shiping_Chen","information retriev"
"EdNet: A Large-Scale Hierarchical Dataset in Education",2020,"Seoyon_Park","knowledge trac"
"Expert Feature-Engineering vs. Deep Neural Networks: Which Is Better for Sensor-Free Affect Detection?",2018,"Yang_Jiang","affect and behavior detect"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"Sergio_Salmeron_Majadas","data min"
"Keeping the Teacher in the Loop: Technologies for Monitoring Group Learning in Real-Time",2017,"Ya’akov_(Kobi)_Gal","random forest model"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"Wenwen_Dou","interactive user experi"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"Ryan_Baker","open educational resourc"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Yoshua_Bengio","deep learn"
"A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis",2015,"Xiaoyi_Sun","asr engine evalu"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Sreecharan_Sankaranarayanan","adaptive collaborative learning support (acls)"
"Conversational Support for Education",2018,"Nicoletta_Di_Blas","learning companion"
"Deep-Cross-Attention Recommendation Model for Knowledge Sharing Micro Learning Service",2020,"Tingru_Cui","information retriev"
"EdNet: A Large-Scale Hierarchical Dataset in Education",2020,"Youngduck_Choi","knowledge trac"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"Xi_Niu","interactive user experi"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"Vincent_Aleven","open educational resourc"
"Conversational Support for Education",2018,"Paolo_Paolini","learning companion"
"EdNet: A Large-Scale Hierarchical Dataset in Education",2020,"Youngnam_Lee","knowledge trac"
"The Beginning of a Beautiful Friendship? Intelligent Tutoring Systems and MOOCs",2015,"Yuan_Wang","open educational resourc"
"Conversational Support for Education",2018,"Stefano_Falletta","learning companion"
"Conversational Support for Education",2018,"Stella_Casola","learning companion"
"A Computational Thinking Approach to Learning Middle School Science",2013,"Gautam_Biswas","scaffold"
"A Concept Map Based Assessment of Free Student Answers in Tutorial Dialogues",2019,"Nabin_Maharjan","semantic textual similar"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"Martin_Henz_","constraint handling rules (chr)"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"Madiha_Khan_Galaria","virtual classroom environ"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Aaron_Courville","person"
"A Virtual Counselor for Genetic Risk Communication",2019,"Shuo_Zhou","health literaci"
"Adaptive Testing Based on Bayesian Decision Theory",2013,"Maomi_Ueno","bayesian statist"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Carolyn_Rosé","collaborative program"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"Cecile_Perret","automated writing evalu"
"An Adaptive Coach for Invention Activities",2017,"Catherine_Chase","inquiry learn"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"Gisela_Vallejo","constructive feedback"
"An Instructional Factors Analysis of an Online Logical Fallacy Tutoring System",2018,"John_Stamper","ill-defined domain"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"Eiji_Watanabe","holistic interact"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"Gregor_Kennedy","intervent"
"AttentiveLearner: Improving Mobile MOOC Learning via Implicit Heart Rate Tracking",2015,"Jingtao_Wang","affective comput"
"AUI Story Maker: Animation Generation from Natural Language",2018,"Nacir_Bouali","opennlp"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Danielle_McNamara","summary scor"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"Hind_Hayati","doc2vec"
"Balancing Human Efforts and Performance of Student Response Analyzer in Dialog-Based Tutors",2018,"Bikram_Sengupta","grader agr"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"Angela_Langner_Thiele","digital transform"
"Collaboration Improves Student Interest in Online Tutoring",2017,"Beverly_Woolf","frustrat"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"Amy_Ogan","learn"
"Communication at Scale in a MOOC Using Predictive Engagement Analytics",2018,"Christopher_V._Le","instructor commun"
"Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software",2020,"J._Elizabeth_Richey","game"
"Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game",2020,"Bruce_M._McLaren","frustrat"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Bruce_M._McLaren","learning outcom"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"Anne_M._Sinatra","analogical reason"
"Constructing Automated Revision Graphs: A Novel Visualization Technique to Study Student Writing",2020,"Antonette_Shibani","automated revision graph"
"Conversational Support for Education",2018,"Alessandro_Faraotti","interactive tutoring system"
"Deliberate System-Side Errors as a Potential Pedagogic Strategy for Exploratory Virtual Learning Environments",2013,"Alyssa_Alcorn","model"
"Developing Game-Based Models of Cooperation, Persistence and Problem Solving from Collaborative Gameplay",2019,"Maria_San_Pedro","video cod"
"Development of an Affect-Sensitive Agent for Aplusix",2013,"Ma._Mercedes_Rodrigo","motiv"
"Discrepancy-Detection in Virtual Learning Environments for Young Children with ASC",2013,"Alyssa_Alcorn","social commun"
"Does Adaptive Provision of Learning Activities Improve Learning in SQL-Tutor?",2017,"Antonija_Mitrovic","sql-tutor"
"Early Prediction of Success in MOOC from Video Interaction Features",2020,"Boniface_Mbouzao","watch index"
"Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior",2017,"Barbara_Di_Eugenio","cs1"
"Enhancing In-Museum Informal Learning by Augmenting Artworks with Gesture Interactions and AIED Paradigms",2013,"Alin_Nicolae_Zanciu","distributed system"
"Erroneous Examples as Desirable Difficulty",2013,"Bruce_M._McLaren","mathematics educ"
"Evaluating Student Learning in a Synchronous, Collaborative Programming Environment Through Log-Based Analysis of Projects",2020,"Bernard_Yett","cybersecur"
"Evaluating the Effect of Uncertainty Visualisation in Open Learner Models on Students’ Metacognitive Skills",2017,"Carrie_Demmans_Epp","learning dashboard"
"Examining the Predictive Relationship Between Personality and Emotion Traits and Learners’ Agent-Direct Emotions",2015,"Cassia_C._Carter","intelligent tutoring system"
"Expectations of Technology: A Factor to Consider in Game-Based Learning Environments",2013,"Danielle_McNamara","game-based featur"
"Expert Feature-Engineering vs. Deep Neural Networks: Which Is Better for Sensor-Free Affect Detection?",2018,"Allison_L._Moore","betty’s brain"
"Exploring the Meaning of Effective Exploratory Learner Behavior in Hands-on, Collaborative Projects Using Physical Computing Kits",2018,"Veronica_Cucuiat","support"
"Exploring the Relationships between Design, Students’ Affective States, and Disengaged Behaviors within an ITS",2013,"Adriana_de_Carvalho","off-task behavior"
"Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments",2015,"Gordon_McCalla","ecological approach"
"Feedback and Revising in an Intelligent Tutoring System for Writing Strategies",2013,"Danielle_McNamara","motiv"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"David_Arnau","machine learn"
"From Learning Companions to Testing Companions",2015,"Agneta_Gulz","social influ"
"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training",2015,"Birgit_Lugrin","user studi"
"Human-Agent Assessment: Interaction and Sub-skills Scoring for Collaborative Problem Solving",2018,"Alina_von_Davier","machine learn"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"Adam_Lopez","zone of proximal develop"
"Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System",2015,"Genaro_Rebolledo_Mendez","id3"
"Identifying Localization in Peer Reviews of Argument Diagrams",2013,"Diane_Litman","sword"
"Impact of Different Pedagogical Agents’ Adaptive Self-regulated Prompting Strategies on Learning with MetaTutor",2013,"François_Bouchet","metacognit"
"Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement",2017,"Arthur_Graesser","summary writ"
"Informing the Utility of Learning Interventions: Investigating Factors Related to Students’ Academic Achievement in Classroom and Online Courses",2019,"Anna_Lena_Theus","online cours"
"Investigating the Effect of Adding Nudges to Increase Engagement in Active Video Watching",2019,"Alicja_Piotrkowicz","engag"
"L2 Learners’ Preferences of Dialogue Agents: A Key to Achieve Adaptive Motivational Support?",2019,"Emmanuel_Ayedoun","affective backchannel"
"Leveraging Cognitive Science and Artificial Intelligence to Save Lives",2019,"Aaron_Richard_Glick","feedback"
"Leveraging Educational Technology to Improve the Quality of Civil Discourse",2018,"Nicholas_Diana","ill-defined domain"
"Linguistic Content Analysis as a Tool for Improving Adaptive Instruction",2013,"Danielle_McNamara","system adapt"
"LIWCs the Same, Not the Same: Gendered Linguistic Signals of Performance and Experience in Online STEM Courses",2020,"Nia_Dowell","higher educ"
"Machine Learning and Fuzzy Logic Techniques for Personalized Tutoring of Foreign Languages",2018,"Christos_Troussas","person"
"Machine Learning for Holistic Evaluation of Scientific Essays",2015,"Dylan_Blaum","natural language process"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"Ahmad_Al_Doulat","human-centered design"
"Mastery Learning Heuristics and Their Hidden Models",2020,"Shayan_Doroudi","change-point detect"
"Microscope or Telescope: Whether to Dissect Epistemic Emotions",2018,"Beverly_Woolf","emotion self-report"
"Motivational Design in an Intelligent Tutoring System that Helps Students Make Good Task Selection Decisions",2015,"Vincent_Aleven","intelligent tutoring system"
"Multimodal Interfaces for Inclusive Learning",2018,"David_Barel","haptic"
"Negotiation-Driven Learning",2015,"Mitsuru_Ikeda","learner behavior"
"Negotiation-Driven Learning: A New Perspective of Learning Using Negotiation",2015,"Mitsuru_Ikeda","learner behavior"
"Ontology-Based Domain Diversity Profiling of User Comments",2018,"Antonija_Mitrovic","soft skills learn"
"Opening Up an Intelligent Tutoring System Development Environment for Extensible Student Modeling",2018,"Bruce_M._McLaren","intelligent tutoring system"
"Perseverance Is Crucial for Learning. “OK! but Can I Take a Break?”",2018,"Agneta_Gulz","teachable ag"
"Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes",2019,"Anabil_Munshi","multimodal data min"
"Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools",2015,"Danielle_McNamara","writing pedagogi"
"Probability Based Scaffolding System with Fading",2015,"Maomi_Ueno","item response theori"
"Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing",2015,"Danielle_McNamara","automated writing evalu"
"Quality of LOD Based Semantically Generated Questions",2015,"Corentin_Jouault","history learn"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"Aurélie_Nardy","support vector machin"
"StairStepper: An Adaptive Remedial iSTART Module",2017,"Amy_M._Johnson","system adapt"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"Binglin_Chen","eip"
"Student Learning Benefits of a Mixed-Reality Teacher Awareness Tool in AI-Enhanced Classrooms",2018,"Bruce_M._McLaren","dashboard"
"Supporting Students’ Self-Regulated Learning with an Open Learner Model in a Linear Equation Tutor",2013,"Vincent_Aleven","classroom evalu"
"Testing the Validity and Reliability of Intrinsic Motivation Inventory Subscales Within ASSISTments",2018,"Korinn_Ostrow","reliabl"
"The Case of Self-transitions in Affective Dynamics",2019,"Jaclyn_Ocumpaugh","data preprocess"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"Catherine_Lussenhop","self-efficaci"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor",2017,"Cristina_Conati","intelligent tutoring system"
"The Influence of Gender, Personality, Cognitive and Affective Student Engagement on Academic Engagement in Educational Virtual Worlds",2018,"Anupam_Makhija","academic engag"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"Maria_San_Pedro","engaged concentr"
"Towards Helping Teachers Select Optimal Content for Students",2019,"Ryan_Baker","unready-to-learn"
"Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources",2015,"Jesus_G._Boticario","user model"
"Transforming Foreign Language Narratives into Interactive Reading Applications Designed for Comprehensibility and Interest",2017,"Pedro_Furtado","foreign languag"
"Trust-Based Recommendations for Scientific Papers Based on the Researcher’s Current Interest",2013,"Julita_Vassileva","digital librari"
"Understanding Revisions in Student Writing Through Revision Graphs",2018,"Antonette_Shibani","visual"
"Using a Model for Learning and Memory to Simulate Learner Response in Spaced Practice",2017,"James_Cooper","io"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"Danielle_McNamara","writing pedagogi"
"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",2018,"Bertrand_Schneider","motion sensor"
"Validating Revised Bloom’s Taxonomy Using Deep Knowledge Tracing",2018,"Amar_Lalwani","student model"
"Vygotsky Meets Backpropagation",2018,"Ilkka_Tuomi","gener"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"Amar_Lalwani","funtoot"
"What Happens When Gamification Ends?",2020,"Manuel_J._Fonseca","effort"
"Who Benefits from Confusion Induction during Learning? An Individual Differences Cluster Analysis",2013,"Arthur_Graesser","learn"
"Worked Examples are More Efficient for Learning than High-Assistance Instructional Software",2015,"Bruce_M._McLaren","tutored problems to solv"
"A Computational Thinking Approach to Learning Middle School Science",2013,"Satabdi_Basu","scaffold"
"A Concept Map Based Assessment of Free Student Answers in Tutorial Dialogues",2019,"Vasile_Rus","semantic textual similar"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"Rahul_Singhal","constraint handling rules (chr)"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"Mutlu_Cukurova","virtual classroom environ"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Dung_D._Vu","person"
"A Virtual Counselor for Genetic Risk Communication",2019,"Timothy_Bickmore","health literaci"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Christopher_Bogart","collaborative program"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"Danielle_McNamara","automated writing evalu"
"An Adaptive Coach for Invention Activities",2017,"Helena_Connolly","inquiry learn"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"Iryna_Gurevych","constructive feedback"
"An Instructional Factors Analysis of an Online Logical Fallacy Tutoring System",2018,"Kenneth_Koedinger","ill-defined domain"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"Takashi_Ozeki","holistic interact"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"James_Bailey","intervent"
"AttentiveLearner: Improving Mobile MOOC Learning via Implicit Heart Rate Tracking",2015,"Phuong_Pham","affective comput"
"AUI Story Maker: Animation Generation from Natural Language",2018,"Violetta_Cavalli_Sforza","opennlp"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Laura_Allen","summary scor"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"Mohammed_Khalidi_Idrissi","doc2vec"
"Balancing Human Efforts and Performance of Student Response Analyzer in Dialog-Based Tutors",2018,"Renuka_Sindhgatta","grader agr"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"Cleo_Schulten","digital transform"
"Collaboration Improves Student Interest in Online Tutoring",2017,"Danielle_Allessio","frustrat"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"Erin_Walker","learn"
"Communication at Scale in a MOOC Using Predictive Engagement Analytics",2018,"Rachel_Thorp","instructor commun"
"Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software",2020,"Kenneth_Koedinger","game"
"Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game",2020,"J._Elizabeth_Richey","frustrat"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"J._Elizabeth_Richey","learning outcom"
"Conscientiousness, Honesty-Humility, and Analogical/Creative Reasoning: Implications for Instructional Designs in Intelligent Tutoring Systems",2019,"Elizabeth_Rodriguez","analogical reason"
"Conversational Support for Education",2018,"Andrea_Belli","interactive tutoring system"
"Deliberate System-Side Errors as a Potential Pedagogic Strategy for Exploratory Virtual Learning Environments",2013,"Helen_Pain","model"
"Developing Game-Based Models of Cooperation, Persistence and Problem Solving from Collaborative Gameplay",2019,"Ruitao_Liu","video cod"
"Development of an Affect-Sensitive Agent for Aplusix",2013,"Thor_Collin_S._Andallaza","motiv"
"Does Adaptive Provision of Learning Activities Improve Learning in SQL-Tutor?",2017,"Moffat_Mathews","sql-tutor"
"Early Prediction of Success in MOOC from Video Interaction Features",2020,"Ian_Shrier","watch index"
"Enhancing an Intelligent Tutoring System to Support Student Collaboration: Effects on Learning and Behavior",2017,"Davide_Fossati","cs1"
"Enhancing In-Museum Informal Learning by Augmenting Artworks with Gesture Interactions and AIED Paradigms",2013,"Emmanuel_G._Blanchard","distributed system"
"Erroneous Examples as Desirable Difficulty",2013,"Deanne_Adams","mathematics educ"
"Evaluating Student Learning in a Synchronous, Collaborative Programming Environment Through Log-Based Analysis of Projects",2020,"Caitlin_Snyder","cybersecur"
"Evaluating the Effect of Uncertainty Visualisation in Open Learner Models on Students’ Metacognitive Skills",2017,"Chris_Baber","learning dashboard"
"Examining the Predictive Relationship Between Personality and Emotion Traits and Learners’ Agent-Direct Emotions",2015,"François_Bouchet","intelligent tutoring system"
"Expectations of Technology: A Factor to Consider in Game-Based Learning Environments",2013,"Erica_L._Snow","game-based featur"
"Expert Feature-Engineering vs. Deep Neural Networks: Which Is Better for Sensor-Free Affect Detection?",2018,"Gautam_Biswas","betty’s brain"
"Exploring the Relationships between Design, Students’ Affective States, and Disengaged Behaviors within an ITS",2013,"Lakshmi_S._Doddannara","off-task behavior"
"Exploring Through Simulation an Instructional Planner for Dynamic Open-Ended Learning Environments",2015,"Stephanie_Frost","ecological approach"
"Feedback and Revising in an Intelligent Tutoring System for Writing Strategies",2013,"Erica_L._Snow","motiv"
"Filtering of Spontaneous and Low Intensity Emotions in Educational Contexts",2015,"Jesus_G._Boticario","machine learn"
"From Learning Companions to Testing Companions",2015,"Björn_Sjödén","social influ"
"Games are Better than Books: In-Situ Comparison of an Interactive Job Interview Game with Conventional Training",2015,"Elisabeth_André","user studi"
"Human-Agent Assessment: Interaction and Sub-skills Scoring for Collaborative Problem Solving",2018,"Kristin_Stoeffler","machine learn"
"I Wanna Talk Like You: Speaker Adaptation to Dialogue Style in L2 Practice Conversation",2019,"Arabella_J._Sinclair","zone of proximal develop"
"Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System",2015,"Gustavo_Padrón_Rivera","id3"
"Identifying Localization in Peer Reviews of Argument Diagrams",2013,"Huy_V._Nguyen","sword"
"Impact of Different Pedagogical Agents’ Adaptive Self-regulated Prompting Strategies on Learning with MetaTutor",2013,"Jason_M._Harley","metacognit"
"Impact of Pedagogical Agents’ Conversational Formality on Learning and Engagement",2017,"Haiying_Li","summary writ"
"Informing the Utility of Learning Interventions: Investigating Factors Related to Students’ Academic Achievement in Classroom and Online Courses",2019,"Kasia_Muldner","online cours"
"Investigating the Effect of Adding Nudges to Increase Engagement in Active Video Watching",2019,"Antonija_Mitrovic","engag"
"L2 Learners’ Preferences of Dialogue Agents: A Key to Achieve Adaptive Motivational Support?",2019,"Kazuhisa_Seta","affective backchannel"
"Leveraging Cognitive Science and Artificial Intelligence to Save Lives",2019,"H._Chad_Lane","feedback"
"Linguistic Content Analysis as a Tool for Improving Adaptive Instruction",2013,"Erica_L._Snow","system adapt"
"LIWCs the Same, Not the Same: Gendered Linguistic Signals of Performance and Experience in Online STEM Courses",2020,"Renzhe_Yu","higher educ"
"Machine Learning and Fuzzy Logic Techniques for Personalized Tutoring of Foreign Languages",2018,"Konstantina_Chrysafiadi","person"
"Machine Learning for Holistic Evaluation of Scientific Essays",2015,"Mary_Anne_Britt","natural language process"
"Making Sense of Student Success and Risk Through Unsupervised Machine Learning and Interactive Storytelling",2020,"Aileen_Benedict","human-centered design"
"Microscope or Telescope: Whether to Dissect Epistemic Emotions",2018,"Danielle_Allessio","emotion self-report"
"Motivational Design in an Intelligent Tutoring System that Helps Students Make Good Task Selection Decisions",2015,"Yanjin_Long","intelligent tutoring system"
"Multimodal Interfaces for Inclusive Learning",2018,"Lydia_Davison","haptic"
"Negotiation-Driven Learning",2015,"Raja_M._Suleman","learner behavior"
"Negotiation-Driven Learning: A New Perspective of Learning Using Negotiation",2015,"Raja_M._Suleman","learner behavior"
"Ontology-Based Domain Diversity Profiling of User Comments",2018,"Entisar_Abolkasim","soft skills learn"
"Opening Up an Intelligent Tutoring System Development Environment for Extensible Student Modeling",2018,"Jonathan_Sewall","intelligent tutoring system"
"Perseverance Is Crucial for Learning. “OK! but Can I Take a Break?”",2018,"Annika_Silvervarg","teachable ag"
"Personalization in OELEs: Developing a Data-Driven Framework to Model and Scaffold SRL Processes",2019,"Gautam_Biswas","multimodal data min"
"Predicting Misalignment Between Teachers’ and Students’ Essay Scores Using Natural Language Processing Tools",2015,"Laura_Allen","writing pedagogi"
"Probability Based Scaffolding System with Fading",2015,"Yoshimitsu_Miyasawa","item response theori"
"Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing",2015,"Laura_Allen","automated writing evalu"
"Quality of LOD Based Semantically Generated Questions",2015,"Kazuhisa_Seta","history learn"
"ReaderBench, an Environment for Analyzing Text Complexity and Reading Strategies",2013,"Maryse_Bianco","support vector machin"
"StairStepper: An Adaptive Remedial iSTART Module",2017,"Cecile_Perret","system adapt"
"Strategies for Deploying Unreliable AI Graders in High-Transparency High-Stakes Exams",2020,"Craig_Zilles","eip"
"Student Learning Benefits of a Mixed-Reality Teacher Awareness Tool in AI-Enhanced Classrooms",2018,"Kenneth_Holstein","dashboard"
"Supporting Students’ Self-Regulated Learning with an Open Learner Model in a Linear Equation Tutor",2013,"Yanjin_Long","classroom evalu"
"Testing the Validity and Reliability of Intrinsic Motivation Inventory Subscales Within ASSISTments",2018,"Neil_Heffernan","reliabl"
"The Case of Self-transitions in Affective Dynamics",2019,"Ryan_Baker","data preprocess"
"The Effects of a Pedagogical Agent for Informal Science Education on Learner Behaviors and Self-efficacy",2013,"Clara_Cahill","self-efficaci"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor",2017,"Michelle_Taub","intelligent tutoring system"
"The Influence of Gender, Personality, Cognitive and Affective Student Engagement on Academic Engagement in Educational Virtual Worlds",2018,"Deborah_Richards","academic engag"
"Towards an Understanding of Affect and Knowledge from Student Interaction with an Intelligent Tutoring System",2013,"Neil_Heffernan","engaged concentr"
"Towards Helping Teachers Select Optimal Content for Students",2019,"Wei_Ma","unready-to-learn"
"Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources",2015,"Olga_C._Santos","user model"
"Transforming Foreign Language Narratives into Interactive Reading Applications Designed for Comprehensibility and Interest",2017,"Tsukasa_Hirashima","foreign languag"
"Trust-Based Recommendations for Scientific Papers Based on the Researcher’s Current Interest",2013,"Shaikhah_Alotaibi","digital librari"
"Understanding Revisions in Student Writing Through Revision Graphs",2018,"Simon_Buckingham_Shum","visual"
"Using a Model for Learning and Memory to Simulate Learner Response in Spaced Practice",2017,"Mark_A._Riedesel","io"
"Using Automated Indices of Cohesion to Evaluate an Intelligent Tutoring System and an Automated Writing Evaluation System",2013,"Laura_K._Varner","writing pedagogi"
"Using Physiological Synchrony as an Indicator of Collaboration Quality, Task Performance and Learning",2018,"Joseph_Reilly","motion sensor"
"Validating Revised Bloom’s Taxonomy Using Deep Knowledge Tracing",2018,"Sweety_Agrawal","student model"
"What Does Time Tell? Tracing the Forgetting Curve Using Deep Knowledge Tracing",2019,"Sweety_Agrawal","funtoot"
"What Happens When Gamification Ends?",2020,"Miguel_García_Iruela","effort"
"Who Benefits from Confusion Induction during Learning? An Individual Differences Cluster Analysis",2013,"Blair_Lehman","learn"
"Worked Examples are More Efficient for Learning than High-Assistance Instructional Software",2015,"Craig_Ganoe","tutored problems to solv"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"Shubham_Goyal","constraint handling rules (chr)"
"A Framework for Exploring the Impact of Tutor Practices on Learner Self-regulation in Online Environments",2020,"Rosemary_Luckin","virtual classroom environ"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"Ekaterina_Kochmar","person"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Haokang_An","collaborative program"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"Erica_L._Snow","automated writing evalu"
"An Adaptive Coach for Invention Activities",2017,"Jenna_Marks","inquiry learn"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"Kentaro_Inui","constructive feedback"
"An Instructional Factors Analysis of an Online Logical Fallacy Tutoring System",2018,"Nicholas_Diana","ill-defined domain"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"Takeshi_Kohama","holistic interact"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"Ji_Hyun_Yu","intervent"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Minkyung_Kim","summary scor"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"Samir_Bennani","doc2vec"
"Balancing Human Efforts and Performance of Student Response Analyzer in Dialog-Based Tutors",2018,"Smit_Marvaniya","grader agr"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"H._Ulrich_Hoppe","digital transform"
"Collaboration Improves Student Interest in Online Tutoring",2017,"Ivon_Arroyo","frustrat"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"Heather_Pon_Barry","learn"
"Communication at Scale in a MOOC Using Predictive Engagement Analytics",2018,"Samuel_D._Meyer","instructor commun"
"Comprehensive Views of Math Learners: A Case for Modeling and Supporting Non-math Factors in Adaptive Math Software",2020,"Nikki_G._Lobczowski","game"
"Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game",2020,"Michael_Mogessie","frustrat"
"Confrustion in Learning from Erroneous Examples: Does Type of Prompted Self-explanation Make a Difference?",2019,"Jon_Star","learning outcom"
