"Article","Year","Stem"
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"predictive model"
"Analyzing the log patterns of adult learners in LMS using learning analytics",2014,"log data"
"Clustering of design decisions in classroom visual displays",2014,"teacher"
"Statistical discourse analysis of online discussions: Informal cognition, social metacognition and knowledge creation",2014,"statistical discourse analysi"
"Learning analytics and machine learning",2014,"theori"
"Effects of image-based and text-based activities on student learning outcomes",2014,"lecturetool"
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"markov chain"
"Learning analytics in CSCL with a focus on assessment: An exploratory study of activity theory-informed cluster analysis",2014,"learning analyt"
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"learning analyt"
"Visualizing patterns of student engagement and performance in MOOCs",2014,"mooc"
"Peer evaluation of student generated content",2014,"tournament"
"Sleepers' lag - Study on motion and attention",2014,"motion lag"
"Open academic early alert system: Technical demonstration",2014,"learning analyt"
"A cognitive processing framework for learning analytics",2014,"learning analyt"
"Patterns of persistence: What engages students in a remedial English writing MOOC?",2014,"massive open online courses (moocs)"
"Modest analytics: Using the index method to identify students at risk of failure",2014,"regress"
"The learning analytics & knowledge (LAK) data challenge 2014",2014,"visual"
"Teaching the unteachable: On the compatibility of learning analytics and humane education",2014,"learning analyt"
"Collaborative spatial classification",2014,"minimum spanning tre"
"Practice exams make perfect: Incorporating course resource use into an early warning system",2014,"early warning system"
"Formative assessment method of real-world learning by integrating heterogeneous elements of behavior, knowledge, and the environment",2014,"real-world learn"
"Assessing elementary students' science competency with text analytics",2014,"text-based learning analyt"
"Small to big before massive: Scaling up participatory learning analytics",2014,"personalized learn"
"Competency map: Visualizing student learning to promote student success",2014,"visual"
"Peer assessment based on ratings in a social media course",2014,"rate"
"Temporal learning analytics for computer based testing",2014,"temporal learning analyt"
"Current state and future trends: A citation network analysis of the learning analytics field",2014,"social network analysi"
"Success, activity and drop-outs in MOOCs An exploratory study on the UNED COMA courses",2014,"visualis"
"Context personalization, preferences, and performance in an intelligent tutoring system for middle school mathematics",2014,"person"
"Learning analytics for the social media age",2014,"social media"
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"educ"
"Analytics of the effects of video use and instruction to support reflective learning",2014,"text analysi"
"Perceptions and use of an early warning system during a higher education transition program",2014,"learning analyt"
"Educational data sciences - Framing emergent practices for analytics of learning, organizations, and systems",2014,"data-driven decis"
"Clustering for improving Educational process mining",2014,"process min"
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"leadership"
"Visualizing semantic space of online discourse: The Knowledge Forum case",2014,"lda"
"EGraph tool: Graphing the learning process in LMSs",2014,"learning process visu"
"Explaining predictive models to learning specialists using personas",2014,"sensemak"
"The impact of learning analytics on the Dutch education system",2014,"learning analyt"
"Data wranglers: Human interpreters to help close the feedback loop",2014,"meaningmak"
"Customized course advising: Investigating engineering student success with incoming profiles and patterns of concurrent course enrollment",2014,"learning analyt"
"Establishing an ethical literacy for learning analytics",2014,"literaci"
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"discours"
"Analysis of dynamic resource access patterns in a blended learning course",2014,"social network analysi"
"An exercise in institutional reflection: The learning analytics readiness instrument (LARI)",2014,"survey design"
"Educational technology approach toward learning analytics: Relationship between student online behavior and learning performance in higher education",2014,"higher educ"
"Uncovering what matters: Analyzing transitional relations among contribution types in knowledge-building discourse",2014,"knowledge build"
"What different kinds of stratification can reveal about the generalizability of data-mined skill assessment models",2013,"learning analyt"
"System for assessing classroom attention",2013,"computer vis"
"Multimodal learning analytics",2013,"learning analyt"
"Understanding promotions in a case study of student blogging",2013,"learning analyt"
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"pre-service teach"
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"open learner models representational guid"
"Supporting action research with learning analytics",2013,"learning analyt"
"Educational data scientists: A scarce breed",2013,"learning analyt"
"Interpreting data mining results with linked data for learning analytics: Motivation, case study and directions",2013,"leaning analyt"
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"student data"
"Visualizing social learning ties by type and topic: Rationale and concept demonstrator",2013,"visual"
"Assessing students' performance using the learning analytics enriched rubrics",2013,"students' assessment perform"
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"experimental investig"
"Crafting transformative strategies for personalized learning/analytics",2013,"personalized learn"
"Considering formal assessment in learning analytics within a PLE: The HOU2LEARN case",2013,"graph"
"From micro to macro: Analyzing activity in the ROLE Sandbox",2013,"processing pipelin"
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"discours"
"Epistemology, pedagogy, assessment and learning analytics",2013,"learning analyt"
"Toward collaboration sensing: Applying network analysis techniques to collaborative eye-tracking data",2013,"network analysi"
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"game"
"Multidisciplinarity vs. multivocality, the case of ""learning analytics""",2013,"multivoc"
"Learning analytics for online discussions: A pedagogical model for intervention with embedded and extracted analytics",2013,"online learn"
"Learning object analytics for collections, repositories & federations",2013,"social data"
"Addressing learner issues with StepUp!: An evaluation",2013,"reflect"
"What can we learn from Facebook activity? Using social learning analytics to observe new media literacy skills",2013,"social learning analyt"
"Formative assessment and learning analytics",2013,"learning disposit"
"Orchestrating of complex inquiry: Three roles for learning analytics in a smart classroom infrastructure",2013,"smart classroom"
"GradeCraft: What can we learn from a game-inspired learning management system?",2013,"syllabus design"
"Learning analytics as a ""middle space""",2013,"productive multivoc"
"Second International Workshop on Teaching Analytics",2013,"open learner models representational guid"
"STEMscopes: Contextualizing learning analytics in a K-12 science curriculum",2013,"stem educ"
"Issues, challenges, and lessons learned when scaling up a learning analytics intervention",2013,"scale"
"Analysis of collaborative writing processes using revision maps and probabilistic topic models",2013,"visualis"
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"educational assess"
"Model-driven assessment of learners in open-ended learning environments",2013,"performance metr"
"Analytics on video-based learning",2013,"video based learn"
"Analyzing the flow of ideas and profiles of contributors in an open learning community",2013,"scientometr"
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"mobile appl"
"An evaluation of policy frameworks for addressing ethical considerations in learning analytics",2013,"polici"
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"data min"
"Open academic analytics initiative: Initial research findings",2013,"learning analyt"
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"human computer interact"
"R2DE: A NLP approach to estimating IRT parameters of newly generated questions",2020,"learning analyt"
"From theory to action: Developing and evaluating learning analytics for learning design",2020,"theori"
"#Confused and beyond: Detecting confusion in course forums using students' hashtags",2020,"self-reported affect"
"High resolution temporal network analysis to understand and improve collaborative learning",2020,"social network analysi"
"Quantifying data sensitivity: Precise demonstration of care when building student prediction models",2020,"ethic"
"Modelling collaborative problem-solving competence with transparent learning analytics: Is video data enough?",2020,"video analyt"
"Towards understanding the lifespan and spread of ideas: Epidemiological modeling of participation on twitter",2020,"knowledge cr"
"Exploring student approaches to learning through sequence analysis of reading logs",2020,"sequence analysi"
"Macro MOOC learning analytics: Exploring trends across global and regional providers",2020,"multi-plaform analytics collabor"
"Rethinking time-on-task estimation with outlier detection accounting for individual, time, and task differences",2020,"time-ontask"
"Comparing teachers' use of mirroring and advising dashboards",2020,"teaching/learning strategi"
"Towards automatic cross-language classification of cognitive presence in online discussions",2020,"optim"
"Learning to represent healthcare providers knowledge of neonatal emergency care: Findings from a smartphone-based learning intervention targeting clinicians from LMICs",2020,"global health"
"Understanding Students' engagement with personalised feedback messages",2020,"learning analyt"
"Detecting learning in noisy data: The case of oral reading fluency",2020,"reading analyt"
"Towards skills-based curriculum analytics: Can we automate the recognition of prior learning?",2020,"skills ontolog"
"Learning with background music: A field experiment",2020,"naturalistic set"
"Characterizing and influencing students' tendency towrite self-explanations in online homework",2020,"self-explan"
"Involving teachers in learning analytics design: Lessons learned from two case studies",2020,"teacher"
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"health literaci"
"Evaluating teachers' perceptions of students' questions organization",2020,"student's quest"
"Towards automatic content analysis of social presence in transcripts of online discussions",2020,"text classif"
"Predicting student success in a blended learning environment",2020,"learning analyt"
"Analytics of time management and learning strategies for effective online learning in blended environments",2020,"time management strategi"
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020,"trace data"
"Analyzing the consistency in within-activity learning patterns in blended learning",2020,"time-series analysi"
"Testing the reliability of inter-rater reliability",2020,"valid"
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020,"self-regulated learn"
"Is faster better? a study of video playback speed",2020,"video analyt"
"Dialogue attributes that inform depth and quality of participation in course discussion forums",2020,"icap"
"Decoding the performance in an out-of-context problem during blocked practice",2020,"massed practic"
"How and how well do students reflect?: Multi-dimensional automated reflection assessment in health professions education",2020,"reflect"
"The privacy paradox and its implications for learning analytics",2020,"privacy paradox"
"Prediction of students' assessment readiness in online learning environments: The sequence matters",2020,"sequential pattern min"
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"neural network"
"Technologies for automated analysis of co-located, real-life, physical learning spaces: Where are we now?",2019,"physical learning analyt"
"On multi-device use: Using technological modality profiles to explain differences in students' learning",2019,"online discuss"
"DEBE feedback for large lecture classroom analytics",2019,"quantified self"
"Differences in student trajectories via filtered time series analysis in an immersive virtual world",2019,"time-series analysi"
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019,"learner characterist"
"Contextualizable learning analytics design: A generic model and writing analytics evaluations",2019,"writing analyt"
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"predictive model"
"The impact of student opt-out on educational predictive models",2019,"predictive model"
"“I spent more time with that team”: Making spatial pedagogy visible using positioning sensors",2019,"wearabl"
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"self-report"
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"intervent"
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"motiv"
"Measuring knowledge gaps in student responses by mining networked representations of texts",2019,"text min"
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"long short-term memori"
"Motivated information seeking and graph comprehension among college students",2019,"visual"
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"natural language process"
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"study skil"
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"learning tact"
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019,"read"
"Comparison of ranking and rating scales in online peer assessment: Simulation approach",2019,"rate"
"Using detailed access trajectories for learning behavior analysis",2019,"representation learn"
"Transfer learning using representation learning in massive open online courses",2019,"representation learn"
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019,"structural equation model"
"Student centred design of a learning analytics system",2019,"user experi"
"Challenges on implementing learning analytics over countrywide K-12 data",2019,"primary and secondary educ"
"A study on curriculum planning and its relationship with graduation GPA and time to degree",2019,"degree plan"
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"strategy us"
"Can background music facilitate learning? Preliminary results on reading comprehension",2019,"physiological sign"
"Exploring learner engagement patterns in teach-outs",2019,"sentiment analysi"
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"machine learn"
"Exploring programming semantic analytics with deep learning models",2019,"text based classif"
"Refusing to try: Characterizing early stopout on student assignments",2019,"student attrit"
"Learning analytics at the intersections of student trust, disclosure and benefit",2019,"surveil"
"Towards value-sensitive learning analytics design",2019,"valu"
"Towards enabling feedback on rhetorical structure with neural sequence models",2019,"neural network interpret"
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"temporal analysi"
"Reliable deep grade prediction with uncertainty estimation",2019,"uncertainti"
"Knowledge Query Network for Knowledge Tracing: How Knowledge Interacts with Skills",2019,"knowledge model"
"Real-time power performance prediction in tour de france",2019,"spatiotemporal data"
"Ranking the teams in european football leagues with agony",2019,"rank"
"Predicting the receivers of football passes",2019,"lightgbm"
"Model trees for identifying exceptional players in the NHL and NBA drafts",2019,"player rank"
"Calibrating the mean-reversion parameter in the hull-white model using neural networks",2019,"time-dependent mean-revers"
"Privacy preserving client/vertical-servers classification",2019,"vertically partitioned data"
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"model transpar"
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"learning analyt"
"Discovery and temporal analysis of latent study patterns in MOOC interaction sequences",2018,"markov model"
"Conceptualizing Co-enrollment: Accounting for student experiences across the curriculum",2018,"undergraduate educ"
"Towards a data archiving solution for learning analytics",2018,"learning analyt"
"Gaze insights into debugging behavior using learner-Centred analysis",2018,"mirroring tool"
"Embracing imperfection in learning analytics",2018,"valid"
"Prospectively predicting 4-Year college graduation from student applications",2018,"noncognitive factor"
"Connecting decentralized learning records: A blockchain based learning analytics platform",2018,"learning record stor"
"A multi-Dimensional analysis of writing flexibility in an automated writing evaluation system",2018,"write"
"A generalized classifier to identify online learning tool disengagement at scale",2018,"logistic regress"
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"professional learn"
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018,"summative assess"
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"positioning test"
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"learning sci"
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018,"self-regul"
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018,"teacher practic"
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018,"orchestr"
"SHEILA policy framework: Informing institutional strategies and policy processes of learning analytics",2018,"strategi"
"Recurrence quantification analysis as a method for studying text comprehension dynamics",2018,"text comprehens"
"Linking students’ timing of engagement to learning design and academic performance",2018,"tempor"
"Using embedded formative assessment to predict state summative test scores",2018,"mathematics educ"
"Physical learning analytics: A multimodal perspective",2018,"motor learn"
"Analysis of interactions between lecturers and students",2018,"student"
"Studying MOOC completion at scale using the MOOC replication framework",2018,"morf"
"Finding traces of self-Regulated learning in activity streams",2018,"self regul"
"What exactly do students learn when they practice equation solving? Refining knowledge components with the additive factors model",2018,"knowledge compon"
"Learning Analytics and Policy (LAP) - International aspirations, achievements and constraints",2017,"privaci"
"Workshop on integrated learning analytics of MOOC post-course development",2017,"massive online open cours"
"ATCE - An analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources",2017,"teacher"
"Trends and issues in student-facing learning analytics reporting systems research",2017,"student-facing system"
"Studying engagement and performance with learning technology in an African classroom",2017,"mobile develop"
"Supporting collaborative learning with tag recommendations: A real-world study in an inquiry-based classroom project",2017,"personalized tag recommend"
"Using item response theory to generate an item pool for an e-learning-system",2017,"item response theori"
"Business intelligence (BI) for personalized student dashboards",2017,"power bi"
"Honing in on social learning networks in MOOC forums: Examining critical network definition decisions",2017,"tie extract"
"Real-time learning analytics for C programming language courses",2017,"programming educ"
"What'd you say again? Recurrence quantification analysis as a method for analyzing the dynamics of discourse in a reading strategy tutor",2017,"read"
"Using predictive analytics in a self-regulated learning university course to promote student success",2017,"student engag"
"Follow the successful crowd: Raising MOOC completion rates through social comparison at scale?",2017,"massive open online cours"
"Where is the evidence? A call to action for learning analytics",2017,"generalis"
"[LISA] learning analytics for sensor-based adaptive learning",2017,"sensor based learn"
"Dynamics of MOOC discussion forums",2017,"social network"
"Workshop on methodology in learning analytics (MLA)",2017,"statist"
"Intelligent tutors as teachers' aides: Exploring teacher needs for real-time analytics in blended classrooms",2017,"pedagogical decision-mak"
"Person-centered approach to explore learner's emotionality in learning within a 3D narrative game",2017,"facial expression recognit"
"Tracing physical movement during practice-based learning through Multimodal Learning Analytics",2017,"practice-based learn"
"The influence of data protection and privacy frameworks on the design of learning analytics systems",2017,"learning analytics process requir"
"Implementing predictive learning analytics on a large scale: The teacher's perspective",2017,"teacher"
"Discourse analysis to improve the effective engagement of MOOC videos",2017,"video analyt"
"Supporting learning analytics in computing education",2017,"osbl"
"From prediction to impact: Evaluation of a learning analytics retention program",2017,"student retent"
"Forecasting student outcomes at university-wide scale using machine learning",2017,"student success"
"A systematic review of studies on predicting student learning outcomes using learning analytics",2017,"predict"
"Modeling exploration strategies to predict student performance within a learning environment and beyond",2017,"strategi"
"Temporal analytics with discourse analysis: Tracing ideas and impact on communal discourse",2017,"tempor"
"Learning pulse: A machine Learning approach for predicting performance in self-regulated learning using multimodal data",2017,"wearable enhanced learn"
"Improving learning through achievement priming in crowdsourced information finding microtasks",2017,"learn"
"Assessment of language in authentic Science inquiry reveals putative differences in epistemology",2017,"science epistemolog"
"How to assign students into sections to raise learning",2017,"socioeconomic status"
"EMODA: A tutor oriented multimodal and contextual emotional dashboard",2017,"multimodal data"
"Community based educational data repositories and analysis tools",2017,"model"
"Measures for recommendations based on past students' activity",2017,"relev"
"Using correlational topic modeling for automated topic identification in intelligent tutoring systems",2017,"topic model"
"Student empowerment, awareness, and self-regulation through a quantified-self student tool",2017,"real-time feedback"
"Towards mining sequences and dispersion of rhetorical moves in student written texts",2017,"sequence min"
"What are visitors up to? Helping museum facilitators know what visitors are doing",2017,"scaffold"
"Predicting math performance using natural language processing tools",2017,"sentiment analysi"
"An instructor dashboard for real-time analytics in interactive programming assignments",2017,"peer tutor"
"Analytics meet patient manikins: Challenges in an authentic small-group healthcare simulation classroom",2017,"multimod"
"DesignLAK17: Quality metrics and indicators for analytics of assessment design at scale",2017,"learning design"
"Uncovering reviewing and reflecting behaviors from paper-based formal assessment",2017,"orchestration technolog"
"How can we accelerate dissemination of knowledge and learning?: Developing an online knowledge management platform for Networked Improvement Communities",2017,"recommender engin"
"Automating student survey reports in online education for faculty and instructional designers",2017,"r"
"Expanding the scope of learning analytics data: Preliminary findings on attention and self-regulation using wearable technology",2017,"wearable technolog"
"Unravelling the dynamics of instructional practice: A longitudinal study on learning design and vle activities",2017,"social network analysi"
"Cooking with learning analytics recipes",2017,"solut"
"Developing a MOOC experimentation platform: Insights from a user study",2017,"mooc"
"Quasi-experimental design for causal inference using Python and Apache Spark: A hands-on tutorial",2017,"python"
"Connecting data with student support actions in a course: A hands-on tutorial",2017,"student support"
"Understanding student learning trajectories using multimodal learning analytics within an embodied-interaction learning environment",2017,"science educ"
"Relevance of Learning analytics to measure and support students' learning in adaptive educational technologies",2017,"self-regulated learn"
"Spacle: Investigating learning across virtual and physical spaces using spatial replays",2017,"teacher"
"Sequencing content in an adaptive testing system: The role of choice",2017,"student choic"
"Exploring the asymmetry of metacognition",2017,"learnign analyt"
"Learning analytics in higher education - Challenges and policies: A review of eight learning analytics policies",2017,"polici"
"Ouroboros: Early identification of at-risk students without models based on legacy data",2017,"student retent"
"Developing institutional learning analytics 'communities of transformation' to support student success",2017,"learning analytics fellows program"
"Utilizing visualization and feature selection methods to identify important learning objectives in a course",2017,"learning object"
"Guidance counselor reports of the ASSISTments college Prediction model (acpm)",2017,"stakeholder report"
"Writing analytics literacy - Bridging from research to practice",2017,"practitioner knowledg"
"LAK17 Hackathon - Getting the right information to the right people so they can take the right action",2017,"open learning analyt"
"Transitioning self-regulated learning profiles in hypermedia-learning environments",2017,"self-regulated learn"
"MORPH: Supporting the integration of learning analytics at institutional level",2017,"learning analyt"
"Students' emotional self-labels for personalized models",2017,"self-report"
"How effective is your facilitation? Group-level analytics of MOOC forums",2017,"mooc"
"Influence maximization-based event organization on social networks",2017,"team form"
"Learning design and feedback processes at scale: Stocktaking emergent theory and practice",2016,"learning design"
"Teaching analytics: Towards automatic extraction of orchestration graphs using wearable sensors",2016,"wearable sensor"
"A Pedagogical framework for learning analytics in collaborative inquiry tasks: An Example from a teamwork competency awareness program",2016,"learning design"
"Reflecting on reflective writing analytics: Assessment challenges and iterative evaluation of a prototype tool",2016,"reflect"
"Applying classification techniques on temporal trace data for shaping student behavior models",2016,"test"
"Improving efficacy attribution in a self-directed learning environment using prior knowledge individualization",2016,"massive open online courses (moocs)"
"Recipe for Success - Lessons learnt from using xAPI within the connected learning analytics toolkit",2016,"learning record stor"
"A study on eye fixation patterns of students in higher education using an online learning system",2016,"online learn"
"Student perspectives on data provision and use: Starting to unpack disciplinary differences",2016,"sociology of educ"
"The role of achievement goal orientations when studying effect of learning analytics visualizations",2016,"visual"
"Smart environments and analytics on video-based learning",2016,"visual analyt"
"Educational Data mining with python and apache spark: A hands-on tutorial",2016,"learning analyt"
"The learning analytics readiness instrument",2016,"reflect"
"Integrating physical activity data in videogames with user-centered dashboards",2016,"sociocultural theori"
"Using Game analytics to evaluate puzzle design and level progression in a serious game",2016,"survival analysi"
"Demonstration of the unizin sentiment visualizer",2016,"real tim"
"The Dutch xAPI experience",2016,"xapi"
"Towards automated content analysis of discussion transcripts: A cognitive presence case",2016,"text classif"
"Designing MOOCs for Success: A student motivation-Oriented framework",2016,"motiv"
"Understanding learning at a glance: An overview of learning dashboard studies",2016,"systematic review"
"What can analytics contribute to accessibility in e-learning systems and to disabled students' learning?",2016,"metric"
"Ethical and privacy issues in the design of learning analytics applications",2016,"privaci"
"Validity: A framework for cross-disciplinary collaboration in mining indicators of learning from MOOC forums",2016,"learning progress"
"Wikiglass: A learning analytic tool for visualizing collaborative wikis of secondary school students",2016,"wiki"
"Learning analytics in a flipped University course",2016,"web lectur"
"Towards triggering higher-order thinking behaviors in MOOCs",2016,"propensity score match"
"Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",2016,"face-to-fac"
"Predicting student performance on post-requisite skills using prerequisite skill data: An alternative method for refining prerequisite skill structures",2016,"skill relationship"
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016,"mooc"
"Modeling common misconceptions in learning process data",2016,"q-matrix"
"English language learner experiences of formal and informal learning environments",2016,"formal learn"
"Enhancing the efficiency and reliability of group differentiation through partial credit",2016,"resampl"
"Bringing order to chaos in MOOC discussion forums with content-related thread identification",2016,"social interact"
"When to stop? - Towards universal instructional policies",2016,"wheelspin"
"Using A/B testing in MOOC environments",2016,"mooc"
"Learning analytics community exchange: Evidence hub",2016,"take-up"
"Topic modeling for evaluating students' reflective writing: A case study of pre-Service teachers' journals",2016,"learning analyt"
"Investigating collaborative learning success with physiological coupling indices based on electrodermal activity",2016,"physiological coupling indic"
"LAL workshop: Learning analytics for learners",2016,"visual learning analyt"
"Privacy and analytics - it's a DELICATE issue a checklist for trusted learning analytics",2016,"learning analyt"
"Using machine analysis to make elementary students' mathematical thinking visible",2016,"pen-based comput"
"Investigating boredom and engagement during writing using multiple sources of information: The essay, the writer, and keystrokes",2016,"write"
"Data literacy for learning analytics",2016,"visual"
"Putting temporal analytics into practice: The 5th international workshop on temporality in learning data",2016,"tempor"
"Evaluation of an adaptive practice system for learning geography facts",2016,"learning curv"
"Studying the relationship between BKT fitting error and the skill difficulty index",2016,"rmse model"
"Real-time indicators and targeted supports: Using online platform data to accelerate student learning",2016,"networked improvement commun"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"multimodal analyt"
"Student differences in regulation strategies and their use of learning resources: Implications for educational design",2016,"regulation strategi"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"natural language process"
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016,"learning analyt"
"LAK16 Workshop: Extending IMS caliper analyticstm with learning activity profiles",2016,"learning analyt"
"Is the doer effect a causal relationship? How can WE tell and why it's important",2016,"predict"
"Semantic visual analytics for today's programming courses",2016,"program"
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016,"tools for learning analyt"
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015,"predictive analyt"
"Ethical and privacy issues in the application of learning analytics",2015,"privaci"
"Combining observational and experiential data to inform the redesign of learning activities",2015,"mixed methods analysi"
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015,"knowledge model"
"Effects of sequences of socially regulated learning on group performance",2015,"scaffold"
"Media multiplexity in connectivist MOOCs",2015,"social network"
"Measuring student success using predictive engine",2015,"predictive model"
"Discourse cohesion: A signature of collaboration",2015,"learning analyt"
"Learning analytics: European perspectives",2015,"learning analyt"
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"prediction of future success"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"sequence min"
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"process analysi"
"Penetrating the black box of time-on-task estimation",2015,"moodl"
"You've got style: Detecting writing flexibility across time",2015,"writing qu"
"""twitter archeology"" of learning analytics and knowledge conferences",2015,"twitter"
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"online distance educ"
"Developing a multiple-document-processing performance assessment for epistemic literacy",2015,"social learning analyt"
"Are you reading my mind? Modeling students' reading comprehension skills with natural language processing techniques",2015,"stealth assess"
"A case study to track teacher gestures and performance in a virtual learning environment",2015,"virtual learning environ"
"Crowd-sourced learning in MOOCs: Learning analytics meets measurement theory",2015,"learner perform"
"Formative and summative analyses of disciplinary engagement and learning in a big open online course",2015,"personalized learn"
"On the validity of peer grading and a cloud teaching assistant system",2015,"valid"
"Student privacy self-management: Implications for learning analytics",2015,"opting out"
"Improving undergraduate student achievement in large blended courses through data-driven interventions",2015,"learning analyt"
"Analysis of learners' study logs: Mouse trajectories to identify the occurrence of hesitation in solving word-reordering",2015,"study log"
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015,"student retent"
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"groupwar"
"Towards better affect detectors: Effect of missing skills, class features and common wrong answers",2015,"measur"
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015,"social network analysi"
"Text mining approach to automate teamwork assessment in group chats",2015,"text min"
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"metadiscours"
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"intelligent tutoring system"
"Learning analytics in outer space: A hidden naïve bayes model for automatic student off-task behavior detection",2015,"social cognitive theori"
"Improving students' long-term retention performance: A study on personalized retention schedules",2015,"spacing effect"
"Topic facet modeling: Semantic visual analytics for online discussion forums",2015,"learning analyt"
"Digital badges and ethics: The uses of individual learning data in social contexts",2015,"human freedom"
"An online badging system supporting educators' STEM learning",2015,"professional develop"
"How to design experimental research studies around digital badges",2015,"experimental design"
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"sensor"
"Temporal density extrapolation",2015,"kernel density estim"
"Temporal and frequential metric learning for time series kNN classification",2015,"time seri"
"Classification factored gated restricted Boltzmann machine",2015,"translational mot"
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015,"structural equation model"
"Courbospark: Decision tree for time-series on spark",2015,"spark"
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"linked scientometr"
"Deconstruct and reconstruct: Using topic modeling on an analytics corpus",2014,"edm"
"Multilevel analysis of uptake, sessions, and key actors in a socio-technical network",2014,"socio-technical network"
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014,"visual"
"Modelling student online behaviour in a virtual learning environment",2014,"student data"
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"student data"
"Analyzing the log patterns of adult learners in LMS using learning analytics",2014,"time management strategi"
"Effects of image-based and text-based activities on student learning outcomes",2014,"visualizer-verb"
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"math"
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"predictive analyt"
"Visualizing patterns of student engagement and performance in MOOCs",2014,"prior knowledg"
"Peer evaluation of student generated content",2014,"video"
"Open academic early alert system: Technical demonstration",2014,"open sourc"
