"Article","Year","Stem"
"A platform for integrating and analyzing data to evaluate the impacts of educational technologies",2016,"efficaci"
"Designing interactive and personalized concept mapping learning environments",2016,"expert skeleton concept map"
"An automated test of motor skills for job selection and feedback",2016,"tablet"
"Studying assignment size and student performance using propensity score matching",2016,"item discrimin"
"Estimation of prerequisite skills model from large scale assessment data using semantic data mining",2016,"skill model"
"Validating game-based measures of implicit science learning",2016,"interaction network"
"Time series analysis of VLE activity data",2016,"time seri"
"Mining sequences of gameplay for embedded assessment in collaborative learning",2016,"markov model"
"Discovering ‘tough love’ interventions despite dropout",2016,"online educ"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"log data"
"Automatic gaze-based detection of mind wandering during narrative film comprehension",2016,"mind wand"
"Guiding students towards frequent high-utility paths in an ill-defined domain",2016,"sequential pattern min"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"student behavior"
"A comparative analysis of techniques for predicting student performance",2016,"student performance predict"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"lms"
"Predicting dialogue acts for intelligent virtual agents with multimodal student interaction data",2016,"virtual ag"
"Pattern mining uncovers social prompts of conceptual learning with physical and virtual representations",2016,"physical and virtual represent"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"deep learn"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"mathematics corpora"
"A scalable learning analytics platform for automated writing feedback",2016,"performance feedback"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"teacher-facilitated feedback"
"Time Series Cross Section method for monitoring students’ page views of course materials and improving classroom teaching",2016,"time seri"
"Analysing and refining pilot training",2016,"sequence min"
"Document segmentation for labeling with academic learning objectives",2016,"unsupervis"
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"major predict"
"Patterns of usage from educational technology products across America",2016,"evalu"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"learning analyt"
"An ensemble method to predict student performance in an online math learning environment",2016,"student performance predict"
"Assessing student-generated design justifications in engineering virtual internships",2016,"virtual internship"
"How to model implicit knowledge? Similarity learning methods to assess perceptions of visual representations",2016,"similarity learning method"
"Effect of student ability and question difficulty on duration",2016,"rasch model"
"Individualizing Bayesian knowledge tracing. Are skill parameters more important than student parameters?",2016,"student models of practic"
"How quickly can wheel spinning be detected?",2016,"student model"
"Seeking programming-related information from large scaled discussion forums, help or harm?",2016,"program"
"MATHia X: The next generation cognitive tutor",2016,"mathia x"
"Study on automatic scoring of descriptive type tests using text similarity calculations",2016,"ribe"
"Execution traces as a powerful data representation for intelligent tutoring systems for programming",2016,"sequence align"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"liveli"
"Measuring gameplay affordances of user-generated content in an educational game",2016,"user-created cont"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"deep learn"
"Semi-automatic detection of teacher questions from human-transcripts of audio in live classrooms",2016,"question detect"
"Exploring learning management system interaction data: Combining Data-driven and Theory-driven Approaches",2016,"predict"
"Redefining “what” in analyses of who does what in MOOCs",2016,"online learn"
"A coupled user clustering algorithm for web-based learning systems",2016,"web-based learn"
"Can word probabilities from LDA be simply added up to represent documents?",2016,"topic model"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"natural language process"
"Predicting STEM achievement with learning management system data: Prediction modeling and a test of an early warning system",2016,"prediction model"
"Back to the basics: Bayesian extensions of IRT outperform neural networks for proficiency estimation",2016,"recurrent neural net"
"Adding eye-tracking AOI data to models of representation skills does not improve prediction accuracy",2016,"long short term memory model"
"Investigating swarm intelligence for performance prediction∗",2016,"swarm intellig"
"Riding an emotional roller-coaster: A multimodal study of young child’s math problem solving activities ∗",2016,"multimodal learning analyt"
"Mining behaviours of students in autograding submission system logs",2016,"feedback"
"Acting the same differently: A cross-course comparison of user behavior in MOOCs",2016,"participant behavior"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"model"
"Tensor factorization for student modeling and performance prediction in unstructured domain",2016,"tensor factor"
"Student usage predicts treatment effect heterogeneity in the cognitive tutor algebra I program",2016,"principal stratif"
"How to judge learning on online learning minimum learning judgment system",2016,"judge system"
"Semi-Markov model for simulating MOOC students",2016,"mooc"
"Does a peer recommender foster students’ engagement in MOOCs?",2016,"social learn"
"On generalizability of MOOC models",2016,"mooc"
"Going deeper with deep knowledge tracing",2016,"performance factors analysi"
"Closing the loop with quantitative cognitive task analysis",2016,"knowledge compon"
"Unnatural feature engineering: Evolving augmented graph grammars for argument diagrams",2016,"feature engin"
"Course enrollment recommender system",2016,"university information system"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"frustrat"
"Robust predictive models on MOOCs: Transferring knowledge across courses",2016,"stack"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"natural language process"
"Hierarchical cluster analysis heatmaps and pattern analysis: An approach for visualizing learning management system interaction data",2016,"visual data analyt"
"Stimulating collaborative activity in online social learning environments with Markov decision processes",2016,"social learn"
"How good is popularity? Summary grading in crowdsourcing",2016,"lsa similar"
"Beyond log files: Using multi-modal data streams towards data-driven KC model improvement",2016,"structured event analysis of multiple streams (seams)"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"etextbook"
"The eyes have it: Gaze-based Detection of Mind Wandering during Learning with an Intelligent Tutoring System",2016,"mind wand"
"Hint availability slows completion times in summer work",2016,"randomized controlled tri"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"online discours"
"Choosing versus Receiving Feedback: The impact of feedback valence on learning in an assessment game",2016,"game"
"Temporally coherent clustering of student data",2016,"sequence min"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"multimodal learning analyt"
"Investigating the effects of off-task personalization on in-system performance and attitudes within a game-based environment",2013,"person"
"Affective state detection in educational systems through mining multimodal data sources",2013,"emot"
"Are you committed? Investigating interactions among reading commitment, natural language input, and students' learning outcomes",2013,"reading commit"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"person"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"ordinal regress"
"A comparison of model selection metrics in datashop",2013,"kc model"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"predictive accuraci"
"Project CASSI: A social-graph based tool for classroom behavior analysis and optimization",2013,"seating chart gener"
"A Moodle block for selecting, visualizing and mining students' usage data",2013,"student usage data"
"Investigating the solution space of an open-ended educational game using conceptual feature extraction",2013,"representation learn"
"Component model in discourse analysis",2013,"principal component analysi"
"A prediction model uses the sequence of attempts and hints to better predict knowledge: Better to attempt the problem first, rather than ask for a hint",2013,"student model"
"Gathering emotional data from multiple sources",2013,"mathemat"
"Meta-reasoning algorithm for improving analysis of student interactions with learning objects using supervised learning",2013,"supervised learn"
"Detecting player goals from game log files",2013,"goal"
"Do students really learn an equal amount independent of whether they get an item correct or wrong?",2013,"tutoring strategi"
"The complex dynamics of aggregate learning curves",2013,"knowledge trac"
"Hints: You can’t have just one",2013,"learning skil"
"FlexCCT: Software for continuous CCT",2013,"optim"
"Determining problem selection for a logic proof tutor",2013,"problem select"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"science inquiri"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"model-based discoveri"
"Evaluating topic-word review analysis for understanding student peer review performance",2013,"user studi"
"Modeling student retention in an environment with delayed testing",2013,"knowledge retent"
"Exploring the relationship between course structure and etext usage in blended and open online courses",2013,"usage min"
"Using ITS generated data to predict standardized test scores",2013,"intelligent tutoring system"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"math abl"
"Students’ walk through tutoring: Using a random walk analysis to profile students",2013,"sequential pattern analysi"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"essay qu"
"Predicting college enrollment from student interaction with an intelligent tutoring system in middle school",2013,"knowledge model"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"mastery learn"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"self-evalu"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"facial expression recognit"
"Students activity visualization tool",2013,"pca"
"Toward predicting test score gains with online behavior data of teachers",2013,"pedagogi"
"What and when do students learn? Fully data-driven joint estimation of cognitive and student models",2013,"student model"
"Demonstration of a Moodle student monitoring web application",2013,"moodl"
"A dynamic group composition method to refine collaborative learning group formation",2013,"group form"
"Limits to accuracy: How well can we do at student modeling?",2013,"performance factors analysi"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"learning styl"
"Automatic gaze-based detection of mind wandering during reading",2013,"mind wand"
"Helping students manage personalized learning scenarios",2013,"user model"
"Test-size reduction for concept estimation",2013,"sparse factor analysi"
"Mining social deliberation in online communication: If you were me and I were you",2013,"collaborative problem solv"
"Bringing student backgrounds online: MOOC user demographics, site usage, and online learning",2013,"social capit"
"Reading into the text: Investigating the influence of text complexity on cognitive engagement",2013,"text complex"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"process min"
"Analysis of students clustering results based on Moodle log data",2013,"predict"
"Sequences of frustration and confusion, and learning",2013,"affective persist"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"probabilistic graphical model"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"knowledge trac"
"Predicting group programming project performance using SVN activity traces",2013,"graph theori"
"Identifying and visualizing the similarities between course content at a learning object, module and program level",2013,"visual"
"Visual exploration of interactions and performance with LEMO",2013,"visual analyt"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"review qu"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"hierarchical clust"
"Mining temporally-interesting learning behavior patterns",2013,"sequence min"
"A methodology for student video interaction patterns analysis and classification",2019,"video ev"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"generaliz"
"Predicting student academic outcomes in UK secondary phase education: An architecture for machine learning and user interaction",2019,"predictive analyt"
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"sensor-fre"
"A comparison of automated scale short form selection strategies",2019,"short form develop"
"Studying factors influencing the prediction of student STEM and non-STEM career choice",2019,"stem car"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"unsupervised machine learn"
"Machine learning based decision support system for categorizing MOOC discussion forum posts",2019,"na�ve bay"
"Towards the prediction of semantic complexity based on concept graphs",2019,"neural network"
"Validating the myth of average through evidences",2019,"learning process"
"Sparse neural attentive knowledge-based models for grade prediction",2019,"undergraduate education graduation and retention r"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"production rul"
"Shedding light on the automated essay scoring process",2019,"rubric"
"Design and evaluation of a semantic indicator for automatically supporting programming learning",2019,"semantic analysi"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"student's perform"
"EDM & games: Leveling up engaged learning with data-rich analytics",2019,"serious gam"
"Design of an elective course recommendation system for university environment",2019,"recommender system"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"dialogu"
"A novel use of educational data mining to inform effective management of academic programs",2019,"program educational object"
"Content-based course recommender system for liberal arts education",2019,"warn"
"Utterance-level modeling of indicators of engaging classroom discourse",2019,"open-vocabulari"
"A human-machine hybrid peer grading framework for SPOCs",2019,"spoc"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"science learn"
"Measuring item teaching value in an online learning environment",2019,"item response theori"
"Tutorial proposal: Designing and developing open, pedagogically-based predictive models using the moodle analytics API",2019,"pedagogi"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"model"
"Implicit and explicit emotions in MOOCs",2019,"valenc"
"Grading emails and generating feedback",2019,"supervised learn"
"Characterising students' writing processes using temporal keystroke analysis",2019,"xgboost"
"Exploring the link between motivations and gaming",2019,"self-regul"
"Visualization and clustering of learner pathways in an interactive online learning environment",2019,"visual"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"serious gam"
"Design and deployment of a better university course search: Inferring latent",2019,"latent top"
"Exploring stealth assessment via deep learning in an open-ended virtual environment",2019,"stealth assess"
"Detecting suggestions in peer assessments",2019,"text min"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"self concept"
"Detecting wheel-spinning and productive persistence in educational games",2019,"productive persist"
"Categorizing students' questions using an ensemble hybrid approach",2019,"stack"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"long short term memori"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"q-matrix"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"open-ended learning environ"
"Scholars walk: A Markov chain framework for course recommendation",2019,"sequential recommend"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"student st"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"simulation-based assess"
"Predictive student modeling for interventions in online classes",2018,"mixed effects model"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"student affect"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"edm"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"machine teach"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"study tim"
"Automated speech act categorization of chat utterances in virtual internships",2018,"speech act"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"global direction measur"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"n-gram model"
"Quantyler: Apportioning credit for student forum participation",2018,"grade"
"Predicting student enrollment based on student and college characteristics",2018,"student enrol"
"Predicting quitting in students playing a learning game",2018,"physics educ"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"student success"
"Predicting student performance based on online study habits: A study of blended courses",2018,"study habit"
"Finding topics in enrollment data",2018,"student data"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"temporal analyt"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"tasa"
"Understanding student procrastination via mixture models",2018,"procrastin"
"Intelligent instructional hand offs",2018,"human tutor"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"learner corpora"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"vocabulary assess"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"learner clust"
"Gender differences in undergraduate engineering applicants: A text mining approach",2018,"text min"
"Identifying user engagement patterns in an online video discussion platform",2018,"video learn"
"Prediction of academic achievement based on digital campus",2018,"supervised learn"
"Modeling the effects of students’ interactions with immersive simulations using Markov switching systems",2018,"switching state space model"
"Does deep knowledge tracing model interactions among skills?",2018,"sequential model"
"Mining innovative augmented graph grammars for argument diagrams through novelty selection",2017,"novelty select"
"A prediction and early alert model using learning management system data and grounded in learning science theory",2017,"stem learn"
"Short-answer responses to STEM exercises: Measuring response validity and its impact on learning",2017,"natural language process"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"tame"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"learning gain"
"Behavior-based latent variable model for learner engagement",2017,"mooc"
"Intelligent composition of test papers based on MOOC learning data",2017,"performance predict"
"Causal forest vs. naïve causal forest in detecting personalization: An empirical study in ASSISTments",2017,"randomized controlled tri"
"Predicting performance in a small private online course",2017,"study behavior analysi"
"Modeling network dynamics of MOOC discussion interactions at scale",2017,"siena"
"Teaching informal logical fallacy identification with a cognitive tutor",2017,"informal reason"
"Modeling dormitory occupancy using Markov chains",2017,"sensit"
"Discovering skill prerequisite structure through Bayesian estimation and nested model comparison",2017,"pseudo-bayes factor"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"personalized learn"
"Modeling classifiers for virtual internships without participant data",2017,"semantic similar"
"Emerging patterns in student’s learning attributes through text mining",2017,"text min"
"A neural network approach to estimate student skill mastery in cognitive diagnostic assessments",2017,"student model"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"math"
"Few hundred parameters outperform few hundred thousand?",2017,"intelligent tutoring system"
"Using an additive factor model and performance factor analysis to assess learning gains in a tutoring system to help adults with reading difficulties",2017,"theoretical level"
"Assessing computer literacy of adults with low literacy skills",2017,"mixed model"
"Addressing student behavior and affect with empathy and growth mindset",2017,"pedagogical ag"
"Automated assessment for scientific explanations in on-line science inquiry",2017,"scientific explan"
"Assessing the dialogic properties of classroom discourse: Proportion models for imbalanced classes",2017,"question"
"Toward the automatic labeling of course questions for ensuring their alignment with learning outcomes",2017,"term frequency-inverse document frequ"
"Towards reliable and valid measurement of individualized student parameters",2017,"individualized paramet"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"open-ended tutor"
"Gaze-based detection of mind wandering during lecture viewing",2017,"massive open online cours"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"serious gam"
"Automatic peer tutor matching: Data-driven methods to enable new opportunities for help",2017,"peer tutor"
"Clustering students in assistments: Exploring system- and school-level traits to advance personalization",2017,"student-system interact"
"Identifying relevant user behavior, predicting learning, and persistence in an ITS-based afterschool program",2016,"persist"
"A platform for integrating and analyzing data to evaluate the impacts of educational technologies",2016,"evalu"
"Designing interactive and personalized concept mapping learning environments",2016,"navig"
"An automated test of motor skills for job selection and feedback",2016,"touch-screen devic"
"Studying assignment size and student performance using propensity score matching",2016,"propensity score match"
"Time series analysis of VLE activity data",2016,"vle"
"Discovering ‘tough love’ interventions despite dropout",2016,"principal stratif"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"off-task behavior"
"Perfect scores indicate good students !? The case of one hundred percenters in a math learning system",2016,"user model"
"A comparative analysis of techniques for predicting student performance",2016,"student similar"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"student persist"
"Pattern mining uncovers social prompts of conceptual learning with physical and virtual representations",2016,"stem"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"knowledge trac"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"problem featur"
"A scalable learning analytics platform for automated writing feedback",2016,"scalable analyt"
"Toward automated support for teacher-facilitated formative feedback on student writing",2016,"topic discoveri"
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"student plac"
"Patterns of usage from educational technology products across America",2016,"fidel"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"life-wide learn"
"How to model implicit knowledge? Similarity learning methods to assess perceptions of visual representations",2016,"visual represent"
"Effect of student ability and question difficulty on duration",2016,"student "
"How quickly can wheel spinning be detected?",2016,"wheel spin"
"Seeking programming-related information from large scaled discussion forums, help or harm?",2016,"sequential pattern min"
"MATHia X: The next generation cognitive tutor",2016,"real-world implement"
"Study on automatic scoring of descriptive type tests using text similarity calculations",2016,"text similar"
"Execution traces as a powerful data representation for intelligent tutoring systems for programming",2016,"sorting program"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"lstm"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"knowledge trac"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"revis"
"Predicting STEM achievement with learning management system data: Prediction modeling and a test of an early warning system",2016,"stem learn"
"Adding eye-tracking AOI data to models of representation skills does not improve prediction accuracy",2016,"visual represent"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"multiple choic"
"How to judge learning on online learning minimum learning judgment system",2016,"mooc"
"Semi-Markov model for simulating MOOC students",2016,"semi-markov chain"
"Going deeper with deep knowledge tracing",2016,"recurrent neural network"
"Closing the loop with quantitative cognitive task analysis",2016,"transfer"
"The affective impact of tutor questions: Predicting frustration and engagement",2016,"tutorial dialogu"
"Robust predictive models on MOOCs: Transferring knowledge across courses",2016,"transfer learn"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"tempor"
"How good is popularity? Summary grading in crowdsourcing",2016,"summary grad"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"item response theori"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"topic model"
"Choosing versus Receiving Feedback: The impact of feedback valence on learning in an assessment game",2016,"learn"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"simul"
"Affective state detection in educational systems through mining multimodal data sources",2013,"user model"
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"self-regul"
"Tag-aware ordinal sparse factor analysis for learning and content analytics",2013,"personalized learn"
"A comparison of model selection metrics in datashop",2013,"model select"
"Degeneracy in student modeling with dynamic Bayesian networks in intelligent edu-games",2013,"student model"
"Gathering emotional data from multiple sources",2013,"sensor data"
"Detecting player goals from game log files",2013,"stealth assess"
"The complex dynamics of aggregate learning curves",2013,"learning curv"
"Hints: You can’t have just one",2013,"multilevel bayesian model"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"science microworld"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"musical conson"
"Modeling student retention in an environment with delayed testing",2013,"robust learn"
"Using ITS generated data to predict standardized test scores",2013,"predict"
"Discovering the relationship between student effort and ability for predicting the performance of technology-assisted learning in a mathematics after-school program",2013,"math perform"
"Paragraph specific n-gram approaches to automatically assessing essay quality",2013,"intelligent tutoring system"
"Optimal and worst-case performance of mastery learning assessment with Bayesian knowledge tracing",2013,"student model"
"BOTS: Harnessing player data and player effort to create and evaluate levels in a serious game",2013,"serious gam"
"Automatically recognizing facial expression: Predicting engagement and frustration",2013,"frustrat"
"Toward predicting test score gains with online behavior data of teachers",2013,"teach"
"Demonstration of a Moodle student monitoring web application",2013,"statist"
"A dynamic group composition method to refine collaborative learning group formation",2013,"interaction analysi"
"Limits to accuracy: How well can we do at student modeling?",2013,"student model"
"An investigation of psychometric measures for modelling academic performance in tertiary education",2013,"motiv"
"Mining social deliberation in online communication: If you were me and I were you",2013,"discourse analysi"
"Data mining in the classroom: Discovering groups’ strategies at a multi-tabletop environment",2013,"sequence min"
"Sequences of frustration and confusion, and learning",2013,"confus"
"Adapting Bayesian knowledge tracing to a massive open online course in edX",2013,"resource model"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"student model"
"Predicting group programming project performance using SVN activity traces",2013,"group project"
"Visual exploration of interactions and performance with LEMO",2013,"visual"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"topic identif"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"learning analyt"
"A methodology for student video interaction patterns analysis and classification",2019,"video featur"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"national student clearinghous"
"Predicting student academic outcomes in UK secondary phase education: An architecture for machine learning and user interaction",2019,"python"
"A comparison of automated scale short form selection strategies",2019,"simulated ann"
"Machine learning based decision support system for categorizing MOOC discussion forum posts",2019,"text classif"
"Towards the prediction of semantic complexity based on concept graphs",2019,"semantic complex"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"race"
"Automatic identification of questions in MOOC forums and association with self-regulated learning",2019,"student's quest"
"Tutorbot corpus: Evidence of human-agent verbal alignment in second language learner dialogues",2019,"language learn"
"A novel use of educational data mining to inform effective management of academic programs",2019,"student outcom"
"Collaborative problem-solving process in a science serious game: Exploring group action similarity trajectory",2019,"serious gam"
"Measuring item teaching value in an online learning environment",2019,"knowledge trac"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"scalabl"
"Design and deployment of a better university course search: Inferring latent",2019,"recommender system"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"self regulated learn"
"Detecting wheel-spinning and productive persistence in educational games",2019,"wheel-spin"
"Categorizing students' questions using an ensemble hybrid approach",2019,"student's quest"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"serious gam"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"student model"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"time-series model"
"Predictive student modeling for interventions in online classes",2018,"online coursewar"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"optimal train"
"Automated speech act categorization of chat utterances in virtual internships",2018,"virtual internship"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"temporal ord"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"short open-ended respons"
"Quantyler: Apportioning credit for student forum participation",2018,"instructor support"
"Predicting student enrollment based on student and college characteristics",2018,"support vector machin"
"Predicting quitting in students playing a learning game",2018,"quit predict"
"Finding topics in enrollment data",2018,"topic model"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"wikipedia"
"Understanding student procrastination via mixture models",2018,"regular"
"Intelligent instructional hand offs",2018,"intelligent tutoring system"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"lexical sophist"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"vocabulary learn"
"Clustering the learning patterns of adults with low literacy skills interacting with an intelligent tutoring system",2018,"personalized instruct"
"Using a single model trained across multiple experiments to improve the detection of treatment effects",2017,"treatment effect"
"On the influence on learning of student compliance with prompts fostering self-regulated learning",2017,"linear regress"
"Behavior-based latent variable model for learner engagement",2017,"performance predict"
"Modeling dormitory occupancy using Markov chains",2017,"students’ success"
"Learning to represent student knowledge on programming exercises using deep learning",2017,"representation learn"
"Modeling classifiers for virtual internships without participant data",2017,"text classif"
"Student learning strategies and behaviors to predict success in an online adaptive mathematics tutoring system",2017,"student success"
"Few hundred parameters outperform few hundred thousand?",2017,"performance factor analysi"
"Assessing computer literacy of adults with low literacy skills",2017,"q-matrix"
"Addressing student behavior and affect with empathy and growth mindset",2017,"student affect"
"Towards reliable and valid measurement of individualized student parameters",2017,"model interpret"
"Task and timing: Separating procedural and tactical knowledge in student models",2017,"pfa"
"Gaze-based detection of mind wandering during lecture viewing",2017,"mind wand"
"Convolutional neural network for automatic detection of sociomoral reasoning level",2017,"social skil"
"Designing interactive and personalized concept mapping learning environments",2016,"person"
"Studying assignment size and student performance using propensity score matching",2016,"student perform"
"Discovering ‘tough love’ interventions despite dropout",2016,"randomized controlled tri"
"Predicting off-task behaviors in an adaptive vocabulary learning system",2016,"prediction model"
"Validating automated triggers and notifications @ scale in blackboard learn",2016,"student retent"
"Towards modeling chunks in a knowledge tracing framework for students’ deep learning",2016,"regress"
"Semantic features of math problems: Relationships to student learning and engagement",2016,"semantic analysi"
"Applicability of educational data mining in Afghanistan: Opportunities and challenges",2016,"value of inform"
"Enabling people to harness and control EDM for lifelong, life-wide learning",2016,"lifelong learn"
"Effect of student ability and question difficulty on duration",2016,"time taken"
"MATHia X: The next generation cognitive tutor",2016,"wheel-spin"
"LIVELINET: A multimodal deep recurrent neural network to predict liveliness in educational videos",2016,"multimodal analysi"
"A data-driven framework of modeling skill combinations for deeper knowledge tracing",2016,"multiple skil"
"Toward revision-sensitive feedback in automated writing evaluation",2016,"write"
"Modeling the influence of format and depth during effortful retrieval practice",2016,"retrieval practic"
"How to judge learning on online learning minimum learning judgment system",2016,"online educ"
"Semi-Markov model for simulating MOOC students",2016,"simulation of stud"
"Going deeper with deep knowledge tracing",2016,"student model"
"{ENTER}ing the time series {SPACE}: Uncovering the writing process through keystroke analyses",2016,"write"
"Investigating difficult topics in a data structures course using item response theory and logged data analysis",2016,"learning analyt"
"Topic-wise classification of MOOC discussions: A visual analytics approach",2016,"visualis"
"Analysing engineering expertise of high school students using eye tracking and multimodal learning analytics",2013,"spatial "
"Investigating the efficacy of algorithmic student modelling in predicting students at risk of failing in tertiary education.",2013,"specific learning difficulti"
"The complex dynamics of aggregate learning curves",2013,"mastery learn"
"Incorporating scaffolding and tutor context into Bayesian knowledge tracing to predict inquiry skill acquisition",2013,"science simul"
"Modeling and optimizing forgetting and spacing effects during musical interval training",2013,"spacing effect"
