"Article","Year","Author","Stem"
"Data literacy for learning analytics",2016,"Hlosta, M.","learning analyt"
"Putting temporal analytics into practice: The 5th international workshop on temporality in learning data",2016,"Cheng, B.H.","practitioner knowledg"
"Bayesian modelling of student misconceptions in the one-digit multiplication with probabilistic programming",2016,"Ebner, M.","probabilistic program"
"Supporting learning by considering emotions: Tracking and visualization. A case study",2016,"Klerkx, J.","students' emot"
"A Rule-Based indicator definition tool for personalized learning analytics",2016,"Schroeder, U.","personalized learning analyt"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"Salter, D.","kinect"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"Baker, R.S.","mooc"
"Towards personalizing An E-quiz bank for primary school students: An exploration with association rule mining and clustering",2016,"Ke, X.","read"
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016,"Mendhe, D.","intervent"
"Is the doer effect a causal relationship? How can WE tell and why it's important",2016,"Bier, N.L.","learning engin"
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016,"Van Inwegen, E.G.","the assistments testb"
"Translating network position into performance: Importance of centrality in different network configurations",2016,"Dawson, S.","social network analysi"
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015,"Goodrich, V.","natural language pro-cess"
"Ethical and privacy issues in the application of learning analytics",2015,"Hoel, T.","legal right"
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015,"Ocumpaugh, J.L.","engag"
"Media multiplexity in connectivist MOOCs",2015,"Paulin, D.","social media"
"2nd int'l workshop on open badges in education (OBIE 2015): From learning evidence to learning analytics",2015,"Willis, J.E.","open badg"
"Discourse cohesion: A signature of collaboration",2015,"McNamara, D.S.","discourse analysi"
"Predicting success: How learners' prior knowledge, skills and activities predict MOOC performance",2015,"Corrin, L.","prior knowledg"
"Learning analytics: European perspectives",2015,"Kismihók, G.","learn"
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"Heffernan, N.","hint us"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"Cheng, B.H.","learning analyt"
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"Bouhineau, D.","operators life cycl"
"Penetrating the black box of time-on-task estimation",2015,"Joksimović, S.","measur"
"You've got style: Detecting writing flexibility across time",2015,"Jacovina, M.E.","narrat"
"Learning analytics beyond the LMS: The connected learning analytics toolkit",2015,"Lupton, M.","xapi"
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"Field, D.","natural language process"
"A handwriting recognition system for the classroom",2015,"Simmons, I.","xerox ignite™"
"Planning for success: How students use a grade prediction tool to win their classes",2015,"Stern, J.","learning analyt"
"The 3rd LAK data competition",2015,"D'Aquin, M.","visual"
"What do cMOOC participants talk about in Social Media?: A Topic Analysis of Discourse in a cMOOC",2015,"Gašević, D.","sna"
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015,"Miller, D.","secondary educ"
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"Yacef, K.","design"
"Learning analytics in oz: What's happening now, what's planned, and where could it (and should it) go?",2015,"Dawson, S.","student retent"
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015,"Gašević, D.","social capit"
"Classifying student dialogue acts with multimodal learning analytics",2015,"Boyer, K.E.","tutorial dialogu"
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"Ferguson, R.","learning analyt"
"Discovering clues to avoid middle school failure at early stages",2015,"Ventura, S.","school failur"
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"Snow, E.L.","individual differ"
"Grading soft skills with open badges",2015,"Ševarac, Z.","soft skil"
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"Gauvin, L.","non-negative tensor factor"
"Bag-of-temporal-SIFT-words for Time series classification",2015,"Guyet, T.","time series classif"
"Temporal and frequential metric learning for time series kNN classification",2015,"Rombaut, M.","spectral metr"
"Monitoring short term changes of malaria incidence in Uganda with Gaussian processes",2015,"Lawrence, N.","time seri"
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015,"Knoop, H.","stability select"
"Courbospark: Decision tree for time-series on spark",2015,"Lagacherie, M.","parallel"
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"Gao, S.","linked data"
"Integration of a flexible analytics workbench with a learning platform for medical specialty training",2014,"Hoppe, H.U.","measur"
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014,"Drachsler, H.","natural language process"
"Modelling student online behaviour in a virtual learning environment",2014,"Kuzilek, J.","predictive model"
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"Kuzilek, J.","predictive model"
"Clustering of design decisions in classroom visual displays",2014,"Weber, M.","teacher"
"Learning analytics and machine learning",2014,"Zdrahal, Z.","theori"
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"Schön, M.","markov chain"
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"Ambrose, G.A.","learning analyt"
"Visualizing patterns of student engagement and performance in MOOCs",2014,"Kennedy, G.","mooc"
"Peer evaluation of student generated content",2014,"Mckay, T.","tournament"
"The learning analytics & knowledge (LAK) data challenge 2014",2014,"Taibi, D.","visual"
"Current state and future trends: A citation network analysis of the learning analytics field",2014,"Joksimovic, S.","social network analysi"
"Success, activity and drop-outs in MOOCs An exploratory study on the UNED COMA courses",2014,"Gago, D.","visualis"
"Learning analytics for the social media age",2014,"Absar, R.","social media"
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"Essa, A.","educ"
"Clustering for improving Educational process mining",2014,"Sánchez-Santillán, M.","process min"
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"Wong, L.","leadership"
"EGraph tool: Graphing the learning process in LMSs",2014,"Sánchez-Santillán, M.","learning process visu"
"Customized course advising: Investigating engineering student success with incoming profiles and patterns of concurrent course enrollment",2014,"Davis, C.-S.","learning analyt"
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"De Laat, M.","discours"
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"McDonagh-Smith, P.","pre-service teach"
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"Johnson, M.","open learner models representational guid"
"Supporting action research with learning analytics",2013,"Chatti, M.A.","learning analyt"
"Educational data scientists: A scarce breed",2013,"Jeffery, N.","learning analyt"
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"Pantucek, M.","student data"
"Visualizing social learning ties by type and topic: Rationale and concept demonstrator",2013,"De Laat, M.","visual"
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"Chinis, G.","experimental investig"
"Crafting transformative strategies for personalized learning/analytics",2013,"Brodnick, R.","personalized learn"
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"Ferguson, R.","discours"
"Toward collaboration sensing: Applying network analysis techniques to collaborative eye-tracking data",2013,"Pea, R.","network analysi"
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"Olsen, J.","game"
"Learning object analytics for collections, repositories & federations",2013,"Klerkx, J.","social data"
"Addressing learner issues with StepUp!: An evaluation",2013,"Duval, E.","reflect"
"Formative assessment and learning analytics",2013,"Van Der Kooij, H.","learning disposit"
"Second International Workshop on Teaching Analytics",2013,"Bull, S.","open learner models representational guid"
"Analysis of collaborative writing processes using revision maps and probabilistic topic models",2013,"Calvo, R.A.","visualis"
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"Buckingham Shum, S.","educational assess"
"Analytics on video-based learning",2013,"Szegedi, P.","video based learn"
"Analyzing the flow of ideas and profiles of contributors in an open learning community",2013,"Hoppe, H.U.","scientometr"
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"Braun, S.","mobile appl"
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"Gowda, S.M.","data min"
"Open academic analytics initiative: Initial research findings",2013,"Jonnalagadda, N.","learning analyt"
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"Liu, L.","human computer interact"
"R2DE: A NLP approach to estimating IRT parameters of newly generated questions",2020,"Cremonesi, P.","learning analyt"
"From theory to action: Developing and evaluating learning analytics for learning design",2020,"Linn, M.C.","theori"
"#Confused and beyond: Detecting confusion in course forums using students' hashtags",2020,"Segal, A.","self-reported affect"
"Modelling collaborative problem-solving competence with transparent learning analytics: Is video data enough?",2020,"Landolfi, L.","video analyt"
"Towards understanding the lifespan and spread of ideas: Epidemiological modeling of participation on twitter",2020,"Siemens, G.","knowledge cr"
"Exploring student approaches to learning through sequence analysis of reading logs",2020,"Flanagan, B.","sequence analysi"
"Macro MOOC learning analytics: Exploring trends across global and regional providers",2020,"Li, X.","multi-plaform analytics collabor"
"Towards automatic cross-language classification of cognitive presence in online discussions",2020,"Miranda, P.","optim"
"Understanding Students' engagement with personalised feedback messages",2020,"Pardo, A.","learning analyt"
"Detecting learning in noisy data: The case of oral reading fluency",2020,"Liceralde, V.R.T.","reading analyt"
"Towards skills-based curriculum analytics: Can we automate the recognition of prior learning?",2020,"Liu, M.","skills ontolog"
"Involving teachers in learning analytics design: Lessons learned from two case studies",2020,"Price-Dennis, D.","teacher"
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"Pammer-Schindler, V.","health literaci"
"Evaluating teachers' perceptions of students' questions organization",2020,"Gillois, P.","student's quest"
"Towards automatic content analysis of social presence in transcripts of online discussions",2020,"Lins, R.D.","text classif"
"Predicting student success in a blended learning environment",2020,"Vanden Broucke, S.","learning analyt"
"Analytics of time management and learning strategies for effective online learning in blended environments",2020,"Matcha, W.","time management strategi"
"Supporting actionable intelligence: Reframing the analysis of observed study strategies",2020,"Siemens, G.","trace data"
"Testing the reliability of inter-rater reliability",2020,"Shaffer, D.W.","valid"
"Combining analytic methods to unlock sequential and temporal patterns of self-regulated learning",2020,"Uzir, N.A.A.","self-regulated learn"
"Is faster better? a study of video playback speed",2020,"Paepcke, A.","video analyt"
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"Koops, J.","neural network"
"Modeling gender dynamics in intra and interpersonal interactions during online collaborative learning",2019,"Choi, H.","learner characterist"
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"Ju, S.","predictive model"
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"Whitelock-Wainwright, A.","self-report"
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"Alex Ambrose, G.","intervent"
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"Sabatini, J.","motiv"
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"Pong, T.-C.","long short-term memori"
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"Duckworth, A.L.","natural language process"
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"Warschauer, M.","study skil"
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"Jovanović, J.","learning tact"
"Are you talking to me? Multi-dimensional language analysis of explanations during reading",2019,"McNamara, D.S.","read"
"Using detailed access trajectories for learning behavior analysis",2019,"O'Reilly, U.-M.","representation learn"
"Transfer learning using representation learning in massive open online courses",2019,"O'Reilly, U.-M.","representation learn"
"Counting clicks is not enough: Validating a theorized model of engagement in learning analytics",2019,"Van Staalduinen, J.-P.","structural equation model"
"Student centred design of a learning analytics system",2019,"Waller, R.","user experi"
"Challenges on implementing learning analytics over countrywide K-12 data",2019,"Rodés, V.","primary and secondary educ"
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"Depaepe, F.","strategy us"
"Exploring learner engagement patterns in teach-outs",2019,"Choi, H.","sentiment analysi"
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"Smeaton, A.","machine learn"
"Refusing to try: Characterizing early stopout on student assignments",2019,"Heffernan, N.T.","student attrit"
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"Casanova, M.A.","temporal analysi"
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"Veldsink, J.","model transpar"
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"Guin, N.","learning analyt"
"Gaze insights into debugging behavior using learner-Centred analysis",2018,"Trætteberg, H.","mirroring tool"
"Prospectively predicting 4-Year college graduation from student applications",2018,"Duckworth, A.L.","noncognitive factor"
"A generalized classifier to identify online learning tool disengagement at scale",2018,"Gebhardt, K.","logistic regress"
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"Lewis, M.","professional learn"
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018,"Tabatabai, S.","summative assess"
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"Van Soom, C.","positioning test"
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"Drachsler, H.","learning sci"
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018,"Giannakos, M.N.","self-regul"
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018,"Tamborg, A.L.","teacher practic"
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018,"McLaren, B.M.","orchestr"
"SHEILA policy framework: Informing institutional strategies and policy processes of learning analytics",2018,"Kollom, K.","strategi"
"Recurrence quantification analysis as a method for studying text comprehension dynamics",2018,"McNamara, D.S.","text comprehens"
"Using embedded formative assessment to predict state summative test scores",2018,"Ritter, S.","mathematics educ"
"Physical learning analytics: A multimodal perspective",2018,"Dos Santos, A.D.P.","motor learn"
"Studying MOOC completion at scale using the MOOC replication framework",2018,"Siemens, G.","morf"
"Finding traces of self-Regulated learning in activity streams",2018,"Pammer-Schindler, V.","self regul"
"Learning Analytics and Policy (LAP) - International aspirations, achievements and constraints",2017,"Hoel, T.","privaci"
"Workshop on integrated learning analytics of MOOC post-course development",2017,"Paquette, L.","massive online open cours"
"ATCE - An analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources",2017,"Graf, S.","teacher"
"Studying engagement and performance with learning technology in an African classroom",2017,"Diriye, A.","mobile develop"
"Supporting collaborative learning with tag recommendations: A real-world study in an inquiry-based classroom project",2017,"Albert, D.","personalized tag recommend"
"Real-time learning analytics for C programming language courses",2017,"Taniguchi, Y.","programming educ"
"What'd you say again? Recurrence quantification analysis as a method for analyzing the dynamics of discourse in a reading strategy tutor",2017,"McNamara, D.S.","read"
"Using predictive analytics in a self-regulated learning university course to promote student success",2017,"Hadwin, A.F.","student engag"
"Follow the successful crowd: Raising MOOC completion rates through social comparison at scale?",2017,"Hauff, C.","massive open online cours"
"Dynamics of MOOC discussion forums",2017,"Dillenbourg, P.","social network"
"Tracing physical movement during practice-based learning through Multimodal Learning Analytics",2017,"Spikol, D.","practice-based learn"
"Implementing predictive learning analytics on a large scale: The teacher's perspective",2017,"Hlosta, M.","teacher"
"From prediction to impact: Evaluation of a learning analytics retention program",2017,"Pardo, A.","student retent"
"A systematic review of studies on predicting student learning outcomes using learning analytics",2017,"Woo, M.","predict"
"Learning pulse: A machine Learning approach for predicting performance in self-regulated learning using multimodal data",2017,"Ternier, S.","wearable enhanced learn"
"Community based educational data repositories and analysis tools",2017,"Thille, C.","model"
"Measures for recommendations based on past students' activity",2017,"Zdrahal, Z.","relev"
"Using correlational topic modeling for automated topic identification in intelligent tutoring systems",2017,"Bowers, A.","topic model"
"Student empowerment, awareness, and self-regulation through a quantified-self student tool",2017,"McKay, J.","real-time feedback"
"Towards mining sequences and dispersion of rhetorical moves in student written texts",2017,"Shum, S.B.","sequence min"
"An instructor dashboard for real-time analytics in interactive programming assignments",2017,"Bienkowski, M.","peer tutor"
"Analytics meet patient manikins: Challenges in an authentic small-group healthcare simulation classroom",2017,"Abdiprano, A.","multimod"
"DesignLAK17: Quality metrics and indicators for analytics of assessment design at scale",2017,"Littlejohn, A.","learning design"
"Cooking with learning analytics recipes",2017,"Fortenbacher, A.","solut"
"Developing a MOOC experimentation platform: Insights from a user study",2017,"Siemens, G.","mooc"
"Quasi-experimental design for causal inference using Python and Apache Spark: A hands-on tutorial",2017,"Zhang, J.","python"
"Connecting data with student support actions in a course: A hands-on tutorial",2017,"Schulte, J.","student support"
"Relevance of Learning analytics to measure and support students' learning in adaptive educational technologies",2017,"Järvelä, S.","self-regulated learn"
"Developing institutional learning analytics 'communities of transformation' to support student success",2017,"Shepard, L.","learning analytics fellows program"
"Guidance counselor reports of the ASSISTments college Prediction model (acpm)",2017,"Hawn, M.A.","stakeholder report"
"Writing analytics literacy - Bridging from research to practice",2017,"McNamara, D.","practitioner knowledg"
"LAK17 Hackathon - Getting the right information to the right people so they can take the right action",2017,"Dorey-Elias, T.","open learning analyt"
"Transitioning self-regulated learning profiles in hypermedia-learning environments",2017,"Azevedo, R.","self-regulated learn"
"Students' emotional self-labels for personalized models",2017,"Mete, S.E.","self-report"
"Teaching analytics: Towards automatic extraction of orchestration graphs using wearable sensors",2016,"Jesús, M.","wearable sensor"
"A Pedagogical framework for learning analytics in collaborative inquiry tasks: An Example from a teamwork competency awareness program",2016,"Hong, H.","learning design"
"Reflecting on reflective writing analytics: Assessment challenges and iterative evaluation of a prototype tool",2016,"Wang, X.","reflect"
"Recipe for Success - Lessons learnt from using xAPI within the connected learning analytics toolkit",2016,"Gaševíc, D.","learning record stor"
"Student perspectives on data provision and use: Starting to unpack disciplinary differences",2016,"Liu, D.Y.T.","sociology of educ"
"The role of achievement goal orientations when studying effect of learning analytics visualizations",2016,"Joksimovic, S.","visual"
"Smart environments and analytics on video-based learning",2016,"Pardo, A.","visual analyt"
"Educational Data mining with python and apache spark: A hands-on tutorial",2016,"Essa, A.","learning analyt"
"The learning analytics readiness instrument",2016,"Brown, M.G.","reflect"
"Using Game analytics to evaluate puzzle design and level progression in a serious game",2016,"Asbell-Clarke, J.","survival analysi"
"The Dutch xAPI experience",2016,"Ternier, S.","xapi"
"Towards automated content analysis of discussion transcripts: A cognitive presence case",2016,"Gaševíc, D.","text classif"
"Understanding learning at a glance: An overview of learning dashboard studies",2016,"Prieto, L.P.","systematic review"
"Ethical and privacy issues in the design of learning analytics applications",2016,"Hoel, T.","privaci"
"Validity: A framework for cross-disciplinary collaboration in mining indicators of learning from MOOC forums",2016,"Zhang, R.","learning progress"
"Wikiglass: A learning analytic tool for visualizing collaborative wikis of secondary school students",2016,"Lui, G.","wiki"
"Interactive surfaces and learning analytics: Data, orchestration aspects, pedagogical uses and challenges",2016,"Shum, S.B.","face-to-fac"
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016,"Baker, R.","mooc"
"Enhancing the efficiency and reliability of group differentiation through partial credit",2016,"Heffernan, N.","resampl"
"Using A/B testing in MOOC environments",2016,"Meinel, C.","mooc"
"Topic modeling for evaluating students' reflective writing: A case study of pre-Service teachers' journals",2016,"Yu, Y.","learning analyt"
"Investigating collaborative learning success with physiological coupling indices based on electrodermal activity",2016,"Kirschner, P.A.","physiological coupling indic"
"LAL workshop: Learning analytics for learners",2016,"Kickmeier-Rust, M.","visual learning analyt"
"Using machine analysis to make elementary students' mathematical thinking visible",2016,"Kliman, M.","pen-based comput"
"Investigating boredom and engagement during writing using multiple sources of information: The essay, the writer, and keystrokes",2016,"Crossley, S.","write"
"Data literacy for learning analytics",2016,"Hlosta, M.","visual"
"Putting temporal analytics into practice: The 5th international workshop on temporality in learning data",2016,"Cheng, B.H.","tempor"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"Salter, D.","multimodal analyt"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"Baker, R.S.","natural language process"
"Benchmarking student performance and engagement in an early alert predictive system using interactive radar charts",2016,"Mendhe, D.","learning analyt"
"Is the doer effect a causal relationship? How can WE tell and why it's important",2016,"Bier, N.L.","predict"
"The assessment of learning infrastructure (ALI): The theory, practice, and scalability of automated assessment",2016,"Van Inwegen, E.G.","tools for learning analyt"
"Qualitatively exploring electronic portfolios: A text mining approach to measuring student emotion as an early warning indicator",2015,"Goodrich, V.","predictive analyt"
"Ethical and privacy issues in the application of learning analytics",2015,"Hoel, T.","privaci"
"Exploring college major choice and middle school student behavior, affect and learning: What happens to students who game the system?",2015,"Ocumpaugh, J.L.","knowledge model"
"Media multiplexity in connectivist MOOCs",2015,"Paulin, D.","social network"
"Discourse cohesion: A signature of collaboration",2015,"McNamara, D.S.","learning analyt"
"Learning analytics: European perspectives",2015,"Kismihók, G.","learning analyt"
"An analysis of the impact of action order on future performance: The fine-grain action model",2015,"Heffernan, N.","prediction of future success"
"It's about time: 4th international workshop on temporal analyses of learning data",2015,"Cheng, B.H.","sequence min"
"DOP8: Merging both data and analysis operators life cycles for Technology Enhanced Learning",2015,"Bouhineau, D.","process analysi"
"Penetrating the black box of time-on-task estimation",2015,"Joksimović, S.","moodl"
"You've got style: Detecting writing flexibility across time",2015,"Jacovina, M.E.","writing qu"
"OpenEssayist: A supply and demand learning analytics tool for drafting academic essays",2015,"Field, D.","online distance educ"
"Who, when and why: A machine learning approach to prioritizing students at risk of not graduating high school on time",2015,"Miller, D.","student retent"
"The LATUX workflow: Designing and deploying awareness tools in technology-enabled learning settings",2015,"Yacef, K.","groupwar"
"How do you connect? Analysis of social capital accumulation in connectivist MOOCs",2015,"Gašević, D.","social network analysi"
"Correlations between automated rhetorical analysis and tutors' grades on student essays",2015,"Ferguson, R.","metadiscours"
"Pssst⋯ Textual features⋯ There is more to automatic essay scoring than just you!",2015,"Snow, E.L.","intelligent tutoring system"
"Anomaly detection in temporal graph data: An iterative tensor decomposition and masking approach",2015,"Gauvin, L.","sensor"
"Temporal and frequential metric learning for time series kNN classification",2015,"Rombaut, M.","time seri"
"Causality on longitudinal data: Stable specification search in constrained structural equation modeling",2015,"Knoop, H.","structural equation model"
"Courbospark: Decision tree for time-series on spark",2015,"Lagacherie, M.","spark"
"A Linked-Data-driven Web portal for learning analytics: Data enrichment, interactive visualization, and knowledge discovery",2014,"Gao, S.","linked scientometr"
"Spiral me to the core: Getting a visual grasp on text corpora through clusters and keywords",2014,"Drachsler, H.","visual"
"Modelling student online behaviour in a virtual learning environment",2014,"Kuzilek, J.","student data"
"Developing predictive models for early detection of at-risk students on distance learning modules",2014,"Kuzilek, J.","student data"
"On using Markov chain to evidence the learning structures and difficulty levels of one digit multiplication",2014,"Schön, M.","math"
"Engagement vs performance: Using electronic portfolios to predict first semester engineering student retention",2014,"Ambrose, G.A.","predictive analyt"
"Visualizing patterns of student engagement and performance in MOOCs",2014,"Kennedy, G.","prior knowledg"
"Peer evaluation of student generated content",2014,"Mckay, T.","video"
"Setting learning analytics in context: Overcoming the barriers to large-scale adoption",2014,"Essa, A.","higher educ"
"Building institutional capacities and competencies for systemic learning analytics initiatives",2014,"Wong, L.","learning analyt"
"DCLA14: Second international workshop on discourse-centric learning analytics",2014,"De Laat, M.","learning analyt"
"A case study inside virtual worlds: Use of analytics for immersive spaces",2013,"McDonagh-Smith, P.","virtual world"
"An eye-tracking study of notational, informational, and emotional aspects of learning analytics representations",2013,"Johnson, M.","teaching analyt"
"Improving retention: Predicting at-risk students by analysing clicking behaviour in a virtual learning environment",2013,"Pantucek, M.","virtual learning environ"
"Aggregating social and usage datasets for learning analytics: Data-oriented challenges",2013,"Chinis, G.","usage data format"
"Crafting transformative strategies for personalized learning/analytics",2013,"Brodnick, R.","strategic plan"
"DCLA13: 1st International Workshop on Discourse-Centric Learning Analytics",2013,"Ferguson, R.","learning analyt"
"Nanogenetic learning analytics: Illuminating student learning pathways in an online fraction game",2013,"Olsen, J.","keywords microgenetic research"
"Addressing learner issues with StepUp!: An evaluation",2013,"Duval, E.","visual"
"Formative assessment and learning analytics",2013,"Van Der Kooij, H.","student profil"
"Second International Workshop on Teaching Analytics",2013,"Bull, S.","teaching analyt"
"An evaluation of learning analytics to identify exploratory dialogue in online discussions",2013,"Buckingham Shum, S.","educational dialogu"
"Live interest meter - Learning from quantified feedback in mass lectures",2013,"Braun, S.","quantified self"
"Affective states and state tests: Investigating how affect throughout the school year predicts end of year learning outcomes",2013,"Gowda, S.M.","detector"
"Open academic analytics initiative: Initial research findings",2013,"Jonnalagadda, N.","open sourc"
"An exploratory approach to measuring collaborative engagement in child robot interaction",2020,"Liu, L.","information theori"
"R2DE: A NLP approach to estimating IRT parameters of newly generated questions",2020,"Cremonesi, P.","natural language process"
"#Confused and beyond: Detecting confusion in course forums using students' hashtags",2020,"Segal, A.","text classif"
"Towards understanding the lifespan and spread of ideas: Epidemiological modeling of participation on twitter",2020,"Siemens, G.","networked learn"
"Exploring student approaches to learning through sequence analysis of reading logs",2020,"Flanagan, B.","study approach"
"Detecting learning in noisy data: The case of oral reading fluency",2020,"Liceralde, V.R.T.","reading app"
"Slow is good: The effect of diligence on student performance in the case of an adaptive learning system for health literacy",2020,"Pammer-Schindler, V.","learning analyt"
"Evaluating teachers' perceptions of students' questions organization",2020,"Gillois, P.","teacher's percept"
"Predicting student success in a blended learning environment",2020,"Vanden Broucke, S.","logistic regress"
"Constructing and predicting school advice for academic achievement: A comparison of item response theory and machine learning techniques",2020,"Koops, J.","random forest"
"Descriptive and predictive modeling of student achievement, satisfaction, and mental health for data-driven smart connected campus life service",2019,"Ju, S.","satisfact"
"Introducing meaning to clicks: Towards traced-measures of self-efficacy and cognitive load",2019,"Whitelock-Wainwright, A.","trace data"
"Integrated closed-loop learning analytics scheme in a first year experience course",2019,"Alex Ambrose, G.","learning analyt"
"Would you? Could you? On a tablet? Analytics of children's ebook reading",2019,"Sabatini, J.","reading analyt"
"Effective feature learning with unsupervised learning for improving the predictive models in massive open online courses",2019,"Pong, T.-C.","unsupervised learn"
"Language as thought: Using natural language processing to model noncognitive traits that predict college success",2019,"Duckworth, A.L.","neural network"
"Utilizing learning analytics to map students' self-reported study strategies to click behaviors in STEM courses",2019,"Warschauer, M.","underrepresented stud"
"Analytics of learning strategies: Associations with academic performance and feedback",2019,"Jovanović, J.","self-regulated learn"
"Transfer learning using representation learning in massive open online courses",2019,"O'Reilly, U.-M.","transfer learn"
"Student centred design of a learning analytics system",2019,"Waller, R.","visualis"
"Multichannel data for understanding cognitive affordances during complex problem solving",2019,"Depaepe, F.","virtual learning environ"
"Exploring learner engagement patterns in teach-outs",2019,"Choi, H.","teach-out"
"User2Code2vec: Embeddings for profiling students based on distributional representations of source code",2019,"Smeaton, A.","representation learning for source cod"
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"Veldsink, J.","responsible analyt"
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"Guin, N.","ontolog"
"A generalized classifier to identify online learning tool disengagement at scale",2018,"Gebhardt, K.","student success"
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"Lewis, M.","teacher ident"
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"Van Soom, C.","student dashboard"
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"Drachsler, H.","learning theori"
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018,"Tamborg, A.L.","virtual collabor"
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018,"McLaren, B.M.","personalized classroom"
"Using embedded formative assessment to predict state summative test scores",2018,"Ritter, S.","predictive model"
"Physical learning analytics: A multimodal perspective",2018,"Dos Santos, A.D.P.","physical spac"
"Studying MOOC completion at scale using the MOOC replication framework",2018,"Siemens, G.","multi-mooc analysi"
"ATCE - An analytics tool to trace the creation and evaluation of inclusive and accessible open educational resources",2017,"Graf, S.","web access"
