ENTRYTYPE,ID,abstract,affiliation,author,author_keywords,document_type,doi,journal,note,page_count,pages,source,title,url,year
conference,Chi201161,"In this paper, we proposed a new cognitive modeling approach: Instructional Factors Analysis Model (IFM). It belongs to a class of Knowledge-Component- based cognitive models. More specifically, IFM is targeted for modeling student's performance when multiple types of instructional interventions are involved and some of them may not generate a direct observation of students' performance. We compared IFM to two other pre-existing cognitive models: Additive Factor Models (AFMs) and Performance Factor Models (PFMs). The three methods differ mainly on how a student's previous experience on a Knowledge Component is counted into multiple categories. Among the three models, instructional interventions without immediate direct observations can be easily incorporate into the AFM and IFM models. Therefore, they are further compared on two important tasks-unseen student prediction and unseen step prediction-and to determine whether the extra flexibility afforded by addi- tional parameters leads to better models, or just to over fitting. Our results suggested that, for datasets involving multiple types of learning interventions, dividing student learning opportunities into multiple categories is beneficial in that IFM out-performed both AFM and PFM models on various tasks. However, the relative performance of the IFM models depends on the specific prediction task; so, experimenters facing a novel task should engage in some measure of model selection.","Stanford University, CA, United States; Carnegie Mellon University, PA, United States; University of Pittsburgh, PA, United States; Arizona State University, AZ, United States","Chi, M. and Koedinger, K. and Gordon, G. and Jordan, P. and VanLehn, K.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 24,,61-70,Scopus,Instructional factors analysis: A cognitive model for multiple instructional interventions,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857471334&partnerID=40&md5=515fa0cd8fec1a4ce94ff9308078691c,2011
conference,Gowda2011199,"Over the past several years, several extensions to Bayesian knowledge tracing have been proposed in order to improve predictions of students' in-tutor and post-test performance. One such extension is Contextual Guess and Slip, which incorporates machine-learned models of students' guess and slip behaviors in order to enhance the overall model's predictive performance [Baker et al. 2008a]. Similar machine learning approaches have been introduced in order to detect specific problem-solving steps during which students most likely learned particular skills [Baker, Goldstein, and Heffernan in press]. However, one important class of features that have not been considered in machine learning models used in these two techniques is metrics of item and skill difficulty, a key type of feature in other assessment frameworks [e.g Hambleton, Swaminathan, & Rogers, 1991; Pavlik, Cen, & Koedinger 2009]. In this paper, a set of engineered features that quantify skill difficulty and related skill-level constructs are investigated in terms of their ability to improve models of guessing, slipping, and detecting moment-by-moment learning. Supervised machine learning models that have been trained using the new skill-difficulty features are compared to models from the original contextual guess and slip and moment-by-moment learning detector work. This includes performance comparisons for predicting students' in-tutor responses, as well as post-test responses, for a pair of Cognitive Tutor data sets.","Department of Social Science and Policy Studies, Worcester Polytechnic Institute, Worcester, MA, United States; Department of Computer Science, North Carolina State University, 890 Oval Drive, Raleigh, United States; Developmental and Psychological Sciences, Stanford University, 485 Lasuen Mall, Stanford, CA 94305, United States; Department of Social Science and Policy Studies, Human-Computer Interaction Institute, Carnegie Mellon University, 5000 Forbes Ave., Pittsburgh PA 15213, United States","Gowda, S.M. and Rowe, J.P. and Baker, R.S.J.D. and Chi, M. and Koedinger, K.R.",Bayesian Knowledge-Tracing;  Cognitive Tutor;  Contextual Guess;  Contextual Slip;  Educational Data Mining;  Feature Engineering;  Momentby-Moment Learning;  Post-test prediction,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 10,,199-208,Scopus,"Improving models of slipping, guessing, and moment-by-moment learning with estimates of skill difficulty",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857470041&partnerID=40&md5=f670753a9faffff4dbc196397827b6ae,2011
conference,Brunskill2011217,"There has been a long-standing interest in how to estimate the prerequisite structure among a set of skills. This prerequisite structure is important for intelligent tutoring systems and the educational data mining community, because it has important implications for student modeling, and for automatically constructing teaching policies. Here we present preliminary work towards inferring skill prerequisite structure given a set of noisy observations of student knowledge. We compare models using likelihood calculations and provide experimental results on a set of Algebra skills.","University of California, Berkeley, United States","Brunskill, E.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 9,,217-221,Scopus,Estimating prerequisite structure from noisy data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857469546&partnerID=40&md5=4e3405110fc03eebbe1f431a2bc41ded,2011
conference,Hershkovitz2011315,"In this paper, we studied the relationship between goal orientation within a science inquiry learning environment for middle school students, and the manifestation of carelessness over consecutive trials. Carelessness is defined as not demonstrating a skill despite knowing it; we measured carelessness using a machine learned model. Findings suggest that students with performance goals demonstrate an increase in carelessness sooner in the set of trials than do students with learning goals, and that students with lack of goals are consistent with their carelessness over trials.","Department of Social Science and Policy Studies, Worcester Polytechnic Institute, Worcester, MA 01609, United States","Hershkovitz, A. and Baker, R.S.J.D. and Gobert, J. and Wixon, M.",Automated detectors;  Carelessness;  Cluster analysis;  Goal orientation;  Science inquiry,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 1,,315-316,Scopus,Goal orientation and changes of carelessness over consecutive trials in science inquiry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857469154&partnerID=40&md5=7c76ffe92e80a0930fee2cd933b9c770,2011
conference,Vuong2011211,"Creating an educational curriculum is a difficult task involving many variables and constraints [Wang 2005]. In any curriculum, the order of the instructional units is partly based on which units teach prerequisite knowledge for later units. Historically, psychologists and cognitive scientists have studied the dependency structure of information in various domains [Bergan and Jeska 1980; Griffiths and Grant 1985; Chi and Koeske 1983]; however, many of these studies have been hampered by statistical issues such as the difficulty of removing instructional effects when using small samples [Horne 1983]. We hypothesize that large-scale assessment data can be analyzed to determine the dependency relationships between units in a curriculum. This structure could then be used in generating and evaluating alternate unit sequences to test whether omitting or re-ordering units would undermine necessary foundational knowledge building. Our method incorporates all possible pair-wise dependency relationships in a curriculum and, for each such candidate dependency, compares performance of students who used the potential prerequisite unit to performance of students who did not. We implemented the method on a random sample of schools from across the U.S. that use Carnegie Learning's Cognitive Tutor software and its associated curricula; a sample that far exceeds those used in previous studies both in size and in scope. The resulting structure is compared to a pre-existing list of prerequisites created by Carnegie Learning based on student skill models. We discuss extensions of this method, issues in interpreting the results, and possible applications. We hope that this work serves as a step toward developing a data-driven model of curriculum design.","Carnegie Learning, INC., 437 Grant St., Pittsburgh,PA 15219, United States","Vuong, A. and Nixon, T. and Towle, B.",Curriculum;  Data mining;  Intelligent tutor,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 34,,211-215,Scopus,A method for finding prerequisites within a curriculum,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857468767&partnerID=40&md5=b189cfc5a4d916223bc252e5c7379963,2011
conference,Mostow2011149,"A bottleneck in mining tutor data is mapping heterogeneous event streams to feature vectors with which to train and test classifiers. To bypass the labor-intensive process of feature engineering, AutoCord learns classifiers directly from a relational database of events logged by a tutor. It searches through a space of classifiers represented as database queries, using a small set of heuristic operators. We show how AutoCord learns a classifier to predict whether a child will finish reading a story in Project LISTEN's Reading Tutor. We compare it to a previously reported classifier that uses hand-engineered features. AutoCord has the potential to learn classifiers with less effort and greater accuracy.","Robotics Institute, Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, PA 15213-3890, United States","Mostow, J. and González-Brenes, J. and Tan, B.H.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 5,,149-158,Scopus,Learning classifiers from a relational database of tutor logs,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857468668&partnerID=40&md5=d7bd46e60a280ad1691428f686393c61,2011
conference,NoAuthor2011,"The proceedings contain 67 papers. The topics discussed include: on exploration and mining of data in educational practice; factorization models for forecasting student performance; analyzing participation of students in online courses using social network analysis techniques; a machine learning approach for automatic student model discovery; student translations of natural language into logic: the grade grinder translation corpus release 1.0; instructional factors analysis: a cognitive model for multiple instructional interventions; the simple location heuristic is better at predicting students changes in error rate over time compared to the simple temporal heuristic; items, skills, and transfer models: which really matters for student modeling?; avoiding problem selection thrashing with conjunctive knowledge tracing; and less is more: improving the speed and prediction power of knowledge tracing by using less data.",,,,Conference Review,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 0,383,,Scopus,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857468286&partnerID=40&md5=f453abaad397ba8d4feef40686a6f850,2011
conference,Inventado2011367,"Many students today utilize the internet to help them accomplish their learning goals. However, when they learn at home they are in total control and it is easy for them to visit websites not related to learning when they lose focus or are not motivated enough to learn. Observing affect further will help us understand the transitions between learning and non-learning activities when students learn online. To achieve this, we collected affect and activity transition data from students learning online at home. D'Mello's likelihood metric was modified to compute the likelihood of transitioning between activities and their corresponding affective states. Results showed that students not only shift to non-learning activities after experiencing negative affective states, but also positive affective states plausibly when learning goals are completed. Also, despite engaging in non-learning activities, students resumed learning and even experienced positive affect which is beneficial to learning.","Institute of Scientific and Industrial Research, Osaka University, 8-1 Mihogaoka, Ibaraki, Osaka, 567-0047, Japan; Center for Empathic Human-Computer Interactions, PhilippinesGokongwei Building, De La Salle University, 2401 Taft Avenue, Manila, Philippines","Inventado, P.S. and Legaspi, R. and Suarez, M. and Numao, M.",Affective states;  Learning;  Non-learning activities;  Online;  Transition likelihood,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 1,,367-368,Scopus,Investigating the transitions between learning and non-learning activities as students learn online,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857468009&partnerID=40&md5=89df44118b0f979521a3b997ce07dabb,2011
conference,Wauters2011247,"Adaptive item sequencing is a well-established adaptation technique for personalizing learning environments and can be achieved through an intense reciprocity between the item difficulty level and the learner's proficiency. Consequently, the need to monitor learners' proficiency level is of great importance. On that account, researchers have brought forward the Elo rating system. While the Elo rating system has its origin in chess, it has proven its value during its short history in the educational setting. Elo's algorithm implies that the rating after an event is function of the pre-event rating, the weight given to the new observation and the difference between the new observed score and the expected score. It seems reasonable to adapt the weight of Elo's algorithm as function of the number of observations: the more previous observations we have, the more certain we are about the learner's proficiency estimate, and the less this estimate should be affected by a new observation. The aim of this paper is to search for weights as a function of the number of previous observations that results in optimally accurate proficiency estimates, making use of a real data set. Results indicate that the Elo algorithm with a logistic weight function better approximates the parameter estimates obtained with the item response theory than the Elo algorithm with a fixed weight.","Faculty of Psychology and Educational Sciences, ITEC/IBBT, Katholieke Universiteit Leuven, Kortrijk, Belgium; Faculty of Arts, ITEC/IBBT, Katholieke Universiteit Leuven, Kortrijk, Belgium","Wauters, K. and Desmet, P. and Noortgate, W.",Elo rating;  IRT;  Proficiency,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 6,,247-251,Scopus,Monitoring learners' proficiency: Weight adaptation in the Elo rating system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857467666&partnerID=40&md5=2e7bd1cd30fd32e75d24f096d5904c23,2011
conference,Conati2011,,,"Conati, C. and Ventura, S. and Pechenizkiy, S. and Calders, T. and Romero, C. and Stamper, J.",,Editorial,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 0,,iii,Scopus,Preface,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857466863&partnerID=40&md5=90a63f7aa42307284bb11fced22adb8e,2011
conference,Akçapinar2011259,"In this study, it is aimed to predict users' perceived disorientation by using a data mining technique: Random Forest Regression (RFR). Two RFR models are designed to predict users' disorientation scores. The models were generalized with 10-fold Cross Validation (CV). In the first model, log based metrics were used as explanatory variables. In the second, log based metrics, eye metrics and self-report metrics were included in the model. According to findings, our RFR models predict perceived disorientation score with high accuracy. First model's R2 is 57.8 %, second model's R2 is 63.5 %. These results showed that adding eye metrics and selfreport metrics to the model increased the predictive performance.","Department of Computer Education and Instructional Technologies, Hacettepe University, Ankara, Turkey; Department of Biostatistics, Hacettepe University, Ankara, Turkey",Akçapinar and Coşgun and Altun,Data mining;  Disorientation;  Eye tracking;  Navigation log;  Random forest,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 6,,259-263,Scopus,Prediction of perceived disorientation in online learning environment with random forest regression,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857466749&partnerID=40&md5=b45ceac82da9d729c77fa4eb34ff7be4,2011
conference,González-Brenes2011169,"A key issue in using machine learning to classify tutorial dialogues is how to represent time-varying data. Standard classifiers take as input a feature vector and output its predicted label. It is possible to formulate tutorial dialogue classification problems in this way. However, a feature vector representation requires mapping a dialogue onto a fixed number of features, and does not innately exploit its sequential nature. In contrast, this paper explores a recent method that classifies sequences, using a technique new to the Educational Data Mining community - Hidden Conditional Random Fields [Quattoni et al., 2007]. We illustrate its application to a data set from Project LISTEN's Reading Tutor, and compare it to three baselines using the same data, crossvalidation splits, and feature set. Our technique produces state-of-the-art classification accuracy in predicting reading task completion. We consider the contributions of this paper to be (i) introducing HCRFs to the EDM community, (ii) formulating tutorial dialogue classification as a sequence classification problem, and (iii) evaluating and comparing dialogue classification.","Language Technologies Institute, Carnegie Mellon University, 5000 Forbes Avenue, Pittsburgh, PA 15213-3890, United States","González-Brenes, J. and Duan, W. and Mostow, J.",Feature Vectors;  Project LISTEN;  Reading Task Completio;  Sequence Classification,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 2,,169-178,Scopus,How to classify tutorial dialogue? Comparing feature vectors vs. Sequences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857466692&partnerID=40&md5=317240c647ac9984d9b25938d8405f8c,2011
conference,Ignatov2011223,"This paper presents an application of formal concept analysis to the study of student assessment data. Formal concept analysis (FCA) is an algebraic framework for data analysis and knowledge representation that has been proven useful in a wide range of application areas such as life sciences, psychology, sociology, linguistics, information technology and computer science. We use the FCA approach to represent the structure of an educational domain under consideration as a concept lattice. In this paper, we aim at building lattice-based taxonomies to represent the structure of the assessment data to identify the most stable student groups w.r.t the students achievements (and dually for courses marks) at certain periods of time and to track the changes in their state over time.","University - Higher School of Economics, Zelenaya ulitsa, 17-52, Kolomna, 140410, Russian Federation; University Higher School of Economics, Russian Federation","Ignatov, D. and Mamedova, S. and Romashkin, N. and Shamshurin, I.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 8,,223-228,Scopus,What can closed sets of students and their marks say?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857465996&partnerID=40&md5=d1b6786a039242fa153a1f64d608f425,2011
conference,Trivedi2011129,Spectral Clustering is a graph theoretic technique for metric modification such that it gives a much more global notion of similarity between data points as compared to other clustering methods such as k-means. It thus represents data in such a way that it is easier to find meaningful clusters on this new representation. It is especially useful in complex datasets where traditional clustering methods would fail to find groupings. In previous work we have shown the utility of using k-means clustering for exploiting structure in the data to affect a significant improvement in prediction accuracy on educational datasets. In this work we show that by using Spectral Clustering we are able to further improve the student performance prediction. We evaluate an educational data mining prediction task: predicting student state test scores from features derived from a tutor and also present some preliminary results on some other EDM tasks usmg spectral clustering.,"Department of Computer Science, Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA 01609, United States","Trivedi, S. and Pardos, Z.A. and Sárközy, G.N. and Heffernan, N.T.",Bootstrap Aggregating;  Clustering;  Educational Data Miumg;  Ensemble Learning;  Intelligent Tutormg Systems;  Mixture of Experts;  Spectral Clustering,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 21,,129-138,Scopus,Spectral clustering in educational data mining,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857465730&partnerID=40&md5=cf9c549873106d6dca054643b6f1007e,2011
conference,Thai-Nghe201111,"Predicting student performance (PSP) is one of the educational data mining task, where we would like to know how much knowledge the students have gained and whether they can perform the tasks (or exercises) correctly. Since the student's knowledge improves and cumulates over time, the sequential (temporal) effect is an important information for PSP. Previous works have shown that PSP can be casted as rating prediction task in recommender systems, and therefore, factorization techniques can be applied for this task. To take into account the sequential effect, this work proposes a novel approach which uses tensor factorization for forecasting student performance. With this approach, we can personalize the prediction for each student given the task, thus, it can also be used for recommending the tasks to the students. Experimental results on two large data sets show that incorporating forecasting techniques into the factorization process is a promising approach.","Information Systems and Machine Learning Lab (ISMLL), University of Hildesheim, Marienburger Platz 22, 31141 Hildesheim, Germany","Thai-Nghe, N. and Horváth, T. and Schmidt-Thieme, L.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 51,,11-20,Scopus,Factorization models for forecasting student performance,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857465699&partnerID=40&md5=18c774b1b43c097846fc40767d631e9a,2011
conference,Ivancevic2011271,"Although data mining techniques are constantly unproved and made more easy to use. there is still little application of related methods in the investigation of student seating choices and respective implications. Therefore, in this paper we analyse characteristics and effects of student spatial deployment in a computer laboratory by using data mostly gathered through electronic student testing system. For a first semester programming course, we examine relations between student assessment results and student choices of seating locations m a laboratory, as well as search for regularities in the spatial deployment, such as students' test location changes throughout the semester and the connection they share with the success on tests. Obtained results demonstrate the existence of patterns, whose meaning is also discussed, and emphasise the importance of considering student spatial choices in the study of understandmg and improving student behaviour and learning.","Department of Computing and Control, Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia","Ivancevic, V. and Celikovic, M. and Lukovic, I.",Rnuiina assessment data;  Student seating;  Student spatial deployment,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 0,,271-275,Scopus,Analysing student spatial deployment in a computer laboratory,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857464202&partnerID=40&md5=6a0a93dd28cb9e26aa5208ab2caa1f94,2011
conference,Lemmerich2011345,"The identification of influence factors on students' success rate is of high interest. Especially knowledge about factors, which can be determined before the start of a student's degree program, is important, since most dropouts occur in the very first semesters. In this paper we show, how the data mining technique of subgroup discovery can be utilized to identify such influence factors on the overall success of students. Additionally, we also discuss several interesting measures for this purpose..","Fakultät für Mathematik und Informatik, Universität Würzburg, Am Hubland, D-97074 Würzburg, Germany","Lemmerich, F. and Ifland, M. and Puppe, F.",Pattern mining;  Subgroup discovery,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 4,,345-346,Scopus,Identifying influence factors of students success by subgroup discovery,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857463983&partnerID=40&md5=d0c74a5a5cf9a97052d69dcdcd5fb2a4,2011
conference,Martinez2011111,"Electronic traces of activity have the potential to be an invaluable source to understand the strategies followed by groups of learners working collaboratively around a tabletop. However, in tabletop and other co-located learning settings, high amounts of unconstrained actions can be performed by different students simultaneously. This paper introduces a data mining approach that exploits the log traces of a problem-solving tabletop application to extract patterns of activity in order to shed light on the strategies followed by groups of learners. The objective of the data mining task is to discover which frequent sequences of actions differentiate high achieving from low achieving groups. An important challenge is to interpret the raw log traces, taking the user identification into account, and pre-process this data to make it suitable for mining and discovering meaningful patterns of interaction. We explore two methods for mining sequential patterns. We compare these two methods by evaluating the information that they each discover about the strategies followed by the high and low achieving groups. Our key contributions include the design of an approach to find frequent sequential patterns from multiuser co-located settings, the evaluation of the two methods, and the analysis of the results obtained from the sequential pattern mining.","School of Information Technologies, University of Sydney, Australia; Faculty of Information Science and Technology, UKM, Malaysia; School of Computing Science, Newcastle University, United Kingdom","Martinez, R. and Yacef, K. and Kay, J. and Al-Qaraghuli, A. and Kharrufa, A.",Collaborative learning;  Hierarchical clustering;  Interactive tabletops;  Sequence mining,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 48,,111-120,Scopus,Analysing frequent sequential patterns of collaborative learning activity around an interactive tabletop,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857463622&partnerID=40&md5=a53539b51faa32292bb1907328119886,2011
conference,Jarušek2011371,"Problem solving is an important component of education. To make problem solving activities attractive, it is important to confront students with problems of suitable difficult neither too easy, nor too difficult. Since students vary in their skills, it is also crucial to make problem recommendations individually adaptive. We present a novel problem response theory, which predicts how much time will a student need to solve a given problem. Our theory is an analogy of the item response theory, but instead of probability of a correct answer we model problem solving time. We introduce a problem solving tutor, which uses the theory to make adaptive predictions and to recommend students problems of suitable difficult.","Faculty of Informatics, Masaryk University, Botanická 68a, Brno 602 00, Czech Republic","Jarušek, P. and Pelánek, R.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 3,,371-372,Scopus,Problem response theory and its application for tutoring,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857463301&partnerID=40&md5=beff3070da0dcc4845bb52a30c5b879d,2011
conference,Worsley2011234,"Assessing student learning across a variety of environments and tasks continues to be a crucial educational concern. This task is of particular difficulty in non-traditional learning environments where students endeavor to design their own projects and engage in a hands-on educational experience. In order to improve our ability to recognize learning in these constructionist environments, this paper reports on an exploratory analysis of learning through multiple modalities: speech, sentiment and drawing. A rich set of features is automatically extracted from the data and used to identify emergent markers of expertise. Some of the most prominent markers of expertise include: user certainty, the ability to describe things efficiently and a disinclination to use unnecessary descriptors or qualifiers. Experts also displayed better organization and used less detail in their drawings. While many of these are things one would expect of an expert, there were areas in which experts looked very similar to novices. To explain this we report on learning theories that can reconcile these seemingly odd findings, and expound on how these domain-independent markers can be useful for identifying student learning over a series of activities.","Stanford University, United States",Worsley and Blikstein,Assessment;  Learning Analytics;  Multi-modal;  Speech,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 24,,234-239,Scopus,"What's an expert? Using learning analytics to identify emergent markers of expertise through automated speech, sentiment and sketch analysis",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857462441&partnerID=40&md5=e4bdcc08d3467a04816df2bc24241fd9,2011
conference,Qiu2011139,"Intelligent tutoring systems that utilize Bayesian Knowledge Tracing (KT) have the ability to predict student performance well. However, models currently in use do not consider that a student performing on ITS may not be finishing their work in the same day. We looked at KTs predictions on student responses where a day or more had elapsed smce the previous response and found that KT consistently over predicted these data points in particular. We made two hypotheses to explain the over prediction behavior: 1) the student forgot since the last time on the tutor and 2) the student made a mistake (or slipped) on that first question of the day. We developed two models: KT-Forget and KT-$hp. modifications on Knowledge Tracing, to represent these two hypotheses. We evaluated and compared the performance of the KT-slip. KT-Forget and regular KT model by calculating prediction residuals and Area Under Curve (AUC) on a Cognitive Tutor and ASSISTments dataset. The results showed that a significant improvement was obtained on the overall prediction by our KT-Forget model, suggesting that forgetting is the more likely cognitive explanation for the data and that there is a place for modeling forgetting, something that has not common practice in student modeling.","Department of Computer Science, Worcester Polytechnic Institute, United States","Qiu, Y. and Ql, Y. and Lu, H. and Pardos, Z.A. and Heffernan, N.T.",Bayesian Network;  Data Mining;  Intelligent Tutormg Systems;  Knowledge Tracing;  Model Evaluation,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 25,,139-148,Scopus,Does time matter? Modeling the effect of time in bayesian knowledge tracing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857461543&partnerID=40&md5=e6308be0a60042e34211625ff76d583d,2011
conference,Sudol-Delyser2011365,Code comprehension activities have been strongly correlated with measures of student performance in computer science classes. This poster presents a model predicting student success based on features collected during the tutoring session. Model selection indicated that experimental condition combined with within tutor cumulative percent correct yielded the best model.,"Carnegie Mellon University, United States; Tutor Technologies, United States","Sudol-Delyser, L. and Steinhart, J.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 2,,365-366,Scopus,Factors impacting novice code comprehension in a tutor for introductory computer science,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857461209&partnerID=40&md5=2abba13c83ea9293da7dd270b0723b1f,2011
conference,Anjewierden2011341,"One of the goals of the SCY project (www.scy-net.eu) is to make (inquiry) learning environments adaptive. The idea is to develop ""pedagogical agents"" that monitor learner behaviour through the actions they perform and identify patterns that point to systematic behaviour, or lack thereof. To achieve these aims, it is necessary to develop methods to identify relevant patterns, and to associate these patterns with feedback to the learner. Here, we present a tool, called Brick, in which pedagogical researchers can interactively specify global patterns (e.g., ""which actions occur between running a simulation and providing a correct answer""). The tool then responds with the matching sub-sequences in the data along with various metrics of interestingness (such as frequency and likelihood). Researchers can then determine which patterns are relevant to include in a pedagogical agent and how the agent should respond when a pattern occurs. We describe the tool, the pattern language and metrics used, and provide examples of applying these to log files of a simulation-based inquiry learning environment.","University of Twente, PO Box 217, 7500 AE Enschede, Netherlands; Leiden University, PO Box 9555, 2300 RB Leiden, Netherlands","Anjewierden, A. and Gijlers, H. and Saab, N. and De Hoog, R.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 5,,341-342,Scopus,Brick: Mining pedagogically interesting sequential patterns,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857460046&partnerID=40&md5=3ef8a54d99c5ca2385bd3222cb585958,2011
conference,Pardos2011189,"Over the last few decades, there have been a rich variety of approaches towards modeling student knowledge and skill within interactive learning environments. There have recently been several empirical comparisons as to which types of student models are better at predicting future performance, both within and outside of the interactive learning environment. A recent paper (Baker et al., in press) considers whether ensembling can produce better prediction than individual models, when ensembling is performed at the level of predictions of performance within the tutor. However, better performance was not achieved for predicting the post-test. In this paper, we investigate ensembling at the post-test level, to see if this approach can produce better prediction of post-test scores within the context of a Cognitive Tutor for Genetics. We find no improvement for ensembling over the best individual models and we consider possible explanations for this finding, including the limited size of the data set.","Department of Social Science and Policy Studies, Department of Computer Science, Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA, United States","Pardos, Z.A. and Gowda, S.M. and Baker, R.S.J.D. and Heffernan, N.T.",Bayesian Knowledge-Tracing;  Cognitive Tutor;  Ensemble methods;  Performance factors analysis;  Student modeling,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 9,,189-198,Scopus,Ensembling predictions of student post-test scores for an intelligent tutoring system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857459985&partnerID=40&md5=4a85cdf39271878ee0c46f14c7e420cd,2011
conference,Zimmermann2011357,"One of the principal concerns in graduate admissions is how future performance in graduate studies may be predicted from a candidate's undergraduate achievements. In this study, we examined the statistical relationship between B.Sc. and M.Sc. achievements using a dataset that is not subject to an admission-induced selection bias. Our analysis yielded three insights. First, we were able to explain 55% of the variance in M.Sc. performance using a small set of highly discriminative B.Sc. achievements alone. Second, we found the final B.Sc. year to be most informative for future M.Sc. performance. Third, when a failed exam was repeated, the crucial piece of information was the grade achieved in the final attempt. We envisage that results such as the ones described in this study may increasingly improve the design of future admission procedures.","Department of Computer Science, ETH Zurich, Universitaetstrasse 6, 8092 Zurich, Switzerland","Zimmermann, J. and Brodersen, K.H. and Pellet, J.-P. and August, E. and Buhmann, J.M.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 10,,357-358,Scopus,Predicting graduate-level performance from undergraduate achievements,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857459590&partnerID=40&md5=0659dc88cde4756d3f8a4afb349480cc,2011
conference,Brunskill2011327,"A key part of effective teaching is adaptively selecting pedagogical activities to maximize long term student learning. In this poster we report on ongoing work to both develop a tutoring strategy that leverages insights from the partially observable Markov decision process (POMDP) framework to improve problem selection relative to state-of-the-art intelligent tutoring systems, and evaluate the computed strategy in the classroom. We also highlight some of the challenges in data mining related to automatically constructing pedagogical strategies.","University of Califoria, Berkeley, United States","Brunskill, E. and Russell, S.",,Conference Paper,,EDM 2011 - Proceedings of the 4th International Conference on Educational Data Mining,cited By 10,,327-328,Scopus,Partially observable sequential decision making for problem selection in an intelligent tutoring system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857459511&partnerID=40&md5=d8c56b261bab4517b23c51901cfcaea8,2011
